火纹的袈裟随机化为漫天火海燃尽了这寺庙
灵明石猴
这个是二郎神安排的
鲸鱼的噩梦之1:93
鲸鱼梦魇
徐静雨杀手
很简单的道理，我没有得到又怎知我不想要。
收到海景的你be like:
唐僧投敌了
主角：吗喽
谁放出风声说吃唐僧能长生
献祭的狼：不是哥们
非常喜欢这里的演出，把金池长老最后的醒悟演绎的非常出色
这个土地爷能教你 定身术，你以为他会是马楼？
这货是梅山的常昊应该
圣遗物，哈哈哈
不尚贤，不贵难得之物
这个是梅山七怪的蛇
这是二郎神的部下
打他的时候出bug了给我干墙里了
这个游戏绝对告诉我们 大圣有强烈的体味
土地不应该会定身咒，应该是菩提老祖帮的忙
这配音，真的绝了！
这个是老猴子讲的假故事
哇
地仙之祖是猴子拜的结义，土地可能是他叫的，是好是坏不知道反正是参了一脚
又？
安全声明
黑风山土地是受菩提老祖之托，来协助天命人的
白衣秀士不是一遍过么
我打完黑熊才发现妖王没齐到处跑
犹太人：我的宝贝加沙
大圣和斗战胜佛不是同一个
kid
菩提老祖
研究好脚本脉络再讲解行吗 听得一头雾水
轮回人
既见李斌，为何不buy
我喜欢戌狗，狗狗祟祟很有意思
黑熊也是带上紧箍好吧
gm来了
CV口音像北京人
做整容拉皮拉过了
不用说老外，我都有好多剧情看得懵懵的
长老就是金池阿，都200来岁的人了还是放不下。
当然忌惮，放猴归山，哪怕孙悟空没想法，天庭也怕他带一众兵马打回来
那土地为什么一直帮天命人？
蓝胖子打了两个小时，白衣两遍就过了。
？？？
可爱捏
你这解析我也能做
金池长老心性不如熊
这也是为什么要给佛筑金身，而泥菩萨缺自身难保，跟有没有佛性没关系，只管财富
佛，只渡佛认为有用之人，灵山的佛依然要唐僧给贿赂，佛是需要海量财富的
猴地魔
《申猴》
在中国，儒释道三教融合，各路佛祖神仙异士相互交融。
这棍子不是如意金箍棒，应该是别的武器吧
不会是杨戬手下的梅山七怪吧
我以为会有耳机detao
一直没搞懂 那些肥头大耳的和尚是怎么长得肥头大耳的
弗耶格
黑神话宇宙，开启！
恭喜观音菩萨学会了辩证法
一头的汽油，难怪李斌说谁还买油车
刀哥
二郎神的小弟
西游记后传是吧
真。主角
阁下要是听不惯佛法，在下也懂一些拳脚功夫
我特么一张！一弛！听得都破防了
广智救我
天命人广智
朽木不可雕也
这一个是让黑熊精随杨戬去杀大圣，但估计他们也不知道这是悟空想兵解逃离桎梏
又是一只猴子 ，估计广智已经打过好几百次猴子了 ，也就是说有很多猴子被老猴子忽悠了，以为自己是天命人
不开劳斯莱斯谁知道我有钱
穿天猴，是你吗？
这个确实不简单，但我莫名其妙两边就过了
悟空传本来就是网文啊
里维学长
长的其实有点像光头强是怎么回事
斗战胜佛也困不住齐天大圣
晚上打和白天打对话还不一样吗？
不是大头？
这才是真正的新人杀手，有两个阶段
我的宝贝袈裟
主角登场
有没有可能是观音默许它出来的
大蛇丸的样子
你也會安身法！？
感觉这解说像流水账一样
我若不拿那袈裟，世人怎知我尘缘已断，金池尽干
还有2000多人呢。
这个火我是真想学啊。
白衣秀士太能闪了，攻击频率又快
JK熊
就是斗战神的剧情
伏地魔：你也有魂器！
梅山六怪来的
空袭袈裟
黑熊看到小和尚以为是来化缘的，就给了金银
灵虚子是狮驼岭来的铁背苍狼
走过变人桥遇到广智
牛魔鲤鱼是你蝶是天天鲤鱼鲤鱼的
这个介绍我第一章错过了，第二章才发现可以细品画卷
八戒第一次见主角的时候还吐槽一句“又是个哑巴”
我的天
这俩后鼻音的ling 英语版本本地化怎么做的啊？哈哈哈哈
熊的头上也有紧箍咒？
战神：悟空
我是先打的幽魂再打的广智，谢谢幽魂师傅的训练让我快速上手
蔚来李斌
蔚来李斌
禁箍咒
还像李亚鹏
袈裟上是欲火
宝贝加沙
这是黑风大王和金池相识之初
钢丝赤潮，启动!
推波助澜是贬义词
他的大哥是二郎神吗
每个人出场都得念一首诗
黑熊精能和大圣55开，为啥打不过天命人？
李斌
打不过
退休而不得的齐天大圣
有烟无伤
这配音像电视剧里配音欸！
大侠
打了好久，就他有两管血
寻根之旅
是权力，不是权利，两个不同意义的词
若不是我成为首富，众人又怎么真相信我对钱没有兴趣？
菩提祖师：正是我
发芽土豆精
往上，往上……不断的往上，不论什么手段，达到目的。
我敲，这不是神笔马良吗
贪婪太大了
小和尚:当时我害怕极了，心理反复不断诵经。抓个金蟾，当个排骨人，没想到枉送了性命……
提示：每章动画最后的一句话都要反着理解
孙悟空：我杀死了我自己
犹太人念加沙
是二郎神的安排，孙悟空被杀本来就是一个局，一个逃脱紧箍的局
存档点好好看
烈火熊熊
孙悟空划掉生死簿，大多为了猴子猴孙。习得本事后，已经不受普通生死轮回的约束。不惧阎王，何况鬼吏！
孙悟空死了下面的妖为抢大圣的机缘才变得疯狂
妖怪为什么是学佛法的？
刀哥
也是不忘初心
硬通货是吧
主角登场
裟来！恭迎金池大长老重回陆地神仙境哈哈哈
你这不就是念资料吗
大哥，这味不对啊
说不定复活大圣，也不过是天界的内部政治斗争，所以有人反，有人支持
二郎险胜真君
本魂小鬼一次过了
轮回，大圣已经死了
他他露脐(腹)装诶
经典黑熊精
Iunjjjjp
翻译：我不碰钱，我对钱没有兴趣！
就是菩提祖师，可以去看游戏里的黑风山土地简介
意思是我随披着至宝但仍然苦行
天命人可千万不要火并啊
口齿不清
功夫之王
你搁这拉片？
二池元刀哥
这个我一遍过
小猴子有大圣的意却没大圣的识
金池小时候还是很纯真的，只想着捉青蛙，死人旁边的铜钱都没捡
可不兴和金池这种货色学做人呀喂
既见蔚来，为何不buy
刀哥
我嘞个中国奇谭。
小圣把我当杨戬了，是吧？《西游记》原著有一回小圣施威降大圣。
墨索里尼
袈裟是观音给唐僧的吧
有祁厅长那味了
《考公上岸》
黑熊精不是跟观音走了吗？
黑熊精是唯一用不了根器的Boss
杨戬
朽木不可雕也
陈平安，你只是知道自己要死了
我先把幽魂打死的
若不披上这宝袈裟，众生怎知我是得道高僧？
黑神话广智，启动！
阅读理解有问题？天庭开篇就说了针对是花果山猴子！不是孙悟空！
西游世界一直都是以人肉为食
金翅大鹏怎么会有开山斧
加沙不要了
我一件都没敢穿啊，穷怕了
鲁智深
广智救我
六丁六甲就是十二生肖
是菩提祖师
走得也比别人快
这是楚狂接舆对孔子说的话
熊大与光头强
声音好像永恩
我哭死 他是真的愛袈裟
前倨而后共，思之令人发笑
白衣秀士王伦
啥都往耳朵里塞
看完之后这分明只是叙述一遍剧情，何来的剧情解析，视频质量极差
初见端倪
对我来说白衣比虎先锋还难
六命大圣！
要是被他打死了，他还会说，你不是东土来的老爷。
歌名《看见》
世王：寻回我的六件盔甲，净化一切，成为世界的唯一
大圣师父
确实听不懂，应该讲脉络，不是细节
感觉天命人是大圣的猴毛
没有台词的主角
嗯，天命猴
……
杨戬也是天庭牛马
动画好看，看了好几遍
能屈能伸
土地可爱捏
但是剧情真的很精彩啊
天敏之人？
孙悟空死了和妖怪干啥有什么关系
玉壶
大圣诞生就是长生不老的
虚荣心
那些老鼠是黄金之国的国民，被黄风怪变成了老鼠
吃的老鼠不错，可那些老鼠原本都是人
广智救我
感觉广志最好用
我女友问我这个游戏是不是只有这个boss
肯定是菩提老祖，毕竟孙悟空的法术也是菩提老祖教的
生死铺都勾了，阎王爷不敢来收，大圣要不要佛位都长生不老
悟饭
而且不止一个
其实天命人离火烧禅院事件已经有五百多年了吧？
说蔚来李斌的要笑死我了hhhhh
六龙珠
黑神话广智
三藏经典皮肤
李斌 是你吗？
老骗子
虎先锋吃的是硕鼠
凤求凰 王者
石甲熊！！！
"也放弃了永生, 杨戬对打时提到 ""长生不老"""
这不刀哥吗
柿子的确是老鼠，但老鼠是人变的
丸辣!
歌曲也好听
菩提老祖
黑熊也有头箍
土地公那里那么多菩提叶外加定这个招数就说明是菩提的授意。
需要申遗了吗？？
说爱死机风格，UP应该很年轻。。。。
避火罩
“我吃泡面是因为我支持的泡面，而王思聪吃泡面是吃腻大鱼大肉之后的调节。所以我和王思聪蹲在一起吃泡面，人们只会觉得我是穷逼 王思聪是有品位”by sin
贪污腐败
270岁了居然看不开
宇宙尽头是编制
天命人是悟空的念，其他6根在5个妖怪和二郎神手里。意在二郎神眼睛里。
利欲熏心
传奇贪污犯
白衣秀士是真的把我打吐了orz
酒葫芦
火刀伤害高 烈火刀刀爆
真心悟空和妄心悟空，真心不死不灭
黑熊精我一次过，它的攻击是最容易躲的
天命人都应该给广智磕一个。
六猴珠
可能是焦恩俊的二郎神不会输吧
这段完全是假打
不难呀，巧妙利用重棍不难打
功夫之王
既见蔚来，为何不buy
这里话好厉害
ssr
大番薯和刀哥
紫色蛇，福格瑞姆是吧
是为了 听话的大圣
UP你先去找找十几年前的斗战神剧情再来解释吧
奇行种！
对于我来说这才是新人杀手
第一只不要打幽魂，打不过
推波助澜是贬义词
袈裟三种颜色对应贪嗔痴
I have a plan
六丁六甲
这老东西 不是好东西
黑神话广智
从唐朝到宋朝
你开头就错了，里面的妖怪几乎没有特意害人的
不讲武德
黑神话：广智
打赢了奖励血条一根
这个是二郎神派来的
你就照着游记读一遍你推测杀了？
耐烧王
天命人：为了你，我变成狼人模样
打完直接变成黑神话.广智
没文化的觉得尬是正常的，因为螺丝打多了捏
这个是二郎神派过来的，他在梅山上的兄弟
死亡圣器
别云了，这里的都是真的，你打完二周目结局就知道了
海澜之袈，方丈的衣柜
利益关系
这段bgm巨震撼
无敌了！
说得好像活着的时候妖怪就不吃人一样
黑神话广志
楚狂人对孔子说的
广智救我！
单纯想用大圣遗物借天命人刀杀妖王
说魂小鬼杀手的 哥们儿二十分钟过了
网文？斗战神看过没
这不是蔚来的斌子么
是gen斗云
那女孩对我说，说我是一个小偷
体修
不是蛇吗？那个
紧箍咒是观音教的，观音被黑熊精囚住，是黑熊念的紧箍咒
他还只是个孩子呀
这剧情还不算牛逼？何必纠结于几个结局？
3000+
大唐佛法
你的第一套铠甲
他认为穿上袈裟的才是高僧，着相了
原著里猴子一开始想要的就是长生不老
合着我还以为是真猴哥
刀哥还扮演金池长老了还挺像
黑神话1+4
大哥是二郎神
又是只猴子？
这动画看不懂的去看西游记
”我要让全世界知道我很低调”
袈裟发烧友金池长老
你给我 你给我
想劫杀唐僧，大圣惩罚了他。
跟原著没关系了，完全的阴谋论的狂欢
老眼昏花看不清这宝贝
我的感觉是熊想托他交香火钱
陶渊明引用的
↓这是浪里个波的弟弟波里个浪吗？
《看呐，以前的村子又回来啦》
不是 怎么佛了还有箍啊
这土地怎么拿了个痒痒挠
施主若是不愿听，贫僧还略通一些拳脚
我最喜欢申猴了
土地的介绍里写了一个道人推波助澜，道人留下了尖端细长的叶子，就是菩提叶，多半就是菩提祖师
曾志伟
这是恐怖片吗
当时看到三藏法师出现的那一刻真是感慨万千，泪目了
不是大头吗？
梦回斗战神
土地老儿
应该天庭和西天打算复活孙悟空，故意设下这六难
我..我放不下啊！这是自己长身上的！
刀哥
因为这个猴子不是第一个前面有很多猴子死掉了
这剧情有点像《功夫之王》
这话说的不错（前半句）
金池长老：my precious（doge）
惊现泉州东西塔的西塔
好听
原著这里黑熊精来救金池 但是没找到人起了贪念抢了袈裟
广志铠甲，合体！
原著金池和黑熊学炼气术还是妖术长寿
这里很明显登高是指地位
贪欲就如烈火
蔚来老板
本来就是，剧情挺有意思，最初的boss第一眼就认出来玩家的真身份了
大哥应该是指的杨戬
两边过，第一次是不知道有二阶段法术啥的全放一阶段了
注：黑熊精复活的凌虚子自杀了，这个灵虚子是另招的
尼塔疾冲熊
波里个浪
应该是梅山七怪的白蛇常昊，善使长枪
据说黑神话是三部曲 这里出现了虎龙猴狗那么后面也是各四个辅助？
梅山六怪
野原广志哈哈哈哈
菩萨（官方国家）认证的袈裟才能说明佛法。
金池长老
好兄弟广智
绝
丸辣！！！
这可不是放下贪念啊！这是放不下那几百件已经到手的袈裟
袈裟，其一满足了他对物欲的渴望，其二在表面是维持了自己地位，归根结底，不过是贪心
袈裟一般是寺院传承或者是别的寺院送还有就是朝廷御赐，总之就是一种地位的象征，金池爱袈裟也就是爱权力
花果山就在我家后面
配音太绝了。。boss也都好有个性
黑风山土地在很久之前遇到的是菩提老祖，菩提老祖教土地的定身术和隐身
是这样的
天命人就是大圣的毫毛，每次复活传送，都是一根金毛
一开始我以为他大哥是黑熊精，没想到是二郎神
何广智
双手供香为求神。单手持香为得道
广智救我！
神位那是上封神榜被束缚的，老祖宗永远求的是自在逍遥的仙
他丫的，打了他3个半小时才过
伏地魔（bushi）
按照玩的人数来说，现在一名天命得对付十个猴哥了
广谋呢？
牯护卫：我难道不是第一个BOSS吗？果然看门的没资格被人记住吗？
袈裟杀手
沙瑞金
老公！！
刀哥
还有执念
黑风山第一高手（
袈裟能向外表示自己的地位，所以贪念
你们说的对，但我初见杀
已经打了一天了，还没过虎先锋，怎么办？(⊙o⊙)！
孙悟空不是在生死簿划了他的名字吗
体育生神力
这个是梅山六兄弟中的一个变的，大哥就是二郎神
恋物癖
这个老猴现在还没有飘带
黑熊给他钱，让他建寺庙
学会七十二变后其实已经长生不老了
这是杨戬的人
Kid
？？？
我感觉他就是悟空，太强了
好像被肌肉熊进入
要成为fashion大师
遇见蔚来，为何不拜，狗头
可爱捏
三界掌管fashion的神
一个字“贪”
黑石强森
肾虚子
无双大蛇是吧
只是第一章解析
远吕智是你吗
申猴
黑神话：广智
前面的认真看，讲的就是第二章的故事，只是第三张有个支线而已，因果不同
八戒，是你！
熊罴
0
官职再小也是权力的触角
即见蔚来
这袈裟记意味着地位，也意味着修行，更意味着道行，几乎涵盖了一个僧人想要的所有东西：除了佛法
但是大圣不是本身就长生不老吗
野原广志（）
亮度调最大仔细看房子
李斌？？？
活捉满广志！
给我个炸弹摔
港诡实录？
杨明同款语言
没有自己的观点呀
这脑回路难怪被人追着打
李斌？？？
这里20帧
脱缰凯     赵德柱     司马一     李幻鹰
东西是指袈裟财宝 那家伙是金池
杨戬：是我了，没错。
火云邪神（确信
火云邪神（bushi
火云邪神
火云邪神
火云邪神？
《火云邪神》
《火云邪神》
太牛逼了。不明白原著根本看不懂黑神话。
这广智的剧情有点像大圣拜师的剧情
废话少说，三连走你
这个老猴绝逼是最开始的孙悟空，开场的孙悟空不过也是天命人轮回
音姐——
无双大蛇。
大圣的老父亲，菩提老祖！
什么土豆啊？这甜蜜是脑袋
众所周知不是所有棍武器都叫金箍棒
入相方能出相 是为菩萨
"贪嗔痴,看见!"
不是广谋先提的吗
齐天大圣！！！
出发关键词：只因
土地背后的绝对是大人物 毕竟能教人法术
灭霸
彻底疯狂
刀哥 沈阳
石块
为啥像是成龙那个电影
姓野原吗
黑神话广志转
站起来了
高定袈裟集邮爱好者金池
新的伪装
大头撞小头(不是
无众生象
姜文
光头强黑化版
被裹挟被撕扯被摆布
-++-
是我的好师父菩提祖师啊
刘思影的脸
打磨了至少7年
收集袈裟也有瘾，你说你喜欢花钱买下不就得了搞这么多事
徐锦江
刘思影的脸
神仙下凡问土地
第九艺术某种意义上，就是对传统八大艺术的整合和超越
强森!!!
黑熊精是好心，不想让长老沉迷所以盗了袈裟，但可惜长老致死也没想明白挚友的好意
狗使剧情，十年脑淤血之作
无骨舍利
如果这是菩萨专门勾人贪欲的话，不就和后面黄眉用珠宝勾人贪欲一样了吗
梅山大哥
换句话是就是，如果我不成为世界首富，别人哪知我对钱没兴趣
毗沙门多闻天（无骨伞）提托罗扎持国天（无弦琵琶）毗琉璃增长天（无鞘剑）毗留博叉广目天（无角龙）
你是犹太人吧，老是念叨我的加沙
原著黑熊精有灵智后一心向佛少数几个不吃人的妖怪，所以没什么背景能被菩萨要去看大门
孙悟空本来就是魔王之首
坐了黑风山第一把交椅是吧？
天命人火并王伦了是吧？
按天命人死亡后变为一根毛，我还以为是大圣的猴毛呢hhhh
也就是楚人接與的出处
秀士所言出自论语—微子第十八中的第五小节
这里每过一段，身上的袈裟就更加华丽
广智救我！
幽魂竟然莫名其妙一遍过了
六命大圣
眼看喜
噩梦
不讲这个？闹呢
佛镀金身的原因
漏了一个NPC午马
野圆广智
考公 逆向宣传片
应该是筛选，筛选出新的大圣来继承6根
错啦，是二郎神让这些妖怪来磨练天命人的
这剧情确实有股网文味儿
小圣指二郎神，孙悟空被擒那回的回目就是小圣施威降大圣
功夫之王
好若智的表情这个杨戬
步步生莲
天命人相当于大蛇丸死后残留的咒印查克拉
李斌，发胖版
这句话确是很克苏鲁
以 色 列 人
呼叫林冲
不换不换了
小孩游神
犹太长老
哦哦哦全懂了
犹太人
福格瑞姆
升魔福根
好喜感的大头娃娃
这个白衣秀士肯定是梅山七怪之一常昊，他大哥指的就是二郎神
黑熊精的袈裟小裙裙
那些东西指的是什么
这段表现力拉满了
野原广智(雾)
脱广志
？他不是去珞珈山当保安队长了吗
这是假的，二郎神因为谁家二郎神头上带骷髅护胸甲也是佛甲
剧情很迷，我大概没懂，刚通关
朽木不可雕也！
黑熊穿的是一分Jk裙
对我们说教哈哈哈
Kid27岁
收集党到头一场空
大他者凝视（）
生死簿上没有，还有天劫一样会死，所以还要追求长生
收集党的下场
“我认得你，你不是秀士”——凌虚子
天命人是悟空六根其中的“意”
说我是一个小偷
秽土转生之术
没活谁给你刷礼物
没有活谁给你刷礼物？
不要打火机谁给你刷礼物
没有活了！拉～跨～了！！哈哈哈哈哈
？
但我还是吸鼠霸王！
头皮发麻
天命吗喽
确实，这个b偷袭
广志y yds
真假美猴王，火眼金睛能看出来吗
这明明是黑神话广智！
六根清净的就是二阶段的大圣残骸
歌曲名：看见
一杆寒芒先到，随后人畜双亡。
李斌
这里的大哥是二郎神
刀哥登场
这件衣服是菩萨赐的，穿上它也就意味着受到了菩萨的认可，才能向所有人展示自己是真正的高僧。
后面隐藏动画能看出黑熊精是菩萨的徒弟
宝贝袈裟
鲤鱼一遍过黑熊
刀哥怎么头发长草了？
已经看到有人打到五周目了
都是两边大佬博弈用的棋子罢了
游戏里的人物换掉，跟西游记没一点关系，纯套皮
黑风大王肩膀上为什么会有四道抓痕
这对白搞不懂，既然这个世界有长生不老，追求长生不老有错吗？
大圣分作六宝，散开六根，似亡非亡，天命人可能是大圣其中一根轮回出来啊
有眼无珠
刚满18岁～
转瞬即逝
有可能是梅山六兄弟里面的常昊
说实话，放弃佛位就要被赶尽杀绝，这是西游记的背景逻辑嘛？
王伦是吧
上面的第2个结局是天命人获得了所有的记忆而且按照剧情过场动画来看的话大圣应该会再次大闹天宫
其实什么都没有
广智救我！！！
又观音
若不当上世界首富，众人又怎么知道我不爱金钱？
感觉像小时候看哪吒一样
没血了，智哥救命啊
幡然醒悟了晚了。
265年前他还是一个小和尚贪念改变他的观念使他成为一个见钱眼开的恶魔。
第一章除白衣居士，黑风和黑熊都是初见过水准的boss
这里说的疯是孙悟空取完经后，又反了天庭
这个自缢的凌虚子就是打完白衣居士往左走的敲钟地的那个上吊的狼
有可能是他的一部分
死亡圣器
大荒星陨
真好听！
这里是顿悟了袈裟再好也是别人的 寺庙是自己一点一点建起来的自己的总比别人的好
这个不是杨家二郎吧。他头冠
这个就搞笑了 就好像五常的权 是联合国给的似的 难道不是联合国的权 是五常赋予的？孙悟空已然长生 哪需要那些弯弯绕
财院后面是大头
刀哥
玩过黑神话的都得给广智磕一个吧？
土地写了是菩提祖师
动画做的好好啊
怎么感觉好像西行纪
人脸都做得一般
刀哥你头上长草了
怂了？
喜好穿搭？
逆天福瑞控
我靠 太厉害了 相信外国玩家打死也理解不了
就是开元寺
贪嗔痴，贪为首的
金池犯的不是贪，而是痴
已经投币
加油！希望UP继续更新新篇章
换电好骗钱啊
其实西游记里很多妖怪并不在意长生不老，那些妖怪本身就长生不老的
咎由自取
我打的光头
会不会跟西游记后传一样，仙佛都被控制和替换了
解析:申猴说一看我们就是花果山来的猴子.......(后面跟前面广志一样的解析)(没错，还是我awa
跟你学变戏法吧
"解析:广志说又是只猴子,有可能之前已经来过很多天命人,所以大圣寻6根也可能是个轮回"
怡宝
天命人本身也是一件灵武
这不是刀哥吗
然而大圣爷学艺为的就是长生不老
文化人
熊大！
猴：神金
刀哥
我走之后，你们就是我
《不擅水战》
原助理，这不是被孙悟空砍了几半吗？
可能这是第几代添命人了，之前都没过关
原哥别拐行不行
黑熊精本来是想找个高僧带自己修佛的…关黑熊什么事，它的动物性只是想帮助自己朋友
前500年王莽篡位，后500年北宋灭亡
我今年28论辈分你得管我叫声哥
黑熊是有佛心想要和金池做朋友，金池自己物欲太甚也带偏黑熊了
原著中金池长老270岁，900多件袈裟。
快慢刀秀士
根净，其实功名
和石昊一样
大哥是黑熊精?还是杨戬?
这是原著原话
太压抑了
小孩游神
kid
张翰加魏晨的颧骨
畏惧了
贪
贪
一个是 灵虚子，一个是 凌虚子， 第一个字不同，看了半天才反应过来。。。
唐三？？？
我靠，这是丈八蛇矛吗
这明显是石塔，哪是应战木塔
看影神图 虎先锋这里吃的是老鼠
刀哥
这剧情确实有股网文味儿
西游记原著是成了斗战胜佛才摘箍的
前面的是不是没看过西游记，盔甲是孙悟空在东海龙宫就拿到了，如意金箍棒，藕丝步云履，锁子黄金甲，凤翅紫金冠
大声呼大公鸡
“金池” 名字有深意
好朋友，一辈子，我的就是你的，甜蜜蜜
猴哥不仅看在眼里，甚至吹了下风
刚听声音，还以为熊大呢
太棒了
冤魂不算岁数吧
麻烦各位不要剧透
你听听这是人话？
卧槽 好刀
退款点
好想成为人类啊
好zian
既见蔚来，为何不buy！？
蔚来汽车
.
鲁智深
好机会
神级游戏，普通剧情
吃了我8颗猴头
影神图里有写这些
当你死过一遍后再打sans开头杀就像:
fw刀游戏里也是fw刀，整个黑风山最好打的boss，场景自带给你回血的小怪，连酒都不用喝
是大圣六根的一根
不懂，普通的袈裟不行吗，袈裟好坏贵贱俱是表面
又是一个无火的余灰
有传火那味了
放屁一样 六根是六欲？
永恩
鸡皮疙瘩
梅开二度
这个金蝉往草里飞就行，实机里有
天命人：广智！跟我重走西游！！广智：你不要过来呀！！
分灵体？
有人22号就4周目了。。。
刀哥你头上长草了
要这么多袈裟干嘛用
艹
老猴=任之
爆了
答辩结局答辩结局答辩结局
想你了熊大
天明人其实是紧箍
终是钱、权之欲
林教头，千万不要火并啊
佛像的眉毛动了！
孙悟空不是早就已经长生不老了吗？
是菩提祖师吧。
色声香味触法
但凡会淘宝购物又何至于此
@何广智
唐之后的五代十国因和尚是社会富人阶层被灭了几次被称灭法时代
无限刷
赤潮以前很喜欢玩，可惜了
这个剧情好厉害啊，我好喜欢。
