单风扇限定款
也就是说我家里那个LOL都玩不转的电脑还能卖400
6
硬盘80买新的了
店员
我要无忌
fsr迪画质，能玩是能玩，玩完眼也废了
经典同学
哈哈哈哈哈
去了电脑城，I7变奔腾
艹
5真！
哈哈哈哈哈
能玩造梦西游
千里迢迢
当那位同学看见了这个视频
笑死
6
如数家珍
我打宿傩？
单发照样飞
wcnb
还真玩不了，运行内存这点还真不够
省流：带不动
8g够个屁哦
nmd。。。...
老弟
BYDc4
c
byd
400块钱能上这个？？
儿
《黑悟空，神经》
…
…...
；
wc
BYD
BYD
BYD
卧槽我操卧槽我操卧槽我操
380
卧槽
老弟：玩呢
E5~~~...～～～
E5~~~...
上赛扬！
啊？
小皮
c4已安装
省流：高能c4
我勒个去，400块钱的主机promax电脑
民用炸弹
省流：400块内最强pc
牛逼，比我17年的本都好
石蜡包埋盒
散热器真贵啊，比CPU都贵
能玩就够牛逼了
居然还是1080p
阿弥陀佛 阿弥陀佛
黑神话720p应该能玩
够行了，一帧能玩二帧电竞
BYD比我玩的还流畅
跑黑吗喽去吧
《亿万小时》《寄本全新》
建议先让他玩apex，这样就不会怀疑是不是电脑配置太烂了
《基本全新》
别给孩子炸坏了
禁止私人组装c4
这还跑黑神话呢？跑黑吗喽还差不多
哪来的古董
鞋盒将就下
什么e5 这是i9级cpu（）
笑死 鬼信x79值100
？？？
游戏比主机贵系列
攻城炸弹人
冬天玩还能取暖，空调都省了。
悟空一棒子把机子干炸了
吧字说出来有点不太坚定啊
c4炸弹
黑出没都不一定能玩吧
破烂大王
先天中介圣体
这钢盆没绷住（笑死）
只比
[ohhhhhhhhh]
[ohhhhhhhh]
怎么着？你还想挣点儿呢？
以为是卖c4，结果是推销悟空
局促不安
a点已安放炸药包
我2g显存750ti全低画质能28帧
怎么滴？
嘿 man
E  !    5  !
哈哈
400冲网吧赠400直接通关
不锈钢盆还要15呢
三步之内必有解药
就会坑小孩
sm了这价格
奇蛋物语
4g降点画质应该够，我1080p全影视也就5.4
这个人是挂
666
真能跑？
我超
66666
直接去买一包冰雪莲
怎么滴？！
就一根8？
去网吧玩两天得了
内存8g还是显存8g
还有高手
祖安科技
端了一盆电脑
不锈钢机箱
肃然起敬
比华为笔记本跑的好多了
PPT
卧槽牛逼
《较大》
nb
电源：？
c4核心出装
剩下的18%丢大脸
玩不了黑神话可以玩黑曼巴
哈哈哈
这辈子有了
要拿就拿双杀
一帧能玩，两帧流畅，三帧电竞doge
《机盆》
c4在b点安放
风扇只转一边，看来黑神话还不能让它使出全力啊
你小子
懂了，选14年前的配件（Doge
超出预期了 游科可以
古董店
经常偶尔
赛博华佗开始抓药
一盆电脑
400块租给他玩一星期
最值钱的是显示器
笑尿了，偶尔掉帧……是幻灯片吧
新的还差不多
盲猜470
电表倒转
还差个显示器啊
？
年纪差不多，没有代沟
不上9090？
10后都14了...??
基本全新
我靠，和780m齐平了
等会 2010年的14了？？？？时间那么快？？
5帧
游戏快比电脑贵了
打把拳皇直接一脚踢爆
30帧 能玩 没问题啊
展示军火
朋友是你最亲近的人
上古的宝贝开卖了
和1050ti差不多
军用级主板
怎么的？同学可是你最亲最亲的人
还想能撑到明天？今天晚上都炸了
蚌埠住了
哟，是弟弟呀～～～～
同学是你最近最近滴人，我这必须一次性给你干报废啊！
比我的高
2010年代的
旧旧锌
咋滴？！你要卖你同学？！！！
送个鞋盒
可以了，开网吧吧！
黑吗喽悟空
c4准备中
昂，那就配个14块的叭
能来他这买机器的根本就不怕他炸，就怕他炸的不响
oppoA5电脑版
送兄弟一个崭新的鞋盒
对其颗粒度
《0.99新》
米奇妙妙屋
地上随便捡一个
还有显卡？？
没那必要还散热器呢，插根萝卜就能跑
那必然是女生自用九99新啊
笑死
给收破烂的他都说不如矿泉水瓶子
哈哈哈哈
加根内存条吧，看不下去了。
感谢byd汉化组
鲁大师在里面抽烟
您的c4正在装配中
卧槽
含泪赚300
有你麻痹
这不c4吗
刚哥牛逼
能跑黑曼巴
搞个纸盒子就行了，透气散热
硬盘 70？怎么不去强，京东都能买全新的了
8g能干啥
哈哈哈哈
按斤卖
笑死
玩个鬼
《够呛但问题不大》
指定玩不了
跑个鬼
4g玩条毛
基本全腥
久久芯
游戏比显卡贵系列
能玩，只能玩一次
搁老弟家里下上包了
？
能跑黑击吧：牢大
？
一个风扇照样用
？？？那还玩集贸黑神话
贵了
一盆主机
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
布什戈门！
这得整两根吧 小老弟少喝杯奶茶
牛逼
炸弹已经安放
怎么滴！
啊？
上750ti
可以玩抢先版
C4已安放
卧槽
装上电脑自己跑
400开网吧
老戏骨
我抽我自己？
《黑悟空:神话》
8g不得爆了
这不是测试工具嘛
老羊皮
大户爱！
《大荒囚天指》
看1080p的86版西游记都卡
刷怪笼
剧本
四舍五入 就是2020年的次新卡
8G够够的
苏联遗产内存条
模块化设计
咱家上下打点，自是要费些银子
人才
720p能玩
哈哈哈这不是盈通大地之神的贴纸吗
韭久新
够了，电竞标准
啊？
给猴哥卡成PPT了
？？？
6，抽到金了
v3！
B Y D 二 手 矿 卡
同学是你最亲最近的人
刷怪笼
我看你显卡怎么配，
上古时代的宝贝现在开卖了
十四年前的配置
人家压岁钱几十万。。。。
《国产剧情》
开720P应该能60
400块钱给老弟炸飞了
我家电脑2009年的
这不是新出的磁吸风扇吗
快进到5000小时基本全新固态
军 火 库
500买完游戏还剩两百
怎么滴
99新，工作时间10w+小时（
14岁是09年的（苦笑
电影级帧率
C4已安放
400不会还要包电脑吧？
仅供参考=能玩
同窗你也坑啊……
有头脑
年少有为
啊？
偶尔
这都能跑42
牛逼啊
省流：手捧雷
噔噔咚
1！5！
我2009今年16为啥
E5的V3V4系列就是X99的
军工级
赛博抓药X99
大乱炖
我才4万分
啊？
民用c4
一帧能玩
咦啊？！！
upup，我一准大学生，要买本了，可是看网上评价，拯救者溢价严重（但是品控和售后好），其他品牌性价比高（但是品控和售后很拉），up能推荐一下吗
女大学生自用一手99新
网吧也不让未成年进
bomb has plan
正在安装C4
怎么滴？
啊？
wc 真能跑？
同学是你最亲最近的人！
擦
c4组装中
没给钱
然后同学看到了视频
如果真能跑起来，那只能佩服黑神话悟空的兼容和老东西的实力了
588
回去转手卖给同学一千二
手捧雷啊
民用C4
这么长？（
盆不比机箱贵
仅供参考
5
战术核弹
铨鋅
5
小了
神装
图吧老哥养成记
不认识老式液晶屏？？？
买硬盘都不够
6
年少有为
我显卡是R9 200
不是哥们，你搁这组装民用c4呢？
末日CPU
现在你同学知道了
？？？
传奇限定老卡
G8
388用来买豪华版 剩下12块去充网吧
不是，真能跑啊
20%？
就说我那个8g玩个战魂铭人或者元气骑士都玩不了，破站都不怎么好刷
眨眼补帧
BYD大矿卡
完了同学要看到了
什么?！你要卖你同学?
服务费，正常
x79上两32没问题的
回头:同学不够啊差50这么回头你给25得了
没毛病
好卡
比我华为高
女生自用99新
《黑 武 空》
《黑悟空，神经》
鞋盒
《基本全新》
到时候俩个人拜个把子
手机都不止8G
5帧。。。。
10年老弟喜提12年CPU
《大马力后驱》
华虹大药房
这盆还是旧手机换的吧。
《18％》
高贵的蓝宝石
500块就能组颗炸弹 建议up这种人才送去俄乌前线
玩造梦西游吧
我配好卖我同学（有端
装好不会爆炸吧
能玩黑吉吉
盆比机箱贵
这老弟14岁年轻力壮的，眨眼补帧就OK了
还能赚点哈哈哈哈哈
黑马喽
367万，不错了4080s主机的水平，觉得能玩
还要掉十来帧，50帧还能玩这玩不了一点
神教
年纪大会照顾人
6
啊？这都能40帧
最少12G啊
这性能过剩了，给上个GTS450就行了
纯民用C4
470?
4790
对都14了
亏了，不锈钢盆比机箱贵
这辈子有了
呛，烟确实呛
99新矿卡
帧生成：开启
《假面骑士rz》
懂了，十四代酷睿处理器
省流：一盆电脑
哦呦
寄夯痊忄
军工级(doge)
黑悟空 就哈哈哈哈
哈哈哈哈笑死
一个翅膀照样飞！
我觉得可以上个690
眨眼补帧
值20
要卖同学8000
470？
《111545》
直接拿下OPPOA5
开始赚差价
抽烟预定
小老弟儿挺喜庆
玩家国度安排上
黑笑话，马喽
《一万多小时的基本全新》
同学是你最亲最近滴银啊老弟
400块钱买个PowerPoint啊
王之宝库
提取关键词
小gal
《买电脑送不锈钢脸盆》
1！5！
只能装win7了
都这个帧数了还关动态模糊吗
比我还高
寄锛铨锌
安抚机魂
炸弹已经安放
woc
二手主机
卧槽
这玩业只能拿去炼金
《显卡老祖都请出来了？》
全锌
炸弹是吧
懂了 好记性 英语词典
10块
军工级
dly可以
华尔街之狼
可以玩《红神话：毛毛》
？
i9级
这破电脑你卖同学？砸了！
基本入土
云电脑救一下
爆能器已安放
啊？
崭新出土
最低5帧正常的，我的3060s也是个位数
比我的轻薄本帧数高
《击败18%》
不代勾谁看？
"8G的话，你就只能跑个黑神话了,除此之外，任何东西都没办法接着运行"
five
可以玩《黑曼巴：妮莎》
这特么电源得配个500块的。
可以玩《黑曼巴：瓦妮莎
小点声~
去网吧呗
接杯矿泉水喝喝
10后
一个悟空就132g了吧
啊？
《百分之18》
热插拔
gt250
680
14年老弟喜提12年cpu
E5高达！！！！(WOTB)
8g能玩西游战记
返20个点，够狠
至强e5
玩玩西游战记吧
第三章直接暴毙
？
数码宝贝
好卡玩起来好卡
GF2
我家电脑内存还是ddr2……
《没问题》
没毛病
5祯是啥，5祯能玩啊朋友
祖传掉驱动
给大兄弟送个显示器
那18%的配置得多低
我超，一看就是聪明人
一个原神都一百G了
恭喜10年老弟，喜提12年c4
缺个显示器
大户爱！！
还有高手？
爆炸套餐启动
《卡威》
小老弟挺狠啊   20%抽成
光追打開阿
??
那不得羿龙4-970
海盜船
《出  生》
还送个盆
云电脑
好同学啊
打小就聪明
明白人
500赚利润？？？
遊戲要140GB
可以
还不如我手机跑的
还是贼船的，猛
废了
《5》
6666
？？？？？
《没问题》
18 ％
《没问题啊》
装得下吗？240G
跑吉吉国王差不多
奇拉比
360驱动大师直接解决，再下个nvidia直接畅玩
非常不错 水平较高
未成年人禁止打赏
我就用的580矿卡
小出生
大 盘 机
安排他去上学啊
70？哥们70能买1tb的硬盘了
加个落地扇吹着不就行了
莫非还有得赚？
730
上5080
还有36万分？？？还是太新了
我寻思卖我同学呢
电子华佗在线抓药
盆子比机箱还贵
奇拉比
400玩啥？扫雷啊？扫雷我都嫌卡！
《新手肝神卡》
哈哈哈哈哈哈
i3
玩那
“低人一等”
黑神话游戏优化测评
有前途
小场景排出连续剧
加热器
电竞帧数
都哥们dog
任务：崩死同学！
多少小时？
老演员了
红星炸弹笑死
C4选择中
经典蓝宝石
自己家装一条32g内存条也才20块钱
买得起游戏，可是没有电脑
到时候黑悟空没玩上跑分炸亖了
奥斯卡！
打游戏打着打着发现显卡掉了一个风扇
笑死我了
谁吐痰吐上面了
盆比机箱贵多了
什么硬盘70？
还是tm1080p？
我在想内风扇要是飞出去咋办，好家伙内置暗器版
装上去听个响
8G估计刷B站都够呛
野生的散热器（doge）
我操，是义父
昨天500的机器退回来了是吧
还是这块
顶级！
没关系的，只是仅供参考，参不参考它咱们说了算
还是这块
十四个
小老弟
400买个云电脑吧
14代我看合适
女大学生自用99新
5
很不错了 中国人能用上这样的电脑也值了
SATA盘？
十四岁前途无亮
能跑黑神金:吉吉
小孩太会了吧
老弱病残版
甚至2k
580
啊？
《基本全新》666
显卡有点小臭
我寻思卖我同学呢
1！5！
省流:老弟抱了一盆特产
云·黑神话悟空是吧
这个白给的都不要，还20块钱
C4已部署
经典触屏
我玩COD m一样
炸弹机啊
b站云通关没毛病
爱酱！
8G是怎么装上悟空的
黑神话最低配置都要580，，，
买游戏都要200多
怎么滴？！
［‘［＝－－；］］
4396
好幽默
怎么滴！？
390
云电脑
别装机箱了，还散热还省钱
电竞水准
奇拉比
能玩造梦西游
《黑神化悟空.抢先版》
他为啥没把电脑显示屏拿走？
之前觉得我笔记本核显垃圾，这样看能跑65帧的核显已经很强了
跑黑神话风扇都不带转的，太超值了哥
《小男孩》
尝逝一下
下蛋公鸡公鸡中的战斗机欧耶～
9600gt
大户爱哈哈哈哈哈哈哈
c4
《久久新》
发霉了
x79卖都卖不掉的玩意儿，h110才100
这能玩？
x79j
还有RGB？赚了
如数家珍
要是我就不要风扇了（
八核i9级cpu
这盆比机箱贵吧？
王の宝库
同学只买的起五百的电脑他都要抽一百，天生的资本家
5
不说送他吗
静电
R3090大了
冒烟没？
我累个过山车帧率
一帧能玩，两帧电竞
大两岁会照顾人（doge）
4核8线程的U吧，所以显示的8核
这风扇20便宜，居然还能亮灯
18%
？？
冒烟了？
1！5！
480p
"显卡 114,514（灵视）"
一
夺少？
这不得鲁大师，还直接官网。
爆破大师
10后
50？ 一个老毕登 一个小壁灯
跑黑曼巴牢大
E！5！
这你玩个奖杯的黑神话悟空
老中医抓药
电竞
啊？？？？？
400元，你买个电脑港区xgp凑合吧
年龄大会照顾人
西游释厄传 稳定120帧
那个风扇都没动啊哈哈哈
拼点缝
全低画质
极低极低30帧
别机箱壳了找个纸壳子俩分都多
小哥们没毛病
pdd专用 搭配军工级主板
俺寻思之力
哈哈哈～金牌业务员
服了
小壁灯挺坏
前面的说坑人的，你觉得400块上新的512可以吗？纯纯左脑缺失指令集，右脑缺失运行库
哈哈哈
114514的显卡(幻视)
真是图图和牛爷爷了
义 务
yes
装脚边那矿泉水塑料袋里边就是了 极致包裹感
给你同学组装了一台炸弹
怎么滴！
《清炒烙饼》
p106+e3
这个小屋里人才辈出
喜提2014年的电脑跟你一样大
怎么滴？！
睡觉补帧
啊？
怎么滴？！
130
放这么近是打算测试显示屏防爆吗
咋滴
长得有点像陈金
10000小时能让老弟从初二用到快高一了
让他去网吧吧
赛博抓药
省流：大盆机
1
买个悟空就赔本了
99耐久，久新沙场
8G能不能打开por .....hb都是个问题吧
官网最低显卡是580
能跑《黑曼巴·吗喽》
老坑的。
剑圣呀
？
106战术核显卡。
我轻薄本就十几帧
是要买游戏吗？
上面那个安东星人别走
《真好兄弟》
出门下雨
400块买个C4有问题吗？在国外人家都卖你一两万的
这还能1080p
直接去网吧，借个号，然后打三四十个小时，然后就会加预算了
《5》
一个系统一个黑神话就满了
啊？
超采样32，哈哈哈
我r7 370s也这样
地球散热
50块组装费
不锈钢盆！！！比机箱还贵！！！！
3帧电竞
洋垃圾搞起
装好了，我卖我同学。
建议去网吧
这海盗船的，哥们不识货啊
啊？哈哈哈哈哈哈
落地扇对着吹啊
别给老弟炸迷糊了
P 106. vga56.
580预定
580纯纯大矿卡
16g才行吧
真的亲民
实际预算是3000
五帧
啊？
99手，一成新
《a卡掉驱动》
8g爆内存
军工级
a卡呀难怪了
卖同学8000！
400块钱在网吧玩都能打通关了
怎么地？！
400块上几天网刚好能通关了
《王的宝库》
只用亿手
随机拾取
1000买了个全新1650还没有20万
第一代酷睿
《都割们》
300预算吧
i5 750
C4安装成功！
这特么不卡哭了啊
还能跑40来帧，画质看着也不差，不错了，不错了
泌阳的还不低
见鬼6700xt也就多7帧
配好了，我卖我同学
笑拉了
400建议网吧
神秘的妙妙工具
我没写阿 你去问问别人吧
哈哈哈，32缩水成8
去网吧
谁物理作业写了
好家伙你扣20％？
跑黑笑话
布什戈门
一个风扇也能用，别装机箱，买个美的小台扇对着吹比原装风扇风大
打架就4帧
专业
镁光
大好人啊
《初见不能肾虚！》
11万，我滴孩嘞
你这瓜皮子是金子做的还是瓜粒子是金子做的
固态
我滴妈
核心上边的风扇没了，显存上边的没问题
小初升
"i9级cpu,军工级主板！超大内存你值得拥有"
？
这不送个灭火器?(doge)
少儿频道
你小子
糊气的
90块钱华南x79pro ＋两条8g（物理坏一内存插槽），
能玩西游释厄传
这孩子 啥小奸商
八千
选个鞋盒
400块进黑网吧玩几天够通关了
老板再抽一百，300配置
我580最低2帧 坏了 还不如390
那必须是p106！
550
省流：搭了个盆
下意识看了一下头像
8g能玩黑神话吗，起码来个双通道吧
我还能800卖我同学捏
送他一个鞋盒
硬盘70？？？
8g可以玩4399
啊？
爱酱
不可能啊，车费给贪了，回不来了
还有测试???
生人坑一半熟人大满贯
这成绩不如5600g核显
建议砍一半60
一个黑神话200多就去了一半了
黑神话内存直接15G往上跑了
小老妹儿啊
666666
这个二手多少年了，还没消化完
至强
（炸弹已安放）
《神奇的牢卡》
模块化显卡
《黑悟空》
去网吧充个卡划算
清库存
上网吧
盲可硬不如啊热
有种老头退休了又被拽到一线的美
直接网吧重置，画面拉满就完事了
《险卡》
神奇的老卡=神卡
商业奇才
哈哈哈
地上长的
r9 可以
生意头脑，老弟，我看你不平凡
＞3帧，可以上电竞了
你在给他个内存不正好400了
黑奴风扇
哈哈哈
卧槽，这电源我用过……
都能送收钱属实黑心
说明不是无中生友，是真的有个大头朋友
长的像24
啊？？？
这不是硬要嘛
390了
会死的
等下就冒烟儿了
炸弹已安放
给同学送c4，以后作业别想抄了
也给老弟送走了
要几台？
必须fc版黑神话
这不纯炸弹吗？
cs
比我笔记本高67000分
我用的R9-390
《好卡》
等下冒烟儿了
byd你也没少挣
禁止倒卖文物
兄弟是你最亲最近的人，你怎么能转兄弟的钱
400包让配的
同学是你最亲最近的人
588
怎么滴？
怎么滴？
固态
X79，良心了
盆亏了
老虎机用的吧
我2010的，现在13
400买个游戏够了，电脑我这有，直接送我我帮你体验
炸彈以安放
一盆电脑
怎么滴？？？？？？你卖你同学？
老爸:赞助500，再送你房间独立电表，3元一度电，一本万利
？？？
涡轮卡是吧
咱不嫌弃
500包个主机壳回去吧。。
9090
別給兄弟炸死了
盆比机箱贵
我想知道他有没有屏幕呀？
哈哈哈
配好了卖我同学(doge)
在外面
小鸟壁纸（）
质保30天
我4080laptop也五十多帧
恭喜10年小伙喜提11年的电脑
盆不更贵？
笑死
黑心
开幕炸机
哈哈哈哈哈
空气风扇，运行自动升起
真狠抽同学20%利润
C4超高续航时间，10579小时
e3 加p 106 秒了
怎么滴
藏宝阁
牛的，直接抽了兩成
正在查看c4运作是否正常
扒寄能玩儿黑曼巴：OUT吗
超级科学怪人豪华高性能电脑
远程定时高爆c4，启动方式打开黑神话
40f？
这主机 玩黑神话一个攻击直接爆炸
黑wa弟弟
国产剧情
100就夠
还没我手机跑的分多
人  机远离十米，自动爆炸
牛逼
9380至少是93系的，值！
买wg版，玩云游戏。余下撸烤串
》久旧芯《      还是稀罕物
9.9新鞋盒
》久旧芯《
炸死同学
大户爱！
！！！！！
同辈的 还能年轻
rx560
靌赑
第一眼看成114514了
黄字逆天
嬉皮笑脸
帧生成：开启
装机费50，系统+清灰50
怎么滴
年幼的商人
真是同学
战损版
40祯？4 k！
海盗卡
还能跑36w？
硬盘小了，黑神话起码要有250G空闲空间才能装上
直接买啊
《点》
显卡风扇没转
疯牛病
跟我3050一样了
黑屏神话
好家伙，十四五年的?
云游戏啊
高端全机身水洗主板
开几家？
省流：赔了个盆
你和机器有一个能跑就行
c4已安放
孩子你记住，同学是你最亲近的人
这盆老演员了
机箱只会影响我的散热
安装炸药包不是奖励经济的吗？怎么扣400
网吧买会员卡，够王到通关了
电源老演员了，找都懒得找
8G十多块你玩个G8啊
10块钱的内存，咱不差钱，能再来一根吗，不然这也玩不了悟空啊
108/1g
400预算，268是游戏的，剩下才是机子的23333
这不得再加个内存条
小老弟你既然吱声了，那我也抽个100块（doge）
这么多？
内存都不如散热器值钱…
x99
萝卜
99h
毅武！
哈哈哈，盆值钱啊
黑心棉 悟能
比我家华为电脑强
他还得谢谢咱呢
不是…哥们你这垃圾堆里拼战车呢我靠
还能40帧
111545（警觉）
好好爱戴
蓝迪克
你是要配14块钱的电脑还是14年前的电脑
一帧能玩二帧流畅三帧电竞
？ 文化这一块子全是让你玩明白了
1！5！
坏了，分比我高
根服务器
怎么滴！你要卖你同学
太多了
赚了
《5》
独眼龙
不锈钢盆:没找到我也有这种高光时刻…
开了插帧只有40帧，就是根本不能玩嘛
我是万万没想到啊
跑分比我电脑还高
显示器没有配
《全新》
到时候再外挂一个风扇，妥妥的
无敌了
已经不能称之为矿卡了
50贵了
同学：现在我知道你小子赚夺少了
506
炸弹已经安放
瞎了一个眼睛
手调式民用房屋爆破类C4
虐妻一时爽追妻火葬场
民用手提盒式C4
孩子记住了，你同学是你最亲最近的人
