现在网上也好多耳听怒，哈哈哈
天界 佛界都有自私自利的人 没有绝对的啦
爆了
双倍速开始舒适
济公：做善事不求回报才是真善
佛都是自私的
+++++++++++++++++++++++++++++++++++++++++++++++
哈哈 正常啊 因为西游记里从来写的就不是神仙啊？西游记里的天庭影射的就是官场，行事做派都是官场那一套嘛
++++++++++++
新闻学里的真话说一半
这个佛头不是石质的吗？跟灵吉的头也不是一个材质的呀？
没有人会觉得自己是错的
不知道
越发佩服游科啦，文本也这么厉害
打了虫，才觉得不是灵吉真头，虫背上的明显是石质头像，线条也不一样
动了凡心的菩萨而已，哪能算坏的
复活石敢当后我直接把它打裂开了，比黄风大圣解决得更彻底
第二章开场就唱一朝鼠患凭空起
lgbt+
因为上面的大人需要他是个坏人
他头上但凡漏血条我直接一棒
没发现吗？佛头在谁身上，谁就黑化，这隐喻。。。
他才不可能承认自己做的恶
菩萨要收割信仰，这就是手段之一，没有什么本不应该
沙弼
睚眦必报
我草，一眼盗圣。。。scoot
笑死了有什么资格碰瓷法环，一个小马楼着你以为自己是大圣？
坏比是灵吉
揭谛揭谛，波罗揭谛，波罗僧揭谛，菩提萨摩诃
章末画卷老猴子会说“信什么不好，非要信妖” 刚好和灵吉交相呼应
然而西游记原著里满天佛神没几个好东西，你要是硬拿现实去套小说人设那就是偏了
红裤衩大圣
黄风大圣绝对是好的
现在的你还是原来的你吗
炼化耳听怒就能打败灵吉，让众生好起来
要想屠龙，要先成龙
这不是一个西方殖民的过程吗？哈哈哈
这里把西游记原剧情基本全改了
满城百姓 感激不尽
感觉这个游戏阴森森的
佛教也不是众生平等，不然谁给他们烧香叩拜
灵吉说头遗失，不是被割去，说明是个肉法器，随时拿下来蛊惑他人
灵吉说头遗失，不是被割去，说明是个肉法器，随时拿下来蛊惑他人
天命人打赢石敢当了
风灵月影启动
小心眼的佛
黄风大圣没死，死了就灰飞烟灭了
没有非黑即白
说金池的那段话别乱用，用在这里并不合适
“我们谁也逃不掉！”
我佛只渡有圆人，，不渡穷13
我来助你
前面的。印度也有大乘。中观派和瑜伽行派都是印度大臣
并不是，疯虎知道吃人是不对的，因为他就是嫉妒哥哥救人被奉为神。而且疯虎故事里写了，他自称没有要求吃人
全废话
取经为什么也要设置81难，其实菩萨不等于圣人，菩萨有各种方法来开悟众生，设置困难可能也是，命里都是定数
我来助你
这文案没看过西游记…
般若 bore
原来第二章这么有内涵，自己玩的时候没玩懂啊
敲锣打鼓平息，这属于主动降噪
好人不为无缘无故变成坏人，都是被逼的，现实中这样的例子数不胜数。
大悲咒跟着唱起来了
那玩家解放了石敢当不是干坏事了
"得一把抓住才行, 这样就可以顷刻炼化了"
解放大圣与世一贪
菩萨若有我相，人相，众生相，寿者相，即非菩萨
废话太多
灵吉怎么可能不认识黄风，都是有编制的。大概率都是如来亲信
漏瑚
金刚经已经说了，诸菩萨应无所著而布施
？
还不是游戏没给选择。不杀也没成就奖励新剧情呀
当你想成为英雄的那一刻起，你就不再是英雄了
中非友谊常存！
斯卡文腐蚀+100
佩恩带土
音爆了解一下
我悟了
无相布施
无他，道也
就跟九头狮子教导它的黄狮孙要与人类和睦相处，可人类老想整死黄狮孙！
有灾处有佛，无佛处无灾
其实降伏黄风大圣的是飞龙宝杖。。定风珠是借芭蕉扇的时候才有的
得罪了方丈还想走？
大开寒门的重要性
送鼓的是佛祖，并不一定是灵吉，更可能是如来
“诸菩萨摩诃萨应如是生清净心，不应住色生心，不应住声香味触法生心，应无所住而生其心。”
飞起来！
全在大英
飞！！！
“上德不德，是以有德”
“我烫头、纹身、玩摇滚，但是我是个好菩萨”
感觉这个头和灵吉不像，和石敢当那些佛头一样
游戏里说是用佛头炼化大圣根器 但是看来看去 大圣根器都没有影响人的能力 应该是反过来
我二三周目都没碰石母和石子，怪可怜的，石父没办法是不得不打
我也参与了呀
额有的佛本来也是妖怪啊
有文化就是好
假的
反正就是很魂味
入不了编，就受招安
黄风岭的罗森门
可是它自己也是鸟啊
但狗哥是真的爱你
唯物辩证法
冲刺！
会不会黄风大圣也是春秋笔法
专业点喊淬zhan火
修行
+
但行好事，莫问前程
可以改编成电影啊
这不跟金池长老一样一样吗？贪念
黄凤还挺好的呢
大圣对大圣
沙弼
500年不至于掉变动
灵吉悔的只是自己被砍了而已。
都不是好人
是根器让他这样吧，猴子死的时候交待牛别碰死后的东西
德克萨，八百里，曾是印第安富饶地……
如不安给黄风大王，那他岂不是白死了？/Doge
德克萨，八百里，曾是印第安富饶地……
德克萨，八百里，曾是印第安富饶地……
西游记的世界实际是世俗的，别引入太多佛教的精神
德克萨，八百里，曾是印第安富饶地……
魏征才是幕后之人是吧？
爆了
最后一期
是小孩
不是黄风怪的提议吧，就是国王自己颁布的
哎呀，讲游戏讲游戏
宁有种乎？
非编在努力也不是公务员
祁同伟
这是心经最后一句
这个读音是：bo re
可没了故人，又哪有故乡？
杀人放火金腰带，修桥补路无尸骸
疯虎经常吃人
黄风大圣也是大圣
出个dlc打这个菩萨
suopohe
bo re
祁同伟即视感
徐公子修行三大戒 不可妄拟己心为天心 不可欺夺他人之信 不得在世显圣自称神
斯哈里魔都
猴皮又开始拉踩了
土地就是石中人
耳听怒啊耳听怒，我是终于理解了
金刚经的道理，因无所住而生其心，还有菩萨如果认为自己是菩萨，则不是真菩萨
传奇奶嘴宫崎英高
你这里默认菩萨是好人了
我逃不掉，你也逃不掉！
吃菠萝了
屠龙者，终成龙
这不就是人吗，一体多面
"此為咒語,一切音聲皆是陀羅尼！是有能量！"
"此為咒語,一切音生皆是陀羅尼！是有能量！"
佛经是印度语的空耳
梭哈梭哈
现在也是这样，没有一官半职也就配低着头不吭气
与西方佛门有了因果再想断就难了
我之前不知道大虫是谁，后来才反应过来是灵吉坐骑
知道了 即便强如悟空不服神佛都得死 所以不折手段的变强吧
鼠哥帅!
哪有纯粹的
0帧起手就是爽
？那不饮鸩止渴，能盖过去的动静不是更大
道，人的信仰自由。佛，其实认真看一下。取经就是为了改变人的信仰。
我愿称之为编制
敲鼓是选本国人自己想出来的招数吧
黄凤岭疑似有点太城市化了
斯哈里，就是淬火时候发出的声音
揭谛 嘎弟吗？我一直都是背的嘎弟
封面活像卵子受惊图啊，所以纹身意思是奇迹
八boy里
开眼就是放大招了
当你想成为英雄的时候就已经失去作为英雄的资格了
耳
可以直接进去的
现在阿三很敬鼠
加速
闭上眼就是天黑，哪管他人间是非，。
透过现象看本质
这不是，希儿嘛？
刚装的头！接触不良！
朱元璋:阁下的话似是而非 我 不明白
佛也，妖也
下面是钢筋哈哈
德川纲吉 哈哈
被灵吉的头影响了
当上公务员了
凯多
是龙得盘着，是虎得卧着
但是狗哥炼九转还魂丹给我吃
头掉了也没咋啊没死啊
月影是啥
大漠旱海，沙浪滔天
拿了祭天剧本
好惨
我寻思那跟之前信佛的时候没啥区别啊就是换了个对象而已
就是这时候人鼠杂交才有的鼠灾
黄风跟黄眉不是一个怪
哈哈哈哈哈哈
全游戏唯一听到立马按e的背景音乐
鼠患“凭空”起
不应该震死更多
三王子就是小张太子啊
宰了他，宰了他！这是印度菩萨！
宰了他，宰了他！宰了他，宰了他！宰了他，宰了他！宰了他，宰了他！宰了他，宰了他！
我懂
这里还有一层，就是他们未必刻意隐瞒，只是习以为常，疯虎认为吃人正常，灵吉以万物为刍狗也正常
菠萝菠萝蜜/doge
吃人这个事，可信度不是很高
赑屃
也有可能古代地貌发生过变化。有大湖，比如青海/洱海
6
好一个热心家族见我就打
6
那是广智干的，关我天命人什么事
有一点，人类居住的地方肯定是找宜居的，所以太阳入海的巨声能杀死孩童，怎么可能还会在这建村建城
说二极管的你是一点都没看进去啊
我感觉应该是被灵吉影响了，毕竟他的做法几乎与灵吉无二
他完全没有意识到，自己越来越像曾经自己最讨厌的灵吉了
这就不影响你的统治了吗
耳听怒
如果这里一开始就会出现这种声音震死人，那为什么会有人在这里繁衍生息？形成国家
烂橘子就是烂橘子
偷换概念，这描述的是灵吉么
我不懂，这样一个地方怎么还有人能生存，还成了一个国
怼他！
确实 这种人也配是菩萨？
我想打他！
为了获取报酬而去做所谓的善事 别人一旦不回报就报复 我的评价不如黄眉
动了凡心，菩萨也要遭罪
坐忘道
这个是传统神话极西之地就是日落的地方，就是太阳落到海水里会有噪音。和佛祖无关
石敢dame
祁同伟
好嘛 成了祥林嫂 是吧
大圣自杀也是看透了这个本质，但他和黄风不同的是，大圣有能力改变
总结起来就是耳听怒
沙弼，茶？
←还在go
这个还真不需要，游戏无限蓝bug+立棍乾坤转，隐身冲刺可以冲过来
？
不太一样，黄风说这击鼓之法是百姓发明的
《封神榜》截教：我熟，妖怪玩不过人……
?
不要停下来啊！
拜码头
申公豹：人心中的成见是一座无法逾越的大山
非黑即白的世界只存在于孩童的想象之中
真理就是手中的大棒
他那句“我来助你”真的帅炸了
没讲明白，灵吉后悔的不是自己做了错事，而是自己做的错事做失败了
偷油的老鼠上高台，必是有人搭桥来
龙门飞甲
黑神话
为什么不是灵吉施压让黄风大圣无路可走只能拜师呢
一般菩萨都是半眯眼看人世间的，这玩意儿刚看就感觉不对劲，眼睛全闭着的
天龙人
地平说
灵吉灵吉和毗蓝婆两个都动了凡心，都出事了
因为灵吉本来就算是个野菩萨，本相是个鸟怪
耳听 怒
有所图的善也是善，但是所图不得又作恶那便是恶
666666666
哪有这么巧的事
剧情中唯一一个为了百姓的
估计是让黄风怪洗脑了
后悔只是悔恨自己没有得到全部圆满的结果
好一个过河拆桥啊
利益驱动的人
黄风大圣：卧槽，你说谁？你把谁绑来了？
阶级矛盾
孙悟空成佛了，还是妖，灵吉还是十分偏见
对立统一
兼听则明，这句话好像听谁说过
这个脖子横截面。。。
耳听怒，耳听为虚啊，接受了虚假的信息，把自身包起来
+
我感觉不是灵吉 是更高位的或者某种特定的宇宙规则 而灵吉从下界开始就已经沾染了规则或者说因果 比如四哈里国之前敬佛就是顺应了“佛”的规则 后来不礼佛了就遭到规则清算  而灵吉只是个做事的
找是一下找到了，甚至还感觉能和石碑互动，结果哥们不识字啊
闭目观音不救世，睁眼关公必饮血
因为疯了才觉得自己没问题
悟空才出道不也是妖
孩子和他父亲其实是伥鬼
广智干的
印证了第一章结尾观音菩萨的话
现在是菩提（祖师）宗
7000人。。
不愧是四大名著
全称读出来他们不会生气吧
所以有了一波 我是逆蝶的现场演唱会
摁杜
终于有人讲这个纹身了
宗教乱政也不少
论迹不论心
灵吉是因善生欲，因欲生恶
化身形，鼠疫并发症
黄风大圣说“师傅您睁眼看看啊”
我来助你！
谁说头一定是黄风偷袭砍的呢？菩萨也有可能放水故意留下自己的脑袋
哈里斯国。预测了哈里斯上台。
哈哈哈这话你说合适吗
臧否人物 春秋笔法
骗人的鬼话，骗人就好了，何必骗自己。
附身石头是为了让大圣无法复生（从石头里）
吃了没文化的亏了
bgm《灵山莫望求》
会不会是用根器炼佛头
若不入这宗门，又怎知一直开挂一直爽
偈语
妖就是妖！记住！非我族类其心必异！
稍微看过点侦探小说都知道除了旁白都不能全信吧，红蓝字真实啥的
没办法，这个世界观好真有佛管着的
灵吉菩萨头可能是他自己砍得，黄风大圣只是偷走了
妄想，分别，执着
功劳本来就是大圣的呀
但行善事莫问前程
又是这种没有好坏，没有善恶的老一套，
真的细
可不铲除我怎么拿变身
感觉整个佛教就是要一个带紧箍服从他们的新大圣
沙海 沙比
你可别搞了，红孩儿都成善财了，这已经是西游记之后了，这时候灵吉已经领了佛旨在黄风岭看守黄风怪了
罗生门
谁告诉你们斯哈哩国就是黄风岭的
我是第八代弟子
可是我要打全收集啊
菩萨心不应住色布施
没办法，吾欲行那杀人夺宝之事，非我之罪也（dog）
会不会灵山的菩萨都是这样的
西北重金属
抢信仰之力吗？
黄风岭，八百里，个各老鼠，架大狙！
灵吉也是社会人
那不是更大声了
片面的事实是事实吗？迟到的正义是正义吗？
范了大错可不能一句“悔以”就完事了
以前佛说的就是做善事。你信就信不信就拉倒。普度众生人人平等，可不会分什么三六九等。
他的意思就是说心地善良，就算作恶也没关系。你在做好事，但心不是好的没用。然后他又讲佛讲的一切都是好的，就是说佛在众生之上。有点种性那点味了，三六九等。
黄风也是这么想的，直到他看见大圣被围剿
领地是属于斯哈哩国的，石精最多就是占山为王的野怪
老登黄凤还不快快入劫，灵吉普萨如是说到（dog）
但我也没犯什么事就被石精一脉捶死啊！
灵吉不能考公
阶级遥不可及
纹身还进编制了
那问题来了，这种地方为啥能建国
甘宁那
我勒个苦来兮苦
狗哥唯一自始至终的好人好吧
万人观影！！！操勒！！！！
金刚经真的挺好的
耳听怒
根据CG，黄老爷只是被拍晕了，没有神形俱灭
这不就和现在的教材一样费解吗
无为而为是说给信徒们听的
什么企业家
大圣的六根解压包有毒
冯骥一回家发现老婆孩子都藏起来了还不给线索
抱着佛头的妖，都变坏了
佛本是道
天天好坏好坏的 ，都是二极管
《满城百姓 不胜感激》
啊，我刚看完毕导的视频开水不响啊
像极了领导
我之罪也
猴哥是仙石所孕的先天生灵啊不算妖吧
种姓制度
什么茶国
唐朝有一种职业叫美身。
我是原著党我先说下，百回本没有这么封建，妖仙是可以互相转化的
让子弹飞里的胡万
入得风月宗无敌天下~
沙就是海或大河造成的，不然没这么多沙
政哥
这个一定是事实！
加速
啥叫没犯事，我只是路过都打的我嗷嗷叫
可能疯虎觉得吃人是正常的事
又茶又沙弼
我TM就是腿脚不好！
神通中混有科学
黄风大圣不一定死了
佛爷要有KPI啊
鼓是佛祖给的，灵吉是为佛祖办事
善财难舍
所以剧情里有复活？
精卵结合
打不过，就得跪下！ 打不过，也不能跪下！
虎弟影神图没提吃人，可能是在他看来吃人再正常不过？
满城百姓，感激不尽
一个人做不到吧
你这西海有岸吗
有圣就有盗，有天地不公，就有腥风血雨
梅开二度
自导自演罢了
见诸相非相，即见如来
自己带走
但行善事，莫问前程。
五蕴的佛头也是
赞
你不打石母石子，它们也不会动你
拉什福德
23：39  13W人看这个？
我已经无法回头了
←偷二郎功法不是灵吉说的，是黄袍猪说的
拉什福德
las
被土地骗了
灵吉派去？！你这错的有点离谱了哇。
教权和王权的矛盾
佛门一贯套路，我洁白无瑕，罪孽全是你的
woc！我初见杀了，少玩五块钱的了
主动降噪
天王盖地虎，崂山开路虎
黄风大圣根本不认识天命人，他是和大王子一起打败的蝜蝂
看着是普通的佛头不是灵吉的头
就是菩萨派去的看黑熊精影神图
黑化了是吧
在他的提议下？
带土是吧
233
233
罗布泊？
让我想到了 罗生门。
魔不魔，正不正。天地自有……
黄风后知后觉知道坏了佛的好事
妙啊
这一套打的确实帅
感觉拿回头就变了一个人一样
接地接地，菠萝接地
厉害了
所以我一周目开完图鉴，后面就没再打石母石子了
肉佛头就是灵山丢下来制造灾祸的，先制造灾祸在出面平定从而收割信仰
他开启黄风大阵是为了闭关修炼
人欲便是天道
太心疼黄风大圣了
是忍者神龟
但是在黑神话里黄眉乃至佛祖也是这么理解的
不要执着，打不过就出修改器。
注意：花果山也长了这玩意
老广
确实是，用意很棒。
`
甩锅大王
黄风岭八百里，全是耗子架大狙
不如跟斗云mod
菩萨这一把也有点绩优主义了。
宗门弟子，我懂
这里面的角色都很立体。
挺好
up说出了我想说的！
佛祖：？？？？？？
可是石精一族他打我啊，我路过他就打我
所内斯内
那不更吵了
投币了 解读的很好
没有魔哪来的佛呢
三周目只打拦路的，小怪统统绕过
黄风大圣：怎么老师我。
黄风知道是灵吉在降灾了，想以离开来结束，奈何灵吉不会罢休
石敢当也是受害者
哈哈哈哈哈
搞得跟瘟疫公司一样。
因空见色色生灾，因慈生欲欲如海
狼人杀了
难道不是一窝
我没意见
老百姓以为结缔是神仙 其实不是
石头一家被你干了个干净。。
众生平等
都是站在各自的视角看到
斯哈哩国的虎先锋是老蝶
带土？
一朝鼠患出处
？你是谁
西海情歌？
判断原版洪荒小说的都知道，这是他们故意设的局。
如果世界开始就是这个样子，怎么会形成国家
我觉得看完孙悟空遭遇之后明白了认师父也没有用
是广智干的，关我什么事
透析
大师，我悟了
"风里传来的,都是求而不得的声音"
也许他也只是想变强，强到可以破解这个命运，做一个天明人
假面骑士甲斗
我玩这游戏就是逼养的全杀过去，然后看看风景！
这么细，我靠
骗人说话一定要九真一假，我们坐忘道都这样
悟空前三章对应的是佛教三毒，第一章对应贪，第二章对应灵吉菩萨的嗔，对应就是灭佛令让灵吉动了嗔怒。
国王一怒之下就怒了一下。
体制人常用说辞
润人瑟瑟发抖
不然为啥叫黑神话 就是这么黑 嘿嘿嘿
火焰山两个石头人隐神图就是两个视角的同一个故事
牛壁
小孩儿的灵魂把天命人引下疯虎的枯井，不也是为虎作伥吗。
耳听怒
怎么感觉从头到尾还是灵吉的错啊？
砍灵吉头难说有什么目的 背景故事里他更像是一个执行者
不好意思，小张太子的确是三王子，后开了小张太子影神录，说了他是三太子
游戏时只管找怪抡，躺平起来再抡……
我来助你
不是灵吉拍的 明显天庭策反五个和灵山有关的妖王
佛教的平等不是绝对的平等啊，绝对的平等才是绝对的不平等
我不到啊
主动降噪
这佛头就是灵山的手段 看黄风的反应 加上后面大石敢当的背景故事能看出来
众位仙家，快快落座罢
自己去看小张太子的诗，还搁这不是呢
以前师傅教的好
有阶级 就有斗争！！！！
说影神图不能信的太对了，火焰山两个换皮石头人的故事惊呆我了
黄风怪割下灵吉菩萨的头后彻底魔怔了
其实也没有草菅人命吧
娑婆诃
为妖仗义
公开就刑！
抑郁了。。
说到此。黄蜂大圣真的很可怜。。。。
啊？那个虐我千百遍的东北金渐层大圣只用了一棍？
不愧是印度
耳听怒啊
嗯，佛
王侯将相，宁有种乎
弼马温的弼
太阳淬火了
沙茶酱国
吉灵头被砍是没想到的，结尾说了，懂了歪心思菩萨也要吃亏
PS：这两年塔克拉玛干发大水了
不挣钱当什么县长？
玉帝还因为一次上供降旱灾呢
沙茶国
类似，当你想成为英雄这一身份的时候，其实你就已经失去资格了
他看到如孙悟空成佛也是被上层拿捏，自己一心修行又是为何
这就是耳听怒的本意!别偏听偏信
宝贝是没玩过多少RPG游戏吧，文本就是故事的基石，一般来说这种体量的图鉴和细节都是夸做得好，第一次见这种叫偷懒的。
犹如宋江，与朝廷永远是匪寇一样
印度却有老鼠神庙
带土是你吗
他已无救何必回头
佛人赠鼓这个过程国王没有经历过，黄风大圣降妖国王是亲身经历的，所以才这么敬重黄风
做到最强才有资格治定规则
是妖，你就得低佛一等..........
这不就是宋江诏安的戏码么？
虎先锋：大王你看我给你带了个好东西
人也吃猪吃牛  可是如果自己养的有感情的 就不会选择吃它 去吃别的一样
广智救我！！
热心市民黄先生
身为菩萨一点慈悲之心没有
哈哈哈哈讽刺讽刺
孙悟空都没活，黄风怎么能活？
黄风大圣，是先好再坏
太特么讽刺了
若我不打石精，世人又怎知我图鉴尽开，成就集全
这明显违背佛教的教义
什么弼？？
钢筋护栏都给你扫描进去了
这虫子好像就是执念里那只
jiasu !
我来助你！
没有魔哪来的佛呢
‘
游科牛逼！Up牛逼！
凭什么不能
我不做人辣
佛本是道
石精应该是石母的
耳听既怒，是非难分
这就不合理，那没佛教之前他们为何搬来这里？
游科高估了黑马楼的文化素养，我就只看了影神图
这里的小佛像远看像不像善恶两字
预告片里有森林
就是信教啊，从信佛改成信鼠，现在是信爱豆教
字幕错了，不是菠萝，是波罗
不用拜也可以
只有杀杀杀，杀光了就舒坦了
大圣的六根没有压制，副作用是极端的情绪吧
好！
阶级鸿沟
中国佛学本来就与道家有关联
生机勃勃 万物竞发
只是俗佛一个而已
这下摇身一变荷鲁斯了，什么时候扫射火车
是激波！激波
all money back my home..all money back my home
大圣根器迷惑人心，灵吉的头可以夺舍意志
你也是大圣啊
核弹爆炸
主动降噪技术
什么茶果？
所以这里缺一个主动降噪耳机的广子doge
虎弟长了老鼠的胡子
然而耳听怒和二郎功法都是二郎神亲自给的
孩子，非妇孺
"黄风岭,八百里,全是耗子架大狙"
耳听怒啊，真的很多时候都是片面之词
猴子一直复活 找你打 你也烦
二十八宿不也是妖物，有了正果位列仙班也不是不可能
感觉是道德经啊
这不是让自己重新变成光杆司令吗
大虫子背后的不是灵吉普萨吧
我来助你！
不杀完我成就完成不了
弼
不是真一半假一半，他们只是站在自己的角度上讲故事，没有真假
这头砍得好
除了我的戌狗好兄弟
耳听怒
佛教本身就阶级分明，自然没有平等可言
众生平等，但需要规则大家活的才更好，他那封建着呢
我来助你！
无相布施
罗老师：执法者逐渐丧失人性
降噪鼓
.
这只能说明菩萨也有鄙视链，不进步就落后了
故事传下来只剩美，嘻嘻，天下攘攘，皆为利来
这下不得不回去打石敢当了
大虫子：武松打的那种大虫
某种印度
带土？
鲨比 叉 国？？骂谁呢（doge）
这真的是艺术品··
兄弟们影神图全看过后感觉好通透
拿了佛的鼓，又不敬佛。哪有这种好事
前几章剧情真的绝！
齐天大圣可以逃掉
菩萨所作福德，不应贪着，是故说菩萨不受福德
全员坐忘道
gadi gadi，菠萝gadi，菠萝桑gadi，菩提萨泼he。
但行好事莫问前程
墙上也有第九品的内容。
人云亦云，沦为附庸
有没有可能是国王一家先被变了鼠才有的敬鼠令
我来助你
小动画结尾，灵吉说的那句话只可以看前半句。人也，兽也。佛也，妖也。
丢丢丢~~
胜天半子黄风大圣
大闹西天！！！
他不打我我会打他吗，他看见我就打啊！此子断不可留
好
开摆
太细了
黑神话背景里这六根就是悟空的缺点这里的悟空也不是什么了不起的英雄
那个受精卵的纹身应该是说灵吉菩萨不人不妖？
真理为叮
无惨：你叫我？（非黑即白）
b站撅醒人茶国
问题是天灾哪来的呢?不就是和莆田给你下病毒再偏你医药费一个套路么
比多兽
忽然觉得要把西游反过来看，八十一难的妖怪才是主角，四人反而是配角。
总结:不要二极管定义某人某事
二极管
"面对天灾,我们并非无能为力(速答)"
偈语jiyu
但是，若我不披上这袈裟，世人又怎知我尘缘已断金海尽干
电工必修
明明石头是打的我 所以我要全部铲除了
因为根器
丑陋的更容易和卑贱联系
有没有可能宗教本质上就是这样的
DLC
菠萝
召见五蕴皆空，如来到底来没来
我逃不过，你也逃不过！
百授凯多
纹身呢？
用阶级视角解构灵吉也别有一番风味
n
所以按游戏内的视角，猴子也是在不断的复活中，通过一次次考验的是吗？他的无限复活从游戏内的机制怎么解释呢？
申公豹
人不就是这样嘛，有多面性
臥槽 夏油傑
ds
沙弼
有点像美国？
总督：看我找了颗多美的星球移民！
呵呵    说的真的不是现在吗？
木场勇治
不是 他打我呀（
撕心！裂肺！
1.7w
杀光了就没有好人坏人之分了
我不道啊，都是广智干的
说不定他割佛头和炼化耳听怒是为了试试把鼠妖变回人呢
2
不忘初心！
我第一回看到灵吉菩萨的真身还以为是贾冰
不亏大圣之名
出身亦出身
