人生就仨字：那咋了
所以顾和萧到底是不是一个人演的啊，我分不清了
哈哈哈哈哈哈哈哈哈哈
好像秀才哈哈哈哈
终于有真菜了
哈哈哈哈哈哈哈
给赵管家乐的
只会男管女
好古早的梗
啊啊啊啊啊啊啊啊
情敌合作居然是因为嗑CP (不过要是让我跟情敌合作我会看到我cp结婚我也会立刻冲的 问就是我可以单身 请让我cp结婚
6666666
哈哈哈哈哈哈哈笑死我了
王妈小姐笑死我了
省流：那咋了
哈哈哈猜到了
这里我真的爆笑了哈哈哈哈
《倒反天罡》
《小奶狗》《事业有成》
对家cp试图发糖，我be like：
王妈瘦了好多
许管家这个抬头好可爱哈哈哈哈
娜娜为王妈着想！娜娜好！顾景琛出馊主意，顾景琛坏！
这又咋了
自我攻略形许管家
哈哈哈哈哈哈哈哈哈哈
？？？？？
确实是哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好直球！
CP装哎
他在帮她扇风哎
人秋雅结婚…
进主线剧情！
我以为娜娜的头发是抹布
他还是那么喜欢扣绩效
颠公殿婆の小曲
哈哈哈哈哈 我磕cp真是这样
哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
在中国不许开枪！！！
哈哈哈哈哈哈哈哈哈哈哈哈
那咋了。。笑死紧跟时事
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
许管家看着像30年的哈哈哈(不喜勿喷)
哈哈哈哈哈哈哈哈哈哈
顾娜孩子都有了，咋可能没进展
笑吐了
许管家好久不见
熟悉
唱跳歌手嘛
哈哈哈哈
啊！常规操作
妈啊这个bgm
哈哈哈哈
人生就仨字儿
《那咋了》
我讨厌你们所有人！！！！！
哈哈哈哈哈哈哈
啊啊啊啊啊
bgm：至上励合《棉花糖》
顾总号回来了（确信）
那咋了hhhhhhhhh
颠起来了
终于能吃上真菜了
哈哈哈哈哈哈
有真菜了！
哈哈哈哈我趣
哈哈哈哈哈哈哈哈哈哈哈哈
熟悉的感觉回来了
哈哈哈
真笑吧
这里赵管家的语气真的很像王妈！！！
哈哈哈
停停停停停停停
打破次元壁！
好弟啊 是奶奶吧
笑死了
许管家  命你速速入住友情公寓 记得你的文件夹
坐在马桶旁边
正片开始
开始了开始了开始了
换主角了，我嘞个头
他在给她扇风诶！
人秋雅结婚
倒反天罡
娇娇的鞋子没跟了
天才啊哈哈哈哈哈
卧槽，吓我一跳
对味了对味了
还挺配
哥你看着83年的啊
王妈实惨，笑死我了
哈哈哈哈哈哈神金
赵管家旁边那个长得有点像赵丽颖
哈哈哈哈哈
《王妈小姐》
1903年那就是皇上了（又接上了）
《美琪美雪》
我妈
啊啊啊啊啊啊啊
笑死我了王妈还瞪着许管家
哈哈哈哈哈哈
顾总这里看戏也嘎嘎帅的
赵管家演技越来越好了
我们伯贤的歌！
这个笑 笑死我了，不像演的是真的笑出声了
我妈够直
赵管家：你们俩偷吃不带着我
《 王 妈 小 姐 》
哈哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
《局部拥挤》
哈哈哈哈哈哈
哈哈哈哈哈
桌子前面的泥塑是你们几个亲手捏的吗
《那咋了那咋了》
《转瞬即逝》
古希腊传下来的
都能上桌吃饭了啊王妈
这一集只有许管家在搞笑
那咋了
哎呀，急死我了，他俩真的一点进展都没有
hhhhhhhhhh
这俩还真有点好嗑
许管家你有点不懂事了
《领导夹菜我转桌》
官方吐槽最为致命
这里会不会有关于许管家的伏笔啊
再也不是一起坐楼梯上啃牛排的人了！
限定短袖工作服
对味了
熟悉的味道终于回来了
《我就知道你喜欢我》
趙管家的演技進步了很多 ！
《我还没想好》《王妈 对不起》
哈哈哈哈哈哈哈哈哈哈哈
兄弟欸！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
看了半天弹幕，就没人发现王妈拿拖把拖桌子吗？
这次的菜不是道具了
《你当初就是这样把我骗到手的吗》
啊？哈哈哈哈哈哈哈哈
《你不行 你不用》
徐管家亲自上
哈哈哈哈哈哈哈哈哈哈哈小奶狗
王妈肯定是故意的！
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
吓我一跳
不讨厌我为啥不给我吃
啊？
好家伙，以为电话响了
Bgm林俊杰的always on line
1vs4
？？？？？？？？？？
03？！
这里顾总好帅
哈哈哈哈哈哈那咋了
许管家和王妈聊啥呢？
秋雅结婚的梗
哈哈哈哈哈哈哈你别说许管家越看越顺眼是真
终于有一顿不是模型的饭了！
真的颠啊啊啊
味儿对了
我服了
5小时前！！！！！！！我出息了！
那咋了
啊啊啊啊啊EXO的OST
可以转桌啊，换啥位置
为什么娇娇不愿意直接跟赵管家说要吃那个菜直接换？
那咋了
哈哈哈哈
有点无语，这也算笑点吗
顾总很久没这样笑过了
怎么感觉自从出了那个娇妻厉总夫人剧情就越来越难看了？
娇娇  俺宣你
啊啊啊娇娇好霸气
笑
对，这是《还在》
好深情啊！
额这剧情真就按头磕CP啊
王妈小姐
哈哈哈哈哈
那咋了笑死我了
额这集不好笑也不好磕
娇娇怎么变好看了？
居然上真菜了
喜欢王妈
啊啊啊啊啊啊啊啊啊啊啊
顾总助得一手好功呦
刚眯着
哈哈哈哈哈哈哈哈哈
许管家这么年轻？
哈哈哈哈哈哈哈哈哈
你俩先搞定自己的事吧！
？啊
？？？好尬
终于加人了呀
娇娇娜娜关系最好的一次
精神小伙
顾景琛你好会啊
娜娜台词越来越有力度了！
？这么直白感觉好尬
对味儿了，太对味儿了！
天才啊….
好多真菜啊！
我宣布，这集超常发挥
这回菜色有点好啊~
额不好磕，去厉总夫人那边磕吧
回来了 都回来了
顶级拱火
哈哈哈哈哈哈
？娜娜和顾总还有小贝的进展呢！
他信了哈哈哈哈
噗哈哈哈哈哈哈哈
感觉王妈瘦了诶
那咋了
啊啊啊啊啊终于给劳资问出来了
啊啊啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈！！！
有点精神啊
突然神金，笑死我了
谢谢娜娜！！！！
就是！！！劳资都急死了！！！
呦？
家里闹人了哈哈哈
啊啊啊啊啊啊更新啦！！！
笑死我了
许管家太好笑了哈哈哈
“那咋了”
笑死我了
对味了对味了
哈哈哈哈哈哈哈哈
卧槽赵管家演的真好啊
啊啊啊啊啊啊啊表白了
是棉花糖！
太好笑了这集
快更！！！！
这个情侣装绝了哈哈哈哈
啊啊啊啊啊啊啊啊啊啊EXOCBX！！！！
嗦螺丝？
不忘初心
赵管家hhhh
娜娜这是捏的啥？？
前方爆笑
哈哈哈哈哈哈哈
那咋了
官方认证好嗑哈哈哈哈
许王百年好合（bushi）
四小时4.6万点赞
啊？
四小时4.6点赞
哈哈哈，赵管家暗爽了
这是真笑场了吧哈哈哈哈哈
秀才
等了这么久终于等到你～
没意思
好看
那咋了哈哈哈哈哈哈
你也打破次元壁了？
哈哈哈哈哈哈哈哈服了
啊啊啊啊啊啊啊我不行了
4小时前！！！
陪葬一出口我be like：对了就是这个
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈wk
我赞成！
我靠，步步惊心丽
哈哈哈哈哈哈好磕
不是我02年，今年也才刚工作呢，赵管家居然才03
哈哈哈哈哈哈哈哈哈哈哈哈
我就知道结局是这样
那咋了，我这个劲又上来了
哈哈哈哈哈哈哈哈
你们不可以在一起
来了哈哈哈哈
求勤更
哈哈哈哈哈哈哈哈
太好了，还有第二季
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
全员助攻嘿嘿嘿（除了许管家）
实在绷不住了
许管家你
娇娇变美了
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
宁还记得这儿有个账号呢！终于想起来了密码啦！看王妈！看王妈！看王妈！
你03的啊，看不出
吓死了，以为是脱毛膏广告
哈哈
哈哈哈哈哈哈哈和哈哈哈哈哈哈哈哈哈哈哈哈哈或或或
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
零几？！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好帅啊啊啊啊赵管家冲冲冲
哈？？？哈哈哈哈哈哈
哎呀！！好甜
卧槽太牛逼了那咋了啊啊啊啊笑得我头痛
人秋雅结婚，你在这又唱又跳的
霸总会这样吗……
不像演的！！！啊啊啊啊啊啊啊！！！！
03年月入20万确实事业有成
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
吃磨牙棒呢是吧
许管家真的好敬业我哭死
皇桑：重生之我在霸總短劇裡當管家
王妈：不是上一季就让你们给我换一个大一点的房间吗(恼)
绿色青蛙张大嘴
？？？
还挺好看
前面的确实，这集要是没有许管家就没有笑点了哈哈哈
啊？03年的！！
笑死我了这一集只有许管家好笑哈哈哈
薄纱
哈哈
啊啊啊啊啊啊别这样
我嗑cp
赵管家冷脸好帅
啊啊啊啊啊啊啊啊啊啊啊
总裁の小曲
啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
如果我有这么一天，我希望凯源先亲一口
《那咋了》
皱着眉头看到现在突然释怀地笑了
父母爱情
03风评被害
省流：王媽憑實力單身
来了
啊啊啊啊啊啊啊啊啊
完了  背着赵管家偷吃   王妈不爱赵管家了
最早的一次
？？？？？
啊啊啊啊啊啊啊啊
要素察觉！
啊啊啊啊啊啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
03年?看着比我还老啊
哈哈哈
哈哈哈哈，许管家要自我攻略了
哈哈哈哈，大尴尬
哈哈哈哈
哈哈哈哈哈哈哈
03?！！
笑死
哈哈哈
光希不行
笑死了
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
王妈os:有厉群在前，我还能看上谁？
哈哈哈
父子装
小贝成在哪
看来第二季是真没故事可讲了
王妈瘦了好多啊
知道你们厉总线赚钱多不如一直拍厉总算了，其他系列到此为止也算善终，勉强拍来的东西只剩敷衍
还是许管家好笑
啊？
娇娇瘦了好多
没意思
经典场面，陪葬限时返场
刚刚
不是都出了历总和夫人系列了吗？
又来？
娇娇瘦了
既然那么喜欢厉总线何必勉强自己拍其他的系列呢，越拍越无趣
许管家：为什么我只有一个人，我CP呢？
绝对听成“我妈”！绝对！
全员助攻
许管家终于上桌了
《幽闭恐惧症》
这个家不能没有许管家
哈哈哈哈哈哈
我也觉得
烂梗......
我也要吗？
出音味来
啊啊啊啊啊啊啊
这集笑死我了
为了满足许管家下血本？他好爽
好久没扣绩效了
不喜欢打破第四面墙
又唱又跳哈哈哈哈哈哈哈
娇娇好好看呀
娇娇：雷王妈，磕历总历总夫人
哈哈哈哈哈哈哈哈这集好好看
赵管家真的是养成系演技和台词都有在进步诶！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我死之前be like
许管家活了可喜可贺
王妈和许管家说话
哇这个bgm 爱了爱了
开始发癫
哈哈哈哈哈哈哈
这个好看
笑死我了
哈哈哈哈哈
笑死我了
笑死我了
又来了哈哈哈哈
哈哈哈哈
哈哈哈哈
刚咪着
啊？
啊？
那咋了
这都能吵，笑死
啊？
这笑的很像笑场 哈哈哈哈哈
啊？
嗑cp的样子哈哈哈哈哈哈
这里哈哈哈哈哈哈 笑死我了
哈哈哈啊哈哈哈哈哈哈哈
更新
笑死我了
她不是王妈
王妈小姐？
哈哈哈啊哈哈
赵管家终于说出口了!!!!
许管家比我还小啊
赵管家最认真的一次
哈哈哈哈哈哈哈哈啊哈哈啊哈哈哈啊哈哈哈啊哈哈
草啊
啊哈哈哈哈
哈哈哈哈哈啊哈哈
许管家许管家
这集有点尬，不要王妈当主角
哎 想做女主就一开始大大方方弄呗
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈
是断了跟的红鞋
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
银框眼镜哎
这集笑点在许管家身上
许管家你也是神
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
你不用 笑死我了
哈哈哈哈哈哈哈一癫起来瞬间舒服了！果然还是喜欢原来的味道啊哈哈哈哈
王妈竟然没动手，让老许说完了？这不科学啊～哈哈哈哈
？反派还记得自己是反派吗
能不能别硬麦王赵，在这个系列负责吐槽不好吗
他们俩要开始不顾主题的癫了哈哈哈哈
王妈：本来就烦
刚眯着！
情侣装哈哈哈哈
《那咋了》
这下看懂了
错误的自我定位
hhhhhhhhhh
猜到了这个哈哈哈
？
哈哈哈哈哈哈哈哈哈
凤爪？想吃了，有推荐的吗？
《那咋了》
情侣装（）
哈哈哈哈哈哈哈
雀食
又rap又篮球的
那咋了
！！！靠
怎么着
哈哈哈哈哈
顾得拜是想搞武艺同款拿蛋糕吗
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈许管家
朋友们，这就是我磕cp的样子
哈哈哈哈哈哈哈哈哈哈
？
哈哈哈哈哈哈哈哈哈哈哈哈
许管家永远情商不在线哈哈哈哈
？？？
腋下护理广告位招租了
哈哈哈哈哈哈哈哈哈哈颠的来了
哇哦，马上要吃醋了！
《那咋了》
救命哈哈哈哈哈哈哈哈哈哈哈哈
靠笑死
哈哈哈哈哈哈哈哈哈
一开篇就是我爱的cp
03年吗？
标准结局
哈哈哈哈
哈哈哈哈哈哈哈
赵管家吃大醋
哈哈哈哈哈哈哈哈
后面擦玻璃的俩人在打情骂俏！
胡哈哈哈哈哈
这个声音不就是友情公寓的吸果冻吗
顾娜:般配！太般配了！
哈哈哈哈哈哈哈哈
有一说一这个颜色有点显黑哈哈哈
哈哈哈哈哈情侣装
那            咋             了
又来了！！！哈哈哈哈哈哈哈哈哈哈哈
重点:漂亮的，温柔的
哈哈哈哈哈哈哈哈哈哈哈哈哈
《那咋了》
3h！
哈哈哈哈，这是笑场吧
欣慰の笑容
王妈这个笑不像演的
笑死
哈哈哈哈哈哈哈哈哈哈哈
笑死
省流：喜欢你吗
真的好漂亮(关注点错误
全员演技都很在线  好评！！！
笑死
哈哈哈哈哈
6
直球！对方使出了直球！
广告位招租
许管家超绝自恋脑哈哈哈
所以下辈子成了欣答应和皇上是吧
皇上你老被嫌弃
他俩好像要摇起来了
连招警觉
许管家:她注意力在我身上，她一定是爱我！
那咋啦
啊？
这菜竟然可以吃
哈哈哈哈哈哈哈哈哈哈哈哈哈好真的cp粉
两小时前的
许管家你单身不是没有原因的(doge)
许管家的喜剧体质真的很强  做个动作表情都贼好笑
赵管家表面拒绝内心乐开了花
上真菜了
顾总笑场了
《你别让我吐好吗》
cp头子娇娇
赵管家越来越自然越来越帅了
来力（）
鉴定完毕，这是真顾总
别人转桌你们转人是吧（）
顾娜癫癫的很安心
终于正经吃菜了
天呐 一个王妈有两个保姆的体型那么大
我还以为这个蛋糕是真的
许管家单身狗稳定发挥
对味了
不好笑了
不应该是王妈跟赵管家结婚冲冲喜吗？
许管家 桃花来了快接住啊
精神
王妈喜欢她自己
后面赵管家是在给王妈扇风吗
終於是真的
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
娇娇瘦了诶
哇 许管家终于能上桌吃饭了
《小奶狗》
《03年》
BGM是我担，梦幻联动（
凭什么姐姐可以妹妹不可以
哈哈哈哈哈哈哈哈
抖上有广告 可能没给B站的钱所以这里删了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈爆笑了
笑死
哈哈哈哈哈哈哈哈哈
？？？許管家居然我和同年
王妈和许管家偷吃
16分钟前！
历群早就说过了，他喜欢王妈，只有王妈不知道
我就知道
哈哈哈哈哈哈
这笑根本不用演好吧哈哈哈哈哈哈哈
你瞅瞅你那个重音！
来了来了 就爱看娜娜和顾总发癫
哈哈哈哈
我服了
啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊，好帅！！
啊啊啊这好帅啊
刚眯着
哇，有真菜了
磕到了，赵管家竟然暗恋王妈
拉郎，哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哎哟终于吃上真的菜了
03？？？93吧
哈哈哈哈哈哈哈
吓我一跳
哈哈哈哈哈哈哈哈哈哈哈
此时屏幕前的观众
娇娇笑场了
王妈上桌就吃真饭了
哈哈哈哈哈
还得是许管家呀
顾总果然颠
《情侣装，工作服》
王妈死亡凝视
2小时前
？
？？
《漂亮的 温柔的》
？
王妈是不是恢复记忆了，这集感觉王妈一直有心事的样子，而且都没说方言，有古怪
许管家没点眼力
啊啊啊啊啊啊？？？？？
那咋了
《我跟王妈两个的事》
啊啊啊啊啊啊cbx的歌
《那咋了》
好颠啊
哈哈哈哈哈哈哈哈
文件夹里面的纸，一个字都没有哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
我靠終於有進展了嗎
怎么，全世界都逃不过嗑cp谈恋爱吗？无趣
许管家，大家都磕为什么你不磕
笑炸了
他甚至愿意亲最讨厌的王妈
这里赵管家在给王妈扇风吗
《小奶狗》
03？谁？啊？？？
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
又rap的
好像精神小伙哈哈哈
回归主线
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
顾总演技太好了我的天
哈哈哈哈哈哈哈
哈哈哈哈哈
领导夹菜你转桌
哈哈哈哈
吓我一跳
娜扎:???關我
娇娇好瘦
我就知道！偷吃！
哈哈哈哈果然娜娜景琛还是癫一点对味
太舒适了啊
哈哈哈哈哈哈哈
最爱的系列！！！！
说的好像你们有什么进展一样
妇唱夫随
许管家回来就
吃瓜群众已就位
?
终于有真菜了
幻视捉奸现场
更新了！！！
来劲儿了！！！
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
嗑cp的我be like：
哈哈哈哈哈哈哈
他们俩合葬？
哈哈哈哈哈哈哈哈哈哈
王妈当然是喜欢强子啦
挺好的，还是情侣装
哎呀有感觉啦
开始了     触发话题
哈哈哈哈哈哈哈
这个眼神！一下就入戏了
zaole
明明可以开个新系列大谈特谈但你却选择了炒冷饭炒半年
哈哈哈哈哈哈哈
王妈小姐哈哈哈哈哈哈哈哈哈哈哈哈好
为了你啊啊啊啊啊
娜娜是不是do脸还没恢复
啊啊啊啊啊啊啊啊
好奶啊！是弟弟吧！
顾总好像王妈和赵管家生的
第四集吧
？
那咋了
“无关风月～”
每日陪葬
我去，小许和我是同龄人
那咋了
啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死了
王妈瘦的衣服都小一号了
这集许管家上大分（我是说搞笑）
许管家好可爱
最后许管家王妈在一起就神作了2333
笑死我了
