撼山易，撼青丘军难！
寻猎的飞星，只会出现在最漫长的夜晚
飞霄不歪，玩到关服
这里bgm好好听
给飞霄大保底
希望飞霄不歪
说实话pv和以往的差距有点大
大捷！
大捷!
刃：你没有自己的台词吗？
大捷！
飞霄不歪，玩到关服！
不会十二道金牌召回飞霄吧
大捷
大捷！
飞霄不歪，玩到关服
抗日胜利79周年
掉眼泪了
大捷
飞霄不歪，玩到关服
在我看到那束光芒之前……捍卫银河之中的美，献给伊徳莉拉！
大捷！
飞霄不歪，玩到关服
西北望射天狼。
大捷！
云翳障空  卫蔽仙舟
飞霄不歪 玩到关服
大捷！
大捷
飞霄不歪，玩到关服
飞霄不歪玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
飛霄不歪，玩到關服
飛霄不歪，玩到關服
许愿飞霄
大捷！
许愿飞霄，出必还愿
飞宵不歪，玩到关服
这好像是m1加兰德呀
用什么遗器不用多说了吧
老公好俊啊
投共一念起，顿觉天地宽
大捷！大捷！大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
后面那个像符华
撼山易，撼岳家军难
大捷！
吾等前方，绝无敌手
大捷！
大捷！大捷！
帝弓仅以光矢宣其纶音
大捷！
飞宵不歪，玩到关服
许愿2+1飞霄
飞霄不歪，玩到关服！
大捷！
米哈游我要这个飞霄娃娃！
大捷！！！
DA
许愿2+1飞宵不歪！
云翳障空 卫蔽仙舟
飞霄不歪，肝到关服。。。
飞霄不歪，玩到关服
大捷
飞霄不歪，玩到关服
许愿2+1不歪
飞霄不歪，玩到关服
飞霄不歪，玩到官服
飞霄不歪，玩到关服！
大捷！
大捷！
飞宵不歪，玩到关服
飞霄不歪，玩到关服
这便是至高的帕瓦啊!
魈的既视感
大捷！
许愿飞霄
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
许愿飞霄2+1不歪
飞霄不歪玩到关服。
大捷!
大捷
许愿2+1飞霄
飞霄不歪，玩到关服！
大捷！
听到这段有点想kuku2
许愿飞霄，出必还愿！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
怎么不行，飞霄的反差萌很可爱啊
大捷！
大捷
好帅……
大捷！
飞霄不歪，玩到关服
大捷！
大捷
飞霄不歪玩 到关服
飞霄不歪，玩到关服
许愿飞霄不歪，出必还愿
许愿
飞霄不歪，玩到关服!
飞霄不歪，玩到关服
他说：你出金了
飞霄不歪，玩到关服
大捷  大捷   大捷
大捷！
飞霄不歪，玩到关服
大捷
大捷！大捷！大捷！
你的名字是？
飞霄不歪，玩到关服
大捷！
飞霄不歪！玩到关服！！！
匈奴未灭，何以为家
不愧是  大捷!
希望飞霄不歪
大捷！大捷！大捷！
云翳障空 卫蔽仙舟！
台词也太尬了……
飞宵不歪 玩到关服
飞霄不歪，玩到关服
审判眼（幻视）
许愿飞霄，玩到关服
飞霄不歪，玩到关服！！
大捷！
哈哈哈哈
？
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
大姐！
好看
飞霄不歪，玩到关服！
许愿01飞霄！
木大木大木大木大（误
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
英文cv立场有问题，被清了
一箭射下来一个巡海游侠
大捷!
直视我！呼雷！
大捷！
飞霄不歪，玩到关服
飞霄不歪玩到关服
看红月知强度
这拿旗有点像法兰西村姑
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
撼山易，撼我岳山难！
大捷！
大捷！
曾经天上有一个王国
飞霄不歪，玩到关服！
飞霄0＋1，玩到滚关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
大捷！
大捷！
大捷！
怎么感觉这个配音的质感怪怪的
大捷！
飞霄不歪，出必还愿
是pv一开始就射出来的箭耶
大捷！
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
大捷！
武神
大捷，大捷，大捷！
飞霄不歪，玩到关服！
许愿飞霄
w
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷
许愿飞霄不歪
大捷！
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服！
吾虽年幼，箭矢已锋！
大捷！
大捷！
飞我去星
许愿2+1飞霄！出！必还愿！！！！！！！！
飞霄不歪！玩到关服！
许愿飞宵！出必还愿！！！！！！！！！！！
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
大捷！大捷！大捷！
大捷！！！
匈奴未灭，何以家为
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷
大捷
大捷！
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
这里卡了一下
原来是岳飞
飞霄不歪，玩到关服
大捷！大捷！大捷！
必将大捷！
飞霄不歪，玩到关服！
驭空吧
弹幕呢
飞霄不歪，玩到关服
许愿飞霄！
飞霄不歪，玩到关服！！
太帅了
星怒
saber？
飞霄不歪，玩到关服
许愿飞霄，玩到关服
大捷！
飞霄不歪，玩到关服
北伐！
飞宵不歪，玩到关服
飞霄不歪，玩到关服
帅
大捷！
大捷！大捷！大捷！
飞霄不歪，玩到关服
飞霄！！！！！！！！！！！
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服！
许愿0+1飞霄，希望专武别歪
飞霄不歪，玩到关服
飞霄不歪，玩到关服！！！
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄姐姐0+1玩到关服！
飞宵不歪，玩到关服
匈奴未灭，何以家为？！
飞霄不歪，玩到关服！
召命之神弓
尬
大雷
飞霄不歪，玩到关服
飞霄不歪，玩到关服！！！
大捷！
十连双金
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
大捷！
我一直箭
飞霄不歪，玩到关服！
飞霄不歪，玩到关服！！！
飞霄不歪，玩到关服
大捷
飞霄不歪，玩到关服
大捷！
大捷！
注意发布时间！
流星一条
烈弓！
红旗卷起农奴戟！
风祥雨顺 谷果丰登 万姓四民 永安富乐
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
许愿飞霄
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪必还愿
飞宵不歪，玩到关服
飞霄不歪，玩到关服！
飞宵不歪，玩到关服
飞霄不歪，玩到关服
大捷！
大捷！
将军，您是否有个哥哥叫杀生丸
飞霄不歪，玩到关服
大捷！
大捷
飞霄不歪，玩到关服
大捷！
在此许愿，飞霄不歪
大捷！
帝弓曾以光矢宣其轮椅
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
大捷！大捷！大捷！
大捷！
飞霄不歪，玩到关服
大捷！大捷！
飞霄不歪，玩到关服
许愿2+1飞霄，玩到关服！
大捷！
飞霄不歪，玩到关服！
巡猎的飞星！
飞霄
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
大捷！！！！！
雌雄莫辨了
许愿0+1飞霄
大捷！
贼寇未灭，何以家为！
飞霄不歪玩到关服
大捷!
飞霄不歪，玩到关服！！
大捷！
大捷！
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
大捷！
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服！
帝弓仅以光矢宣其纶音
飞霄不歪，玩到关服
许愿飞霄1+1，出愿必还
飞霄不歪，玩到关服
许愿飞霄不歪
许愿0+1不歪
飞宵不歪，玩到关服
老子大保底！
但地上的稚子啊，不必惊惶，会有光矢到来，肃清邪恶的孽障
大捷！
saber
飞霄不歪，玩到关服
许愿飞霄不歪
云翳障空 卫蔽仙舟！
飞霄不歪，玩到关服
大捷！
帝弓彻虚断太清！
飞宵不歪
飞霄不歪玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
我勒个人为崩落啊
飞霄不歪，玩到关服
飛霄不歪 出必還願 玩到關服！
飞霄不歪，玩到关服
岳飞+霍去病
（）什么呢你～
飞霄不歪，玩到关服
飞霄不歪，玩到关服
帅啊
撼山易，难憾曜青！
飞霄不歪，玩到关服
大捷
飞霄不歪，玩到关服
飞霄提前金，玩到关服
大捷！
太帅了！！！
太帅了
鸡皮疙瘩！
mada mada
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
大捷！
大捷！
大捷！大捷！大捷！
玛雅达捷
飞宵不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
许愿飞霄
大捷！
飞霄不歪
小识
这是12+？
飞霄不歪，玩到关服
01飞霄10鸟00砂金，玩到关服
大捷！
飞霄不歪，玩到关服
大捷！
米哈游！我要飞霄的玩偶
大捷！
飞霄不歪，玩到关服
许愿1+0不歪
曲愿1+0不歪
许愿飞霄不歪
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄不歪，玩到关服！祝大家十连三金
大捷！
飞霄不歪，玩到关服
帅耶
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪 玩到关服
飞霄不歪
我为岚哥扛大旗【doge】
飞霄不歪，玩到关服！
绿卡的阿塔兰忒，算风属性吧。
飞霄不歪！玩到关服!!!
今日乃我中华抗战胜利之日
大捷！
他们是猎物，我们才是猎人
白狼出击！
飞霄不歪，玩到关服！
许愿不歪
云翳障空 卫蔽仙舟
大捷！
飞霄不歪，玩到关服
结尾标没有特效，要不要抽不用说了吧doge
飞霄不歪，玩到关服
大捷！
大捷！
大捷！
飞霄不歪，玩到关服
大捷！
热烈庆祝我们伟大的抗日战争胜利79周年！
这个应该不用科普吧，中国人都知道。原句：撼山易，撼岳家军难！
这是谁的夫人啊
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！大捷！大捷！！
飞霄不歪，玩到关服！
大捷！
大捷将军！
许愿飞霄，出必还愿
飞霄不歪，玩到关服
他说：单抽出奇迹！！！
飞霄不歪，玩到关服
撼山易，撼岳山 难
大捷！
什么贞德
为什么这里穿的骑手服
砂狼白子
飞霄不歪，玩到关服！
抽卡大捷
崩坏还在追着你
飞霄专武不歪，玩到关服！
飞霄不歪，玩到关服！
飞霄
飞霄不歪，玩到关服
飞霄不歪，玩到关服
中国人民抗战胜利万岁！
大姐
大捷
飞霄不歪，玩到关服
后面门神是飞霄画像啊
大捷！
大捷！
大捷！！
飞霄不歪，玩到关服
大捷！
可惜我还要为了明年的联动攒星穹
终焉琪宝
大捷！
上镜流
我是獵人 Yeager!
飞霄不歪，玩的关服
飞霄不歪，玩到官服
许愿飞霄2+1不歪，玩到关服！
飞霄不歪，玩到关服！
大捷！
大捷
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
巡猎的飞星
飞霄不歪，玩到关服
神似白狼
飞霄不歪，玩到关服
黑怒了
我什么能画出这样的画面啊！
飞霄不歪，玩到关服
打劫！（）
大捷
所以当初景元为什么没发现剧情强和实战强是多选
今天是抗战胜利79周年哦，这很大捷
大捷
飞霄不歪，玩到关服
大捷！
漫长而黑暗的夜晚，就由寻夜的光剑来照亮
巡猎推站起来了
震撼，太有感觉了
飞霄不歪，玩到关服
大捷！大捷！大捷！
飞霄不歪，玩到关服
力摧敌阵，如视天光破云!
月狂
大捷！
大捷！
飞霄歪，玩到关服
力不竭，战不止
大捷！
飞霄不歪，玩到关服！祝大家十连三金
匈奴未灭，何以家为也！
飞霄不歪，玩到关服！
撼山易，撼岳家军难！
飞霄不歪！
开崩落了
敌人还是朋友，选吧
玛雅飞霄大捷
发出仙舟人的声音：大捷！
大捷！
许愿
飞霄不歪，玩到关服！
飞霄不歪，玩到关服！
大捷！
666
666
大捷！
飞霄不歪，玩到关服
大捷！
大捷！
英配因为声优整活已经寄了（悲）
许愿飞霄，出必还愿
飞霄不歪，玩到关服
大捷！
大捷
飞霄不歪，玩到关服
云翳障空 卫蔽仙舟
啊这 曜青用步枪 罗浮用阵刀？
飞霄不歪，玩到关服！
大捷！
愿飞霄不歪！！
这一击贯穿星辰
飞霄不歪，玩到关服！
许愿飞霄不歪
星见雅？！！
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
飞霄0+1不歪，玩到关服！
飞霄不歪，玩到关服
大捷！
这里脚变成兽了！！！
老公你是我大姐！
我既是那无极的军魂
过河！过河！过河！！！
撼山易撼我岳山难
大雷
大捷！
大捷！
大捷！
你的名字
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷!
大捷！
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪玩到关服
许愿飞霄不歪
飞霄不歪，玩到关服！！！！
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
飞霄不歪，玩到关服！
飞霄不歪，玩到关服！
飞霄不歪，玩到关服！
大捷！
许愿飞霄不歪
飞霄不歪，玩到关服！
许愿飞霄0+1不歪，出必还愿
生死存灭，唯有鏊灭，永燃不殆
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
大捷！
许愿飞宵十连2+ 1，出必还愿！
你的名字是？
许愿飞霄
飞霄不歪，玩到关服
这是伪装成刀的枪啊
飞霄不歪，玩到关服
0加1够了
大捷！
飞霄不歪，玩到关服
长得怎么这么像刹那，连视角都相同
许愿飞霄不歪，玩到关服
大捷！ 大捷！ 大捷！
飞霄不歪，玩到关服
逐影猎人克洛琳德
飞霄不歪，玩到关服
圣痕:飞霄上·无怨、飞霄中·无悔、飞霄下·无敌
大捷！！
+
飞霄不歪，玩到关服
大捷！
飞霄：就你个头大是吧
她已闭上双眼
没有英配
飞霄不歪玩到明年
肘击将军
许愿飞霄不歪！！！！不歪氪648！！！！
飞霄不歪，玩到关服
大捷！
飞霄提前金，玩到关服
好奇问一下有没有英文版？
飞霄不歪，玩到关服
许愿飞霄2命，不歪玩到关服
大捷！
飞宵不歪，玩到关服
大捷！！！
撼山易，撼我岳山难
大捷!
飞霄不歪，玩到关服
飞霄不歪玩到官服
飞霄不歪，玩到关服
大捷
周泰
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服
许愿飞霄
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服
看到伊德利啦了（bushi
飞霄不歪，玩到关服！
飞霄不歪，玩到关服！
谁家蕾娜
隔壁旅行者又在抽卡了（bushi
飞霄不歪，玩到关服
飞霄不歪，玩到关服
BLACK★ROCK SHOOTER？
BLACK★ROCK   SHOOTER？
黑岩射手？！
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
好耶
气拔山兮力盖世
巡猎不休
飞宵不歪，玩到关服！
飞霄不歪，玩到关服
什么深红囚影
这么看着好像反派
飞霄不歪，玩到关服
2加1加知更鸟不歪玩到关服
大捷！
许愿飞霄0+1
飞霄不歪，玩到关服
前任将军
飞 霄不歪，玩到关服
飞霄不歪，玩到官服
最后这句话少了点气势？
封 狼 居 胥
飞霄不歪，玩到关服
飞霄不歪，玩到关服！！！！！
飞霄提前金，玩到关服
许愿飞霄！
大捷！
飞霄不歪，玩到关服！
飞宵不歪，玩到关服
飞宵不歪，玩到
许愿飞霄0+1，飞霄不歪，玩到关服
斜眼看人 稳辣！
大捷！
大捷！
有种卫青霍去病大破匈奴的感觉
专武不歪玩到关服
许愿飞霄，欧气满满
斜眼看人，版本神
飞霄不歪，玩到关服
飞霄不歪，玩到关服
会挽雕弓如满月，西北望，射天狼
大捷!!
匈奴未灭，何以家为
大捷！
大捷
大捷！
飞霄不歪，玩到关服
大捷！
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
贞德的大旗
弯弓射月，敌坠如雨
矢贯坚石，劲冠三军！
飞霄不歪，玩到关服
巡猎之锋镝
飞霄不歪，玩到关服！
许愿飞霄姐姐，出必还愿
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
许愿飞霄！
撼山易撼我岳山难
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
飞霄不歪，玩到关服！
飞霄不保底，玩到关服
宁撼山，撼山易，撼岳家军难。————清·洪亮吉《岳家军》
许愿飞霄0十1不歪！
大捷！
十连双金，玩到关服！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
许愿飞霄0+1，出比还愿！
鬼见条
飞霄不歪，玩到关服
立，，立雪？
飞霄不歪，玩到关服！
许愿飞霄不歪
大捷！
好帅，大捷！
飞霄提前出，玩到官服
大捷！
许愿飞霄2+1，出必氪到关服
飞霄不歪，玩到关服！
君の抽卡
大捷！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
飞霄欧了玩到关服！
飞霄不歪，玩到关服
许愿飞霄不歪
云翳障空，卫蔽仙舟！
许愿飞霄2+1
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
云翳障空，卫蔽仙舟！
大捷！
飞霄0+1不歪玩到关服！
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄太帅了！
飞霄别让我歪了，好吗？
许愿0+1飞霄不歪，出必回来投两个币
我要哭了
悍我岳山更易
许愿飞霄0+1
飞霄不歪，玩到关服
飞霄不歪，玩到关服
大捷！
许愿不歪
大捷
飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！飞霄不歪，玩到关服！
飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞霄不歪，玩到关服飞
许愿飞霄不歪！
飞霄不歪，玩到关服
许愿飞霄不歪
许愿飞霄角色和专属光锥小保底不歪，出必还愿
帝车超光所向捷！
飞霄出来吧
飞霄老婆
飞霄不歪 玩到关服！
飞霄2+1许愿
飞霄不歪，玩到关服
飞霄不歪，玩到关服！！！
无虑，无悔，无敌！
大捷！大捷！大捷！
许愿飞霄不歪
许愿2+1飞霄！！！
巡猎的飞星！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
许愿飞霄姐姐，出必还愿
奔狼的领主
飞霄不歪，玩到关服
撼岳山难
大捷
飞霄不歪，玩到关服
飞霄不歪，玩到关服
许愿三无将军，出必还愿
飞霄不歪，玩到关服
飞霄不歪，玩到关服
放箭，放箭
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄0+1不歪，玩到关服
飞霄不歪，玩到关服！
祝大家十连三金
别比比了（bushi
飞霄不歪，玩到关服
许愿飞霄不歪
我是来自m78星云的宇宙人
logo没变化 说明这个角色普普通通
飞霄不歪，玩到关服
看是你快，还是老夫的箭快
大姐！！！
就光是这军吼 这军势 就比隔壁那服务鸣朝不知道好多少倍！
大捷
大捷
飞霄不歪，玩到关服
说玩到关服的真像我前男友
岳飞既视感
飞霄不歪，玩到关服！祝大家十连三金
大捷！
撼山易，撼我岳山两剑气！
大捷！
倭寇没尽，何以退却?
哈哈哈终于找到个黑岩射手的了
大捷！
这里好像华
飞霄不歪
大喜！大喜！
飞霄不歪，玩到关服
许愿飞霄不歪，出必还愿
这是流莹
2+1飞霄不歪玩到关服
求你了米哈游，我这辈子没求过人，我生日当天能不能给我一只啊
飞霄不歪，玩到关服
-+
太帅了！
飞霄不歪，玩到关服
飞霄不歪，玩到关服
云翳障空，卫蔽仙舟！
撼山易，撼岳家军难
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
飞霄不歪，玩到关服
飞霄不歪，玩到关服！
大捷
飞霄双黄玩到关服
飞霄双黄玩到关服
飞霄双黄玩到关服
返祖
飞霄不歪，玩到关服
贯穿星辰
我嘞个六边形战士
大捷！
我部畅通无阻！畅通无阻！！
丧飞～！牛逼
大捷
飞霄不歪，玩到关服
直面恐惧吧！
流星一条~
许不了一点
信仰巡猎
飞霄不歪玩到关服！！！
捍卫银河的美
一个人的血，是不够偿还债务的
《帝弓仅以光矢宣其纶音》
记忆里的那道光
大威天龙
飞霄一出，玩到自己没了!
飞霄不歪，玩到关服
把恐惧分给卡夫卡
飞霄不歪玩到关服
飞霄不歪，玩到关服
飞霄不歪玩到关服
飞霄不歪，玩到关服
弓箭角公鸣，弦发鸟兽散！
许愿飞霄不歪
帅呆
飞霄不歪，玩到关服！！！
飞霄不歪，玩到关服！！！
部队呢？部队还能救一救
飞霄不歪，玩到关服
飞霄不歪，玩到关服
撼山易，难撼曜青
大捷
飞霄！
撼山易，撼我耀青难
飞霄不歪，玩到关服
飞霄不歪，玩到关服
单发步枪？
前面就是大雷
仙舟李世民
