我先来，鹰逃小口
今天不做饭 改玩cs了？
这也能转。毫无创作瓶颈
人才
一眼万年
？
第一眼还以为是tyloo的汉堡呢
up吃这个得表情神似小呆呆
看了眼头像不对啊我最近也没见过CS这大up呀
卖￥50一份，还吃不到
等会儿？谁的视频？
我还真没看到
鹰逃小嘴
可爱捏
我都不敢想象有多好吃！
啊，不是，这也能转
圆润了
不是，哥们
安抚汉堡情绪
苍蝇头好评
眼前一黑
呜呜呜呜我也要吃
等等这个头像
？？？？？？
把湿的弄干—>把干的弄湿—>把湿的弄干—>把干的弄湿
啊？？？？？
苍蝇头最可爱的一集
小鸡~
哈哈哈哈
上颚摧毁器
原来是炸鸡真没想到
我朝，又被他玩到了
下颌：今天的压力格外的大
下颚：不是哥们
n
哇！真的是你呀
吃了会不会上火
懂了些丝滑
我要再看一遍
啊？
看名字，啊喂
必有小灯指点
厉不厉害你坤哥
不可能不好吃
痞老板进入了直播间
狮子大开口
《㑑邑考》
草这个头套哈哈哈哈哈
这就是c+
砂狼白子？（无端联想）
哈哈哈
？
吃完记得喝凉茶
nb
《喷泉上的思考者》
苍蝇头
红豆泥是噶？
又新又好
？？？？
可爱捏
帮我也做一个，我饿了
吃得完嘛？给我一个
居然是csgo
悍匪拆包？
真抽象
眼睛已经开始痛了
i
@
哈哈哈哈哈哈哈  csgo也来了啊
汉堡｜奥尔良（崭新出厂）
我的蘑菇头看不到了
腻低了
限定皮肤
《热量爆炸》
换新的围裙了
我就不明白了，一个这么可爱的女孩子，怎么可以做出这么神金的事情(
今夕是何年
太抽象了
可爱捏
下巴脱臼煲
事已至此，先吃饭吧
裹上面包糠
观前提示：看up名字
还行
5D游戏啊
天才
T阵营胜利
回家吃红烧鸡翅咯！红烧鸡翅我最爱吃～
6
？
太搞了这一段
可是这个看起来真的很香啊
安抚食物情绪
隔壁小孩上班
来阿尔弗雷德先吃
o.0
哈哈哈哈哈哈
肉霸堡
？匪在拆炸弹？啊？
啊？  不敢想象 这得有多香
你干嘛 哎呦
啊忘了看名字
我都不敢想这土豆饼有多好吃！
可以吃了！炫我嘴里！
神金啊哈哈
250
哈哈哈
这里没绷住
神金
这很难不好吃啊
她怎么这么可爱
可爱捏
素的？不对啊鸡肉呢
可爱捏
笑死我了
？？？？？？？？？？？？？？？？？？？？？？
。。。忘记看名字了
鹰逃小嘴
嘶
好食！
我去老是没注意头像。。。
我突然想起怎么关注他了
？
我敢想象这有多好吃
厉不厉害你西西
难绷
想看切开的样子
可乐饼！
新皮肤
这样的老婆哪里找
上牙膛杀手
事已至此  先吃饭吧
沉浸式体验匪
好可爱胖胖的女孩子
凤凰战士拆雷？？？？
好吃，就是有点难吃
卧槽太油了
打残局坐在喷泉上也是没有谁了
这么转场？
十三香小汉堡
从未关注，从未错过
西西可爱涅嘿嘿嘿
答案揭晓
吓得我赶紧确认了一下名字
搞笑区up主
匪家拆包是吧
不是面包呢
可爱捏
250万粉丝合影
说匪徒的麻烦去买个游戏再来说这明明就是警 匪的刀就不是这样的
让我吃一口吧！我什么都会做的！！！
？居然是汉堡。
她转可
这给我干哪来了
工伤脸
热量炸弹
才发现是你
malaa
工伤神器
你管这个叫汉堡？？？
夏竹!是你！
最想吃的一集
热量爆炸
这粉丝数。都舍不得再点关注了
看哭了（唾液腺痛哭流涕）
蔡徐坤来啦
蔡徐坤来咯
哈哈哈哈
?这是什么赛道?
我把空气炸锅看成了防毒面罩，，
看表情（不好吃）
差点划走了
完了，又吃出工伤了（doge）
转瞬即逝
没有什么能够阻挡
哈哈哈哈
这就是传说中的肉堡
？？？
啊？
还在go
你永远不知道你的队友正在干什么
上牙膛毁灭者
这里没绷住
热量爆弹
这很合理
啊
up:粉丝数二百五  各位有什么头绪吗
碳水核弹
厉不厉害你坤哥
她转可
这就是飞机上说的鸡肉汉堡
坤：你干…………
《豪大大鸡排》
最蚌埠住的一次
我草，粉丝250
三口下去跟没吃一样，真樱桃小嘴啊
不是你匪家你拆什么包
不敢想象有多好吃
不敢想象多好吃
哈哈哈哈
坏了，忘记看头像了
怎么变成0粉丝了？
天才
非常美味的样子！！！！
队友：不是人呢？？？？？
可爱捏
6
完了，又忘记看头像了
成功把我逗笑了
感觉up好有意思，关注了
我，饿了
啊？？？原来是。。。
开幕雷击
今夕是何年
优秀碉堡的转场
反复观看～
原来是你
可爱捏
该看头像了
笑拥了
最合理的一集
给我吃口嘛 求求你了啊啊啊啊啊啊啊啊啊啊啊啊
记得喝凉茶！
？
要素察觉
@浑元 你有妹妹啦
啊？这也行
苍蝇头
上颚已经开始痛了
极限转场
《盲猜炸鸡》
走流程还是直接哭
坤坤：？？？？？？？？？？？？？
可爱捏
好了 你吃过了 该我吃了
没有广告耶
工伤
坏了忘看头像了
厉不厉害你坤哥
死神汉克
哈哈哈超级不流泪套装
智慧的眼神
碳水核弹
匪，拆弹？
永野一夏
坤百万合影！
哈哈哈哈哈哈哈
原来你也玩CSgo
能不能送到我嘴里
热量核弹
真·热量炸弹
啊？？？？？？
她转可
不是，匪徒怎么还拆上炸弹了
粉丝数250
啊？
哈哈哈哈哈哈哈哈哈
AUV，您吉祥（
什么凤凰战士
天才
前摇过长
不是？？？
哇 不得香死
别忘了加腌椰菜
哈哈哈哈哈哈哈哈哈哈
看懂了
啊？
都方了啊
已经上火，喉咙痛了
哈哈哈哈哈哈哈
这不得就两瓶凉茶下嘴？！
我的天，250万粉啦
怀念csgo
热量炸弹
下巴脱臼堡
炼狱老镇！
红烧鸡翅~我最爱吃
西西可以给我做一个吗 我都馋哭了T﹏T
可爱捏
打完回家吃红烧鸡翅喽~
碳水炸弹
“抱歉长官，刚刚没能认出您来。”
250万粉丝
250，万粉丝（doge）
没有汉堡的汉堡
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
人才
250万粉了！
为什么土匪拆弹？
250万粉合影
？
哈哈哈哈
这粉丝数挺吉利的
暂停看一下头像 哦 恍然大悟
赤饱辣
天才少女！
下颚脱臼的味道
天才！
越来越抽象了哈哈哈
卡哇伊内
挖去
哈哈哈哈哈
？
不好意思没看 id
不敢想象有多好吃
板烧鸡腿堡pro max
厉不厉害你几个
啊？
番茄，洋葱，湖中间，懂了，印度美食
我还在想炸弹怎么吃呢
硬币拿去 就喜欢看你越吃越胖
上颚毁灭者
血盆大口
这不得长3斤
