标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
《黑神话悟空》隐藏彩蛋，壁画竟暗藏加密文字！,美男子Ro,https://www.bilibili.com/video/BV1zn4y1f7Pe,189.2万,3288,游戏名：黑神话悟空,21.0万,2420,21.0万,4708,"['黑神话天命人来也', '游戏', '单机游戏', '游戏解说', '游戏杂谈', '单机游戏', 'STEAM', '黑神话悟空', '黑神话', '动作游戏', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-23 18:01:34
女主播6小时百死鏖战虎先锋，愣是把老虎熬死了,兔兔牙萝北,https://www.bilibili.com/video/BV1arW5e1E7D,203.6万,5706,每天爆肝直播黑神话中，直播间发红包！点关注不迷路！,20.4万,5.6万,20.4万,4768,"['黑神话天命人来也', '游戏', '单机游戏', '搞笑', '直播', '游戏实况', '悟空', '直播切片', '黑神话', '女主播', '动作游戏', '虎先锋', '《黑神话：悟空》8.20 直面天命']",2024-08-22 18:47:11
为了拍这组黑神话蜘蛛精cos，差点损失10w……,初夏未满-,https://www.bilibili.com/video/BV1d74y1278s,255.4万,877,-,25.3万,5.2万,25.3万,1.1万,"['黑神话游戏整活', '生活', '日常', '摄影', '黑神话悟空', 'Cosplay', '黑神话悟空蜘蛛精']",2024-08-23 12:12:11
黑神话·沈阳,浅澄月,https://www.bilibili.com/video/BV1SM4m1a7My,188.1万,1843,沈阳大街也有自己的黑神话（,12.6万,2.7万,12.6万,5.7万,"['黑神话被鬼畜了', '鬼畜', '鬼畜剧场', '搞笑', '鬼畜', '西游记', '孙悟空', '黑神话悟空', '黑神话', '刀哥', '虎哥', '沈阳大街', '鬼畜星探企划']",2024-08-23 14:37:28
究极无敌难狗生存!当你开局只有「3滴血」!!?丨MITE打破一切 第五期,马里奥红叔,https://www.bilibili.com/video/BV1G74y1m74L,99.7万,8123,"超级无敌难狗生存来了！！！
由于这个包难度很高！如果喜欢这个系列可以多多三连支持我们！点赞过15w加速摇人录制下一期！！！",15.6万,4.1万,15.6万,562,"['整点电子榨菜', '游戏', '单机游戏', '沙盒游戏', '生存', 'MC', '搞笑', '单机游戏', '我的世界', 'Minecraft', '沙雕', '生存挑战']",2024-08-24 08:00:00
最后的轻语,无敌灏克,https://www.bilibili.com/video/BV1WM4m1Y7fV,248.3万,1997,-,31.1万,4018,31.1万,3.7万,"['戏精整活大赏', '影视', '小剧场', '搞笑', '原创', '黑神话悟空', 'B站剧情创作人2.0']",2024-08-23 12:18:46
【星穹夏日联欢盛典】💫不要温柔地走进那个良夜 ✨Do not go gentle into that good night,鲜洋芋,https://www.bilibili.com/video/BV12U411m7AK,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
【黑神话悟空】错过即消失的妖怪/任务指南,拓海Sama,https://www.bilibili.com/video/BV1Jw4m1r7va,309.3万,3814,"感谢你的耐心观看，视频制作不易觉得不错恳请点赞投币支持一下~有关注的话就更好辣！
【关于本期】
是我90小时的多次踩坑中汇总出来的内容，视频发布前又重新核对了一遍，我确定目前任务与BOSS只有这些了。但各位仍需注意，第六章结束后游戏可能会弹出是否进行二周目，如果选择了是，那么将直接进入二周目存档中，无法撤回。这也是本期推荐UU存档管理器的原因，虽然是饭哈，但我真的觉得蛮好用，毕竟免费，大伙儿试试也没损失。最后如果各位在陆续游玩中又发现了一些错过会成为遗憾的道具、珍玩，可以发布在评论区中。你的遗憾将不在重现！",8.7万,3.9万,8.7万,2.3万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '孙悟空', '黑神话悟空', '动作游戏', '教程攻略', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-22 21:13:49
【星穹夏日联欢盛典】元宵小酌,DDDD竹子,https://www.bilibili.com/video/BV1DsWLeLEzQ,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
过分了噢,乔伯伯英语,https://www.bilibili.com/video/BV1v4421o7N3,111.0万,236,这位同学，你这样有点过分了,33.0万,1139,33.0万,447,"['英语四六级成绩', '知识', '校园学习']",2024-08-24 18:00:00
2根牛排1斤多，就问你能炫几根？,绵羊料理,https://www.bilibili.com/video/BV1jW421X71P,161.8万,3876,大口吃肉最爽的一次！！,14.5万,3.0万,14.5万,4032,"['bilibili食界杯', '美食', '美食制作', '日常', '生活', '搞笑', '吃货', 'vlog', '广州', '探店']",2024-08-24 17:46:28
把柠檬切开埋进土里会发生什么？想不到柠檬树这么好种植！,种植记,https://www.bilibili.com/video/BV18w4m1k7rV,671.2万,2827,千万别把柠檬切开埋在土里，不然他就会...,33.8万,8710,33.8万,4002,"['三农繁星计划', '生活', '三农', '生活', '柠檬', '扦插', '三农', '记录', '盆栽', '分享', '高压繁殖', '种植小技巧', '三农繁星计划19.0 暑期回村奇遇记']",2024-08-21 20:30:00
一棍干碎虎先锋猴头梦,夜的第七章cy,https://www.bilibili.com/video/BV1mpWoeoEd3,203.6万,1212,-,28.5万,2482,28.5万,2.6万,"['游戏', '单机游戏', '猴哥']",2024-08-24 13:31:20
我的婚礼花了10年时间和19块钱。。。,nya酱的一生,https://www.bilibili.com/video/BV114421f7J3,79.1万,4891,Not Found,9.8万,10.4万,9.8万,1.2万,"['人生只是活这一个瞬间', '生活', '日常', '情侣', '婚礼', '北欧', '浪漫', '生活记录', '爱情', 'vlog', '夫妻', '婚姻', '生活万花筒13.0——让生活，动起来']",2024-08-23 16:39:16
黑神话悟空 第三期,鲤鱼Ace,https://www.bilibili.com/video/BV1S2421Z7rb,234.8万,3.4万,"黑神话悟空 第三期
本期BOSS:
沙国王，沙二郎，沙大朗，石先锋",6.5万,2.8万,6.5万,768,"['黑神话天命人来也', '游戏', '单机游戏', '孙悟空', '搞笑', '黑神话悟空', '鲤鱼', '《黑神话：悟空》8.20 直面天命']",2024-08-23 16:44:02
妖魔助人 神佛灭世？！《黑神话：悟空》第二章究竟讲了什么故事？！（P2 风起黄昏）,虾堡的游戏人格,https://www.bilibili.com/video/BV1hS421971w,213.7万,8842,"游戏名：《黑神话：悟空》
第二章的剧情解析讲解来啦！
久等了久等了久等了久等了久等了久等了
肝死我了家人们！求求给个三连关注吧！三连越多更新越快哦！",9.7万,3.2万,9.7万,7835,"['黑神话天命人来也', '游戏', '单机游戏', '单机游戏', 'STEAM', '剧情', '游戏', '黑神话悟空', '黑神话', '电竞本推荐', '游戏本', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-23 11:33:07
“中 美 合 拍”,枫泽雨畔,https://www.bilibili.com/video/BV1CE4m1979G,115.1万,672,不得不说玩第二章的时候确实听着摇头晃脑的。经过日日夜夜目前也才打到百目魔君，这游戏很上头啊,12.4万,2.9万,12.4万,2.5万,"['动画', '综合', '搞笑', '童年', '游戏', '猫和老鼠', '黑神话悟空', '黑神话', '秦腔']",2024-08-24 12:00:00
【黑神话：悟空】4K 最高画质 全收集 全结局 全剧情流程通关攻略 西游背景动作角色扮演游戏 首款国产3A大作【完结】,11的游戏世界,https://www.bilibili.com/video/BV1AE4m1d7XT,838.0万,10.2万,游戏名：《黑神话：悟空》 是一款以中国神话为背景的动作角色扮演游戏。你将扮演一位“天命人”，为了探寻昔日传说的真相，踏上一条充满危险与惊奇的西游之路。,25.9万,18.8万,25.9万,7.0万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '主机游戏', 'ARPG', '西游记', '孙悟空', '国产游戏', '黑神话悟空', '黑神话', '动作游戏', '游戏科学']",2024-08-20 10:56:03
由神作科幻小说改编，狂砸数亿，又被刘慈欣盛赞的电影，口碑却是两极分化,大酱电影,https://www.bilibili.com/video/BV1kf421i7vP,579.9万,1068,《安德的游戏》,3.7万,1890,3.7万,72,"['人人都能聊影视', '影视', '影视杂谈', '电影解说', '刘慈欣', '科幻', '安德的游戏', '人人都能聊影视3.0']",2024-08-23 17:30:55
火了,小砍丶,https://www.bilibili.com/video/BV1FH4y1F7Es,113.9万,1.1万,"游戏规则：
一共26张道具牌 13张再来一次牌
谁的卡先翻完谁就输
一共有三种卡牌
再来一次（重新在翻一张卡
普通卡牌（没有效果
道具卡牌（获得道具
---------------------------------------
道具卡牌：
撬棍（顺手牵羊 拿走对方的道具
灭火器（刷新一张翻开的卡牌
望远镜（偷看一张卡牌
斧头（消灭一张卡牌
油桶（烧掉对方一张卡牌
感谢点开这个视频，看完觉得不错的话就点个赞！
投币分享收藏这个视频可以让更多观众看到我！",11.4万,3.8万,11.4万,1159,"['推荐宝藏游戏', '游戏', '单机游戏', '恐怖', '搞笑', '奇葩', '猎奇', 'Arsonate', '沙雕', '挑战', '卡牌游戏', '小砍']",2024-08-25 12:00:00
职业假笑猫,老猫在冲浪,https://www.bilibili.com/video/BV1GYWHePEWu,264.2万,2635,-,36.0万,2.3万,36.0万,11.1万,"['动物圈', '喵星人', '猫猫', '高能', '搞笑', '喵星人', '银渐层', '必剪创作']",2024-08-20 12:28:49
「原神☆FES」2024回顾视频,原神,https://www.bilibili.com/video/BV15H4y1F7dn,160.0万,4234,「原神☆FES」活动结束，感谢每一位关注及支持本次活动的旅行者！,13.1万,2.0万,13.1万,2697,"['原神FES', '游戏', '手机游戏', '米哈游', 'miHoYo', '原神']",2024-08-23 18:00:00
不管干什么总坚持不下去？试试这个,西一昂叨叨版,https://www.bilibili.com/video/BV13E4m1d7ih,283.7万,820,Not Found,18.1万,4754,18.1万,2346,"['搞笑新星训练营', '生活', '搞笑', '生活记录', '学习', '成长', '努力', '搞笑新星训练营2024 3.0']",2024-08-23 22:00:00
全国第1人，全盲玩家靠听声辨位打过黑神话第1个boss,诺子喵呜,https://www.bilibili.com/video/BV1vz421i7mM,433.0万,6008,"一般晚上9点半到10点之间开播，今晚继续挑战黑神话，希望有条件的可以上船支持一下非常感谢！

本人视力是全盲，微弱光感，看电脑屏幕肯定是看不见任何影子的，而且在这种高节奏速度下看影子也没啥用啊哈哈
能够借助无障碍读屏使用电脑和手机，包括发评论和浏览大家的回复，但是支持无障碍的游戏是非常少的，更别说3A
黑神话【并不支持无障碍】一开始我也只是和大多数人对我的想法那样，抱着听听CG刘辟的音乐就算了去下的游戏

不知道还有没有老粉丝记得，我曾经许下一个愿望，我好希望所有主播都在播热门游戏的时候我也能够享受在其中
能够打过第一个BOSS对我来说真的是非常非常出乎意料的结果，或许我很快就会在第二个BOSS卡关，但是没关系，至少我享受过了超出想象的游戏进度

也非常感谢直播间的大家发弹幕引导我找路，希望大家也能在黑神话中游戏愉快",57.5万,27.9万,57.5万,5.1万,"['黑神话天命人来也', '动画', '综合', '孙悟空', 'BOSS', '直播录像', '黑神话悟空', '牯护院', '玩家', '盲人', '首杀']",2024-08-21 17:03:12
寄生100天P1 开局成为寄生母体 被逆天人类战士爆杀,林凡Gg,https://www.bilibili.com/video/BV1kE421F7aE,236.8万,6530,"新系列正式开始！在这个整合包里，我和另外三名伙伴成为了寄生母体，还有四个玩家选择了人类阵营，我们的目的是消灭所有人类，并且把世界感染到10级！而他们需要打赢世界净化之战，彻底除掉寄生虫！最终谁会赢呢？
整合包原作者：",7.7万,2.0万,7.7万,594,"['万物皆可游戏', '游戏', '单机游戏', '游戏实况', '实况解说', '我的世界', '寄生虫', '生存', '沙盒游戏', '惊变100天', '畸变100天', '寄生100天']",2024-08-23 00:18:40
黑神话序章＋黑风山剧情解说：若无袈裟，众生又怎知我尘缘已断，金海尽干,阵左阵左,https://www.bilibili.com/video/BV1aHWSeLEqE,197.7万,774,Not Found,10.3万,2504,10.3万,698,"['黑神话天命人来也', '游戏', '单机游戏', '黑神话悟空', '《黑神话：悟空》8.20 直面天命']",2024-08-23 19:42:30
【黑神话】16套装哪套最帅？,骷髅没拉裤链,https://www.bilibili.com/video/BV1yQWGeFEyr,165.4万,2418,黑神话-十六套装演示,21.1万,3179,21.1万,3073,"['黑神话天命人来也', '游戏', '单机游戏', 'BGM', '高能', '游戏杂谈', '黑神话', '游戏攻略', '动作游戏', '套装', '游戏精彩片段', '《黑神话：悟空》8.20 直面天命']",2024-08-22 16:29:27
网络上的梗，放到现实中就不好玩了,奇拉比-火影型男,https://www.bilibili.com/video/BV1d2421Z7QQ,152.3万,1444,-,20.3万,5616,20.3万,2832,"['生活', '搞笑', '男模', '型男']",2024-08-23 20:00:15
《粉丝见面会》,搞笑曲同学,https://www.bilibili.com/video/BV1hmWDejEsL,264.0万,1150,Not Found,27.0万,902,27.0万,2343,"['在整一种很新的活', '生活', '搞笑', '情感', '秀恩爱', '搞笑', '幽默', '情侣', '高甜', '朋友', '段子', '搞笑情侣', '搞笑新星训练营2024 3.0']",2024-08-23 16:38:41
真人手法VS游戏特效！挑战全网最还原的林尼魔术秀！,一颗咕咕星,https://www.bilibili.com/video/BV1rU411m7RC,53.0万,3369,"本期Flag：
投币过20w，把怪盗基德的同款专属牌印出来！
收藏过5w，把林尼的所有魔术和花切都拍成教学！
 
一些没有在视频里说，但是依然想分享给各位的事情：
1.这期视频的工程量不一定是最大的，但绝对是筹备起来最难的。
2.虽然以前也立过还原怪盗基德的Flag，但没有打算印牌，这次如果投币能过20w，就把牌一模一样地印出来。
3.因为准备拍牌雨的时候担心牌不够，其实我找工厂印了两次林尼牌（虽然最后发现可以不用那么多T.T），多出来的牌我会拿出一部分送给大家，敬请期待！
4.拍完Cos类型的视频，对这项工作的辛苦有了更直观的认识，真的很佩服各位Coser！我在这方面是纯新手，所以无论是妆造，还是拍摄条件等等，都有不尽如人意的地方，不足之处还请大家多多包容（Cos比花切难多了呜呜）~
5.感谢鹿鹿的友情客串，感谢乔治君在牌雨拍摄中的帮助，感谢Ve唯一在后期上的协助，感谢Coser小烨清在Cos方面的指导，感谢大家！！

最后，再次跪求一波一键三连呀！！这对我真的非常重要！！！",9.9万,10.4万,9.9万,2299,"['原神4.8游戏攻略', '知识', '野生技能协会', '花切', '自制', '魔术', 'cos', '林尼', '琳妮特', '还原', '原神', '咕咕星', '原神UP主激励计划4.8']",2024-08-24 16:30:00
这人也太虚了，箱子都提不动,小汤师傅爱跳舞,https://www.bilibili.com/video/BV14E4m197Zk,157.8万,371,-,29.0万,4297,29.0万,1489,"['舞蹈', '街舞', '肢体默剧', '默剧']",2024-08-22 18:16:19
校园80？不好意思，进去吧你,圆桌动漫,https://www.bilibili.com/video/BV1h1421x7Gq,248.2万,1951,Not Found,4.6万,1.3万,4.6万,322,"['动画', '同人·手书', '搞笑', '圆桌宇宙']",2024-08-23 18:07:44
“网红狠活零食”大挑战！告诉俺娘，俺不是孬种！,穿毛裤的小拉泽,https://www.bilibili.com/video/BV1JW421X7Ei,251.6万,9327,美食测评千人千味，口味仅代表我个人，仅供大家参考！注：封神榜>名士榜>凡人榜>妖魔榜,7.0万,1.2万,7.0万,1036,"['还是淘宝香', '美食', '美食测评', '黑暗料理', '辣条', '中秋', '酸黄瓜', '零食开箱', '鱼尾', '臭酸', '网红零食', '印度汤圆']",2024-08-23 16:50:00
开局一个车队，你该如何应对？,上汽大众,https://www.bilibili.com/video/BV1zM4m1a7eb,231.3万,1393,就这么水灵灵地守护着你，直到永远！,22.4万,5696,22.4万,6367,"['汽车', '汽车生活', '植物大战僵尸', 'ID.BUZZ', '朗逸新锐', '途观L Pro', '上汽大众', '途昂', 'ID.3']",2024-08-24 16:00:00
终于吃上自助餐了！刮彩票决定一日三餐第四期！,贤宝宝Baby,https://www.bilibili.com/video/BV1ai421r7bW,115.1万,5300,点赞10W！把你想要的UP主留在评论区！,13.1万,2.8万,13.1万,1282,"['我们的小城游记', '生活', '出行', '自助餐', '原创', '蛋黄破', '贤宝宝', '中奖', '彩票', '哲别']",2024-08-24 11:35:00
老非凡直接去河北找粉丝单挑,老非凡了啊,https://www.bilibili.com/video/BV1h74y1m7k2,225.4万,2540,哈哈哈哈,6.2万,4330,6.2万,147,"['BILIBILI金电视奖', '生活', '搞笑', '原创']",2024-08-24 12:00:42
【登陆计划】TF家族三代出道实录《登陆日》海边特辑｜偷偷去海边,登陆计划TransFormPrj,https://www.bilibili.com/video/BV17W421X7au,95.3万,25.9万,我们一起去海边吧！,6.5万,1.5万,6.5万,5887,"['娱乐', '明星综合', 'TF家族']",2024-08-25 13:53:15
《黑核弹：悟空》一棒4124！！,csd777,https://www.bilibili.com/video/BV1i4WGejEGk,244.2万,1075,感谢彦祖亦菲的点赞三连！,23.0万,8536,23.0万,3.4万,"['游戏', '单机游戏', '黑神话悟空']",2024-08-22 17:16:21
