把地图设计搞好，以后肯定能有法环这个级别的作品
用别人现成的引擎有啥难的，有本事像mhy一样自研引擎
支持国产！
牛逼！
原石+5
牛逼
外媒打低分才说明这个游戏成功了，打高分就说明这个游戏不行
这有点扯了，藏内容这都是魂游戏玩剩下的了，多线结局不是3A游戏的标配么
好骂
泪目
万一活不到了呢
万一活不到了呢
万一活不到了呢
说:笑死了的兄弟，你还是一如既往的爱笑呢，你就笑吧。我辈信念永存
泪目了
好骂
太牛了
牛壁
不好好做视频，居然通关了
牛逼
当时吹的太过了，才导致现在这么多人骂
我只从自己感受出发，别人说什么其实不重要。
让他们自己出英化组
你没睡觉？
广智救我广智救我广智救我广智救我广智救我广智救我
我昨晚玩到第二回一半，游戏体验相当的好，这游戏做得真的很不错
广智救我
很多Up带节奏
类比隔壁的goat
泪目
牛壁
建议这种人去玩“动物世界”这里是“人类世界”
好骂
缺个地图，不然很迷
真金不怕火的
哈哈
路障火了，好开心
牛逼
黑神话说实话在网吧玩没玩到什么bug
游戏再强也是游戏   把你游戏盗了密码一开一说一个不吱声
这是线性啊
牛逼
泪目
好多都是1450
龙信真的是媒体粉碎机
我的嘴替找到了
哈哈哈哈
唐完了
666
主角的师傅叫唐三《藏》，不藏合理吗？
是你没找到哈哈哈
???
外国人也不懂中国文化呀
好骂
好骂
解气，关注了
好骂
两个字，也中
美末2制作满分，结局0分，综合5分
牛逼
2077当时黑屏玩了几十分钟，我以为是因为我的角色眼睛受伤了看不清，我想着这游戏真tm逼真，结果后面知道是bug，我tm
牛逼
？？？
泪目
牛逼
打过来了
确实，他们差评又怎么样，他们又不懂中国文化
我雨世界开始，我就从不会看媒体评分了，因为我发觉游戏是否好玩真的是因人而异
牛逼
泪目
在游戏里好好看风景
任何外媒都不能相信
我想在里面看风景
哈哈哈 好骂
好骂
媒体是工具，别太当真
好骂
让他们自己学中文，中文是世界上最精炼先进的语言
其实最终压力是给到了TGA，年度给不给？给就西方溃败，不给自身溃败
大多数都是水军
骂得好
骂得好
这就通关了？
泪目
好骂
经典别人不认可就是尬黑，战狼的钱真好赚
牛逼
冲！
8u是这样的，鬼图是不能少的，即使是小孩也不能少
ScreenRant绝壁第一个被清算！
外包不配有名字
太熟悉了，当这群人想让这个游戏凉，就各种吹捧别的游戏，反串
好骂
打击感很弱
Mc不是我的世界
2077卡bug刷无限钱
牛逼
谢谢up～我手都准备退出了就怕剧透～
好骂
"没地图没引导空气墙扣1.5, 8.5合适"
致敬
泪目
牛逼
牛逼
火力值拉满了啊
还真有可能活不到20号
牛逼
游科加油！！！！
没看过没玩过就去喷的确实私募
信你好不好
梅西:？报我身份证得了
开头废话太多
因为晚了就恰不到第一手流量了呗
说的好
不要陷入自证陷阱，不要理他们就行
就是就是 你懂什么鲁迅
好骂
好说得好
你会他们不会，幽默了
好骂
预言家
我就喜欢清算，做错事没有惩罚是无法理解的
好像发售当天就突破15亿的销售额了  真的牛啊 这游戏 所有主播都在玩
看完你通关 我省钱了
你写啊 写不出来嘛？
哈哈哈哈
牛逼
这么快！
2077IGN9分
泪目
外媒外奖并不适用中国出现的优秀文化作品，大刘的科幻小说就是很好的例子
8.21，打60分的那个已经被开盒清算了
泪目
@mhy
还真有靠这个活的，我在现实中遇到过
反思怪来了
他们又不是没工资 我想投入我的时间还得不了
卧槽辐射是bug真多
点名表扬生化6，nm都不让跳
我嘞个400万粉丝啊
我的内心渴望着战争！
他不会连小怪都没打过吧？
你不睡吗？
那不一定
牛逼
泪目
昨晚小玩儿了一下，死了好多次但是总体感觉很不错哦
能不能说出美猴王啊？什么黑猴王看了就有点不好
为啥评分低，吃饭最重要
？
泪目
泪目
牛逼
我们中国的游戏啊，你拿到外国玩出问题，要么你们自己修，要么出钱付费修
泪目
定海神针
好骂
活在自己的世界里吧
牛逼！
MC是什么东西？我的世界？
什么叫顶级思维啊
泪目
昨天看见你直播了，这就通关了吗？
玩的它马
牛逼！
你这话有点招黑了
这些话你就不要说了，你再怎么努力，如果做出的是史也没人买单
活全家
这都能扯上政治
UP收钱了直说
哪款游戏不是开发者的孩子，搁着博同情呢
泪目
泪目
赛博生命
真牛逼
6噢
致敬
能不能好好说话
不搭理他们
牛逼
制作这款游戏的人，也是在直面天命！！
看得我手指头疼
评分算个p
00000000000000000.
实体没抢到，到数字版真的很划算，很值得！！！
自己手残所以不一定会玩，但已买，昨天看直播看得真的很开心，也很自豪
媒体人嘛，拿钱说事不寒碜，只要脸皮够厚，哈
？
米其林评中餐，doge
NBA也一样，媒体搞什么排名就是混乱的开始
2000＋
NBA也一样，媒体搞什么排名是混乱的开始
牛逼
老外嫉妒了，老外破防了
确实
他们只想赚钱
牛逼
泪目
牛逼
关注了
你在说什么
风灵月影宗是吧
没伤害
84分，明显压分了
牛壁
就通关了！！！！
牛逼
我没有权威，我只是普通玩家
泪目
黑猴是游科给中国玩家的中式浪漫
一股子迅哥味道
好骂
预言家
管别人咋说 赚钱就行了 卖出去的销量证明一切
格局打开
我闪退了几次
泪目
什么！贴吧游戏大神！
幽默香槟
西部世界，制作团队2000
跪久了看到不跪的就异常生气
已经开始玩咯！
笑死，我想都没想就入了，不为别的，就因为这个IP和国人自己的游戏，牛逼就完事儿了！
不是神话悟空，而是黑，重点在黑
好骂
政治不正确了，能给你高分吗？嗯，请问了？
有些人跪舔习惯了站不起来了
牛逼
好骂 爽
听着这语气就知道刚刚打完
牛逼
虽然，但是黑猴不是act类游戏吗？
国外酸了所以才打的低分
但你要知道 你是绝对主观的，媒体再烂相对客观一点，中和一下
能跳？
故事是吸引人 但太仁王了
不至于
有可能他真活不到了
？？？
外国不懂游戏？别人更注重游戏性，黑吗喽有啥可玩性？
笑死 是个人都能評價 還在国內海外的 自卑成這樣
本来观望的，已经买了，确实非常不错
开。致敬游戏科学团队
他们把灵吉普萨当成佛祖了
跳过剧情不做支线不做确实快 操作难度也高
他们热爱的就是拱火看戏
辛苦了
牛逼
牛逼
《弱者》
开盒就行
谁第一？
好骂
不是今天20号才上架的吗？为什么18号就打通了？（我只是圈外人，说错的地方，还请见谅）
牛逼
别人反对的，可能就是你做的太好了
哇up哭腔了带的我也想哭
骂我的人多了，你算老几
牛逼
怕不是老詹球迷哦
真就一天拿下杨戬
《早碎了》
《正常人谁信评分》
？
中黑从不缺席，直接无视
底蕴太深了，翻译确实难
持续回复药袋子
从来不看媒体评分，那又不是我的评分
估计是活不到
我感觉跳跃和空气墙真有点恶心到我了，其他的都完美，至于他们说的bug闪退我一次没遇见过，已经要打黄风怪了
愛幾分幾分，這時候局域網的知道看外面的世界了？
喜歡就玩，不喜歡就不玩，費盡
众人皆醉为我独行营销神话遥遥领先
已通关，确实不如只狼啊
好骂
油卡？
牛逼
牛逼。
牛逼
泪目
好骂！
为什么不顺从他呢
不是  没点文化自己人都玩不明白 我都不知道老外该咋明白
这里是故意不打背后的弱点的吧
龙王是吧
。。。
up骂得好
牛逼
好骂
卧槽 这么快么
鲁迅区up主
泪目
确实
致敬每个努力的制作人和每个热爱游戏的玩家
已经在清算了，还真实
凭什么我们国人玩国外游戏就得自适应，他们国外的玩家玩我们的不能自适应？
牛逼
a
好骂
MC是什么啊
你猜？
我真把所有工作人员名字看了 一遍 感谢那些大神
宝宝
牛逼
泪目
牛逼
好骂
牛批
央妈特地发视频夸了
好骂
牛逼
牛逼
我就一句话 我现在都还没启动成功
这一脚不是闪避，而是隐身突进后的破隐一击
喝药后缓慢回血是某个头盔的特效
你别说呀，不说我们就不知道了。（bushi）
真眼看世界
2077是真搞，每次要搞事之前都得习惯性存几档
v
牛逼
牛逼
好的我选择GTA6
游科一战封神，我们终于有属于自己西游文化的3A大作，感谢你们
速胜速败一体两面
不要問我為何總是這么堅定，因為我的心里裝滿希望
我在瑞典这儿看了Steam上的评分，果然是96%的人喜欢
沉迷游戏 没功夫清算
懂了，跟宫崎英高一个流派的
牛逼
哭了
这游戏用吹？
好骂
就你懂
哈哈哈哈
是牛马不是牛逼
干碎女拳
不要歌颂苦难
中国人
哈哈，哈哈哈
这是手游吗
爽
泪目
战神我看的你的视频通关的，期待这部，up主加油哦
牛壁！
牛逼
泪目
泪目
牛逼
赤龙倒地这时候绕它脑袋后面打背上罐子可以击破
？
2077游戏里找bug
2077游戏里找buf
骂你的都什么成分 大家都懂
？？？？？
2247477、】【怕【/*++
2247477、】【怕【/*++
好骂
人家邀请试玩通关有什么奇怪的？又不是正式版
好骂
说这些的应该买不起
牛逼
好骂
好骂
主要是AMD驱动和英特尔的CPU问题
玩了一天 闪退几次
魔怔人是这样的
不是因为玩不懂，就是因为要故意打压你懂吧
辐射4首发不是全网喷？
本来就是文化差异
分不清游戏和现实  mhy都知道你想要什么样的父母
骂得好，虽然不了解这个游戏，但是看那些人阴阳怪气的
一键三连了
确实
牛逼
小语种本地化问题，这个看反馈修就好，包括翻译之类的问题都可以精进，都不算大问题的
知子莫若父
这种人岛上几千万
热爱他的米爹
好骂
哈哈哈哈
ps5有闪退bug，不过影响不大
串子不在乎才闲着没事清算的。还真清算不到他们头上。他们只想捣乱挑事罢了
这两游戏被喷了好多年了
这个可以用闪避躲，再配一个广志帮你挡一下
牛逼
百万塞尔达再现
牛逼
牛逼
实话
不是哥们
但这句恃强凌弱就有问题吧
死亡搁浅个人认为是个85-90的游戏
牛逼
牛逼
好骂
宗教游戏不予评价
mc是国外的一个评分
纳尼？我刚打开游戏
哈哈哈哈哈哈哈哈哈哈
牛逼
好骂
最好活不到
侧翻能躲
牛壁
泪目
已经在清算了
s
牛逼
玩了这么多年游戏，我确实不知道MC是啥
因为要赶去投胎
确实做不下去了，后面是腾讯注资了你们不知道吗？
好骂！
牛b，才不到一天
牛逼
不是有些西方人还想帮我们改游戏么 被我们拒绝了 那么他们的评分是否公正呢 游戏而已自己喜欢就行 管别人怎么说怎么评
牛逼
投入咋啦，人家做也是投入是不给工资研发出来的？
牛逼！
牛逼
要不是没币了，肯定不可能不给你！
他们可能连steam都不知道安装
好骂
牛逼
类目
牛逼
它们确实活不到那时候了
小米别来沾边
米粉收收味
???
他们怕了
？
好骂
三个月前2077还给我卡地里去了
反正就是不能说不好
黑猴，就是史
我总是闪退
已经开始青蒜围剿IGN了
好骂
我掉过地底，哈哈哈
当然是活不到8月20号的闹麻了
牛逼！
骂的好
这玩意儿，你再翻译也翻译不出中文本身的韵味啊
游戏领域大神是吧
牛逼
星星之火，可以燎原
那我不得几年后才能挖掘出？
泪目
爽
啊
年龄大了 不想争论这些没意义的东西，自己爽才是真的
好骂
狗卡表示你们说得对对对
81个成就，81难
玩游戏不是为了快乐吗，为什么要考虑评分呢？喜不喜欢自己心里有数，已经不是幼稚园时期了
牛逼
好骂
穿越过来刀预言家了
为什么要我们迎合外人，而不是外人迎合我们？我们这么强大了诶，为什么还要卑躬屈膝
沉迷于猴子了已经
哈哈哈，太幽默了
好骂
《外国的空气都是甜的》
看了推已经在骂ign和外媒了哈哈
？？？？
？
好骂
英文游戏找翻译也要吹，中文游戏能看懂也要贬低，这就是虫豸们的心态，有本事去西方别回来，省得在中国浪费空气和粮食死了浪费墓地
你这说话的语气。。。。
20号回来点赞
打背后发光的弱点，不然这只怪巨刮
开山之作
好骂
牛逼
今天20号，大眼仔一群YLQ号闹麻了，说游戏突然爆火，然后挑对立，说RN
公测出来了，这玩意挺难的
真的吗？fw
打压华为
打压华为
我们的神话为啥要让它们懂？它们可以查史书，也就像西方神话故事我们要查西方史书一样
好骂
牛逼
这个BOSS的锤子是空心的吗
元神为什么评分不低？
泪目
文言文  怎么弄   翻不出来
小母牛坐飞机
期待黑红楼
牛逼
我就说黄金树幽影就是lj
期待黑三国吕布
牛壁！
好骂
边打边扇没绷住
你别说 还真不一一定
打压华为
好骂
就跟现在除了水军没人再在意手机DXO评分了一样。
给up说中了～现在各区登顶
没有，血条旁边那个像葫芦的是药这是在边打边吃药
？？？？
好骂
你管人家怎么做出来的
十六？芸芸人探头
确实不好玩
不是，西游和男女有啥关系，玩的是猴又不是人
好骂
我就是要拿钱袋子投票，已购入
300不是钱？过几年好日子就忘本了
连i卡都能稳定运行，不掉帧 不卡屏 不闪退的游戏还能被喷优化？
经典闹麻了
建议屏蔽只狼
哎呀，就是受不了人家说这个游戏不好！
牛逼
？
媒体goat詹姆斯
mc82的东西闹麻了
本来就是圭臬啊
悟空只是猴子啊
确实有bug(可能)，今天看直播打金蟾不掉血，第二遍就OK了
人家不懂？那人家怎么做了游戏媒体呢？
玩不懂 真的是游戏的问题… 不然你不要出口
什么是MC？？？？
好游戏 根本没有这些事儿 … 塞尔达 怎么没人 黑… 就是不行 …
哈哈哈
8月20号出了，感觉bug是有点小多
2077出来的时候bug乱飞
20号上线后来考古的我表示认证你的话了
好骂
我的职业生涯 交代给了 口罩三年 草踏马德 ！
对
牛逼
好骂
"A卡的确恶性bug,等驱动更新。序章打完直接闪退，然后序章打了第二次就没事了。不知道以后还有没有。"
好骂
致敬
好骂
高尔夫 2
大预言家
足以载入中国游戏史！！！
？？？？
过年啦磕个头先
说半天好多废话
广智啊广智
泪目
真快啊
这个情绪来源不是因为热度吗 哈哈哈哈
三国杀:对对，你玩的游戏还是评分
对说的就是黑神话悟空抢先版
牛逼
人少时间少高质量
通关了？
支持
跪物
我去 聊天记录
他们是为了串而串，见不得别人好，这类人内心都极度空虚阴暗
1450网军
笑死，玩都不会玩
好骂
牛而逼之！！！
以德报怨，何以报德
牛逼！
外国媒体是这样的
跪久了站不起来了
外国媒体
大圣是一路打向西方的
弃约精神
媒体有资本的力量
翻译确实很难啊，有些话我都不知道该怎么翻译
资本操纵罢了
你很懂吗
没办法，跪多了，腰就挺不直了
有个叫AI
《外国媒体》
打钱了
取经！
泪目
有没有可能的确没活到？
赛博生物
牛逼
牛逼
好骂
直抒胸臆，酣畅淋漓
是，最好的方法就是别给它们画面
不学中文玩个啥游戏？就和不学中文别来我们空间战一样
最中幻想
好骂
说这有点幼稚吧。游科外部投资够够的，又没停过工资，什么信念感？好平台上面挣钱的信念感
信这些游戏外媒公正干净？不如信FDA是个不脏的机构，或者相信美国佬打中东是为了爱与和平
泪目
牛逼
好骂
理智的时间居多
牛逼
天啊。。。。
他评他的，我玩我的
。？
??????????
我被打烂了
牛逼
泪目
比如我的世界跟迷你 所以不用理 菜徐坤黑红也是红
支持
我感觉真的一般  至于非要多么多好 没感觉
啥 100个人？
泪目
咸鱼有很多挂出来骂的文案在卖
鸣潮玩家吧估计是
哈哈哈哈哈，突然间就不气了
泪目
确实没说错
牛逼
英文补丁
风灵月影宗的吗
他们永远不会懂中文圈子的人当年看见：如意金箍棒 的时候那个激动！！！
好骂
牛逼
牛逼
泪目
好骂
1w在线 牛逼啊
好骂
好骂！
看了一下游戏的结局啊，没有想象中齐天大圣。只是一个被套了金箍的猴子。结局很失望
美末2是真的绝，玩家疯狂骂，媒体给满分，太黑色幽默了
没地图对路痴是真的不善良
唐
牛逼
履历上能有《黑神话》这一个项目至少国内大厂估计都能横着走了吧
好骂
哈哈哈
好骂
很好
说的就是你：某瓣
骂的爽
你让外国人玩不明白
都是见不得别人好
通关？？？
外国爹最大嘛
互联网杂乱的信息乱心
牛逼
同悲道开启
牛逼
ign不是都给10分了吗？
隐藏成就就看出来了（捂脸）
牛逼
因为它们一直跪着
游戏到底是做给玩家们玩的！还是只是做出来应付那些大V媒体得了？
你想多了
牛逼
好骂
请直接表达观点
就通关了？
牛壁
但是国外玩家没有国内文化背景，真的能共情游戏内容吗？
好骂
牛逼
好骂
关键是这也许能让中国游戏这谭死水活起来
觉得好玩，能玩下去还能做出攻略来那就是懂游戏
握草，一百人？
典
狠狠点了
玩的是虎扑
????
好骂
好骂
不就是nba的ESPN？狗才看
牛逼
你享受结果可以啊，但乱黑就是不行！懂？
8月20号下载了还没玩，这么长时间都等了不急，反正已经确定是神作了
海外就是故意在打压这款游戏
？？？？、
媒体评分就是搞笑的
牛逼
辐射4怎么才玩了六十多个小时
牛逼
泪目
看到最后才知道这是龙，最开始我以为是猪
？？？
好骂
黄金书95绷不住了
哟，是聊天记录啊，这下不得不信了
海吗每日能看明白台词不
记住这一天吧，就是今天开始。
开汾酒，开国大典用的
泪目，九九八十一难
那你别发啊
那串子不一定
极致享受
三国杀：对对对
这游戏被你们吹的一股原神味
对，不搭理就完了，毕竟你反驳它也是给这些虫豸增加流量
才100人吗？！
今天都看主播过黑马楼了，那管得了SN舆论串子
敌特间谍都评低分
骂的好爽哈哈
牛壁
NB
确实
哈哈哈哈哈哈哈
牛逼
玩个游戏还要先看评分，有必要吗？
沃德发，这就完了，不留着细品，这样游戏体验不强呀
资本罢啦啦
法环摸赐福不也是英文，为什么没人说？
兄弟你币有了
2天前？
泪目
好骂
圣盾使赵信干机甲盖伦
下次一定
确实有不少牧羊犬
美西方经典回旋镖
?
已碎
牛逼
死亡搁浅6.8。。。真是笑话了，当年薄纱2077
一个也没找到某种意义上来说挺厉害的
《满天飞》，这么关注这些消愁干什么
罗小黑死
？？？？？
同意
升华了
不服跑个分
哈哈哈哈，好骂
翻译确实费时费力
好骂！
故事是从西游记以后开始的，对外国人确实是有一些门槛
跟他们说西游记是映射现实，孙悟空是反抗强权就会给你打高分了
好骂
牛逼
好骂
幻塔启动
投入，没开工资吗
钱串子！
信媒体还是信我是秦始皇
贴吧不是石的聚集地？
太TM牛逼了！
泪目了
2077那个史诗级黑屏BUG我记忆犹新
说的好
就靠这个活了
喂喂喂，打这么快干啥？急着退款吗？旺财/
玩游戏
牛壁！
也不怪游科，有些东西国人看着都晦涩
被刷分了呗
开战喽
外国人而已 不把他们当人就行了
互联网是这样的
有第一款就有第二款
有人啥排行都喜欢看外国人的
好骂
质疑的请问你有听说过内测玩家吗？
不知道一个这种视频，游戏官方会给多少宣传费
牛逼！
牛逼！！！虽 然没玩过，但力挺中国产品！！！！
因为哪天打下鬼岛，他们真的会被清算
活全家
泪目
热爱祖国
天呐，我就喜欢彩蛋
？？？通关
贴吧大神早退了
虽然不觉得up是云，但辐射4才60多个小时和云也区别不大
西游是个大ip 黑悟空确实有点难懂
报错是因特尔CPU有问题，关掉超线程电压降到1.3就OK了
好骂
牛逼
钱
牛逼
风灵月影启动
泪目
牛逼
是没玩过游戏么？隐藏BOSS多周目等等太多了玩清楚没啊
艹大佬牛
牛逼
好骂
啊？这就通关了？
好骂
666
你标题不是写着吗？
外媒懂个锤子
666
哈哈哈钓鱼佬的发问
不知道学中文啊？爱玩不玩
就褥咋了
23333
泪目
好骂
骂的好
牛逼
这游戏吃香难看，大多评论视频戾气都太重了
820了，全球第一，我来打卡
泪目
施暴者才是唯一真史
好骂
200w胜利捷报
牛逼
牛逼
hhh这句话笑死我了
泪目，确实很喜欢黑神话悟空
不打算发可以不发，说没用的干啥
哈？？？
？
战狼太吓人了
能该拍成电影不，感觉画面很燃很爆啊，电影搞出来，联动起来
我不知道
一点没错，用得着外国人评分，他们配吗？
牛逼
牛逼
这不和小米造车一个道理吗，扣键盘成本太低
朴素的爱国主义情怀吧
开头把二郎神磨到最后一丝血，丝滑切CG，那段我哭了，从大闹天宫，沉香救母到哪吒传奇，这些记忆和眼前的画面形成了强烈的共鸣
好骂
西游精神
事实证明，带节奏的一般都是所谓的友商
好骂
好骂
？
啥？
雀食，那种喜欢串的人你理他你就输了，越理他越来劲
真牛壁，
niubi
好骂
100人？
他们性压抑了
up的2077应该是是14.7h
我就想知道那个人当年2027评分多少。
好骂
必须得有立场，没有立场其实就是立场
好骂
台湾的1450是主力军，到处挑拨对立
自豪
通不通关无所谓，主要还是抓紧蹭一下这波热度
说实话真没指望白狗能玩的懂黑神话，本身最大的游戏市场也就是我们中国
打窝了
美国末日还有2？建模都变了也，不是一个新游戏吗？
啊？这不刚发售七分钟。
这世界上没有任何不涉及政治的事情，游戏也是
好骂
把他们dm藏起来了
你搞这么快干嘛？
KAI挂了是吧
中国游戏也要开始被贬低了？怎么能比国外厉害呢
有些活全家的是会拿“串子”这个身份来当挡箭牌的
牛逼
MC是什么?
泪目
评分可以操纵的
因为玩游戏变的很宅，所以声音这么小吗？
说实话，你让顶级中文翻译也不一定能翻译明白文言文吧
牛逼牛逼
哈哈哈
牛逼
MC不是我们的《鸣潮》吗？【doge】
牛逼
但是舆论的高地你不占领，自然有别人占领
实在话
不是这就通关了
泪目
5毛一条啊
忠诚
感觉提名最佳问题不大，能不能拿下就看有没有更硬的游戏了
气愤国产好游戏遭到外国无理打压 遭到串子恶心的差评
好骂
我还挺喜欢玩龙信2的感觉还行啊
牛逼
明抄评分哈哈哈
钦佩
确实
标题写了啊
268玩一天通了
游科真的把心思全放动作流畅和优化上了，以至于场景空气墙的毛病完全可以忽略了
有些场景花屏
你别许给他
牛逼
考古!完全符合!!!
薄  纱
被你说中了
这就是文化不自信，相信外国的
牛壁
玩不下去
就这画面，看过场动画都过瘾
因为没有腾讯
泪目
肯定是间谍
好骂
1.1万
拉黑up了 嘿嘿
666
热爱！
其实国外玩家也不错，知道那帮媒体只是为了勒索。只不过没有一个能统一战线的契机，这次大圣来了
泪目
牛逼！
2077黑梦bug简直是原作
品质也就这样吧，说一个不喜欢的地方，配音太廉价了
MC，熔火之心？
期待更好
加油
这是我们的游戏
牛壁
这是我们自己的游戏
我就买！就玩！
牛壁
牛逼
？
这里我朋友遇到了，是Intel鼎锅，13代和14代的CPU坑了。
金箍噜棒啊永闪烁，扫清天下浊！
我是玩家，我是你们主子的爷
好骂
《大放情怀》
这是游戏，想玩就玩，不想玩就滚
有些boss可以跳过的
如今的翻译不再用西方叙事，这不是问题
不是哥们？
泪目
今天玩了，是真的没出现
一进游戏人物卡了不能动
《哇，是聊天记录哎，这下不得不信了》
大预言家
好骂！
素质还是太高了
那我要说了，海外媒体就有权威了？双标的权威？
不如说没交保护费
它们又不玩游戏
赤髯龙好像就是打完这个小龙人之后回黑风山可以打的隐藏boss
牛逼
太牛比
刚看完你直播，你操作好牛
好骂
老路啊  你会不会骂人 你不会 就让我来
说归说，我入的PS5，论打击反馈、演出、优化那就是比战神差，有啥问题？
好骂
这群人还真活不到，要销户了
加油
好骂
九九八十一难，终于熬过来了，祝福游戏科学全体工作人员！
此mc非彼mc
没吃饭吗？有气无力的
牛逼
好骂！
牛逼
牛逼
20号才首发，你18号就通关啦？
牛壁
确实啊，你是看数据还是玩游戏的
？
泪目
牛逼
牛逼
恨国豸 它们骂什么 什么一定好
泪目
牛逼
学中文就过分了哥们，人家是期待玩游戏的，先学好一门外语才能再玩，成本是不是太大了？
牛逼
石先锋
支持
非我族类 其心必异
好骂
白骨夫人，重走西游，没人能懂！！！！！！！！！
跟着舆论跑也太没主见了
牛逼
牛逼
泪目
牛壁
哭了，哭了
声音好难听
西方媒体有什么公信力？
牛逼
有立棍技能，视频里没用
泪目
骂的好
这边的建议是 学中文 谢谢
看了up主直播，非常棒，想问一下，我老是用电脑玩的，用的ps5手柄吗？需要用什么连接器链接电脑吗？还是直接就可以用ps5的手柄玩？
好骂
放本土的话94分 是合理 国外的话 很多游戏设计 人家不理解也很正常
好骂
尼尔机械纪元e结局用了三十多个存档，过了之后我也义无反顾的把自己的存档交了
打了一天，黄风怪实在打不过了，明天再打
牛逼
泪目
呜呜呜呜呜T_T
骂的好，有些雑种就见不得家里好
直言不讳
海外？就是笑话
牛逼
这不明显的喝药动作？延迟回血但总量更多不是常有的吗
8.20回来考古，IGN已经被国外玩家冲烂了
该好好整顿一下媒体了
牛逼
？？？？？？
比只狗强点，不是踩一捧一，30个小时通关没什么好说的
泪目
能不能别宣扬公司年轻人多
哈哈哈哈，全部清算！
好骂
这是我们自己的游戏！！！！
6
泪目
玩尬的
泪目
美国养了更多各个行业的评分机构哈哈
看日期，没出啊，你通关？
泪目
S3快开始吧，迫不及待了
媒体评分是媒体评分，最后玩游戏的是玩家，当然是玩家的话更有意义
中国人是这样的
翻译确实有点离谱了，黑熊精能叫成black bear guai
“幽默”
20号，已经有一批开始被清算了
泪目
???????
泪目
投币支持
牛逼
别吹了，实事求是
几乎都是台湾的人在喷
让他们学中文啊，当年日语英语游戏也没有汉化，我们不也玩下来了吗
路能
牛逼
up说对了
哈哈
谁知道呢，海外媒体最擅长的就是让打脸文章沉入海底
是聊天记录，这下不得不信了
我的评价是，确实是8字辈的分，上90纯粹是在说笑
哈哈哈哈哈哈印度越南
太牛逼了
上班不都一样？
牛逼
好骂
吹，给我狠狠的吹
好骂
好骂
哈哈
好骂
好骂
致敬
牛逼
泪目
牛逼
扯呢才打到第三章
虽然我很菜，但是不影响游戏质量很好
这种玩法太单调了
拿钱发帖私权加
牛逼
好骂
三连了
评分，评的不就是游戏？你会去闲鱼买个信用极差卖家的东西吗
好厉害。
rmb支撑啊，没钱谁做
6
有道理
泪目，加油
