灵山公厕是吧？
一帮子没看过原著只看了两段解说就以为了解西游记的，还南天门，猴子都打到凌霄殿门口了
啊？
要求稍微有点高
二师兄还挺好玩的
哈哈哈
“怕是昏了头又迷了眼，越是仔仔细细越是搜不干净”
哈哈哈
哈哈哈
逸剑风云诀，打完一个成就都没有
与其提升自己，不如贬低别人
猴瘾犯了
李哥！
哈哈哈
还有广智广谋，一风一火。刚好对应了他两煽风点火让金池烧寺庙
战神4怪物种类多，10分，玩战神
谢斌是谁
只狼:？
这下听懂了
哈哈哈
麻辣香锅我是真没绷住
我去 赤爷
我去 赤爷
艾尔登法环
哈哈哈
艹哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
求此处bgm
啊？
好活！
全马？来武汉不行吗？
好评如潮
霸者契约？启动！
左边是33娘啊喂，站娘之一（无奈
水下八关
常熟阿诺
自杀了就没有抑郁症了是吧
喜欢八戒
奎爷是吧
剑雨
哈哈哈哈哈哈哈哈哈哈哈哈
STN也没能准确理解这句话，应该和下面说的“穿上袈裟是为了脱下，来证明自己破了相，金池没能脱下来，也就没能证明”才对
黑悟空就是跟熱血漫畫有啥區別？
呃.....是很毀原著的意義
傲慢与偏见
黑手哥
好评如潮
哈哈哈哈哈哈哈
大正时期
要不，你们先去跑跑再说吧
好开
夜魇上路高地，波浪形态！
笑死了卧艹
好评如潮
脱不掉 袈裟
7分差不多
真的爆炸
卧槽
新作品是这样的，但很有意思啊，而且代入感很好
上号！！！
尚博勒套装
这不说了多周目嘛
那个时候他年龄也确实不成熟
白银山战神
好串
舍弃王道叙事，走向青春疼痛
炎孕
极乐迪斯科
真这么写也不是不能接受呀
白银山无口战神
看天气桌面
Crime Scene Cleaner（doge
第一次玩他们家游戏，不熟悉他们的制作习惯
私募了
过程错了，结果差不多
八分很合理啊 只不过IGN给的理由不合理罢了
z
诶这个地方真的sm 当时气死我了
啊？
学我者生，似我者死
蓝梦
《嘘つき》
别推，别推
二师兄情绪价值拉满
这个牛
啊？
我就是一周目没看攻略拿的吉祥灯
椅子不能坐
赛博酒馆
不必理会
好评如潮
失望
暗影火炬城
好评如潮
本色出演
上号！
啥是定风珠
密米尔
让我看看你的步法
一说斯内克我想到的是张伟
C罗也干了
？
弟弟严选
woc 小高
二师兄设计确实挺好
斗圣战神
我i觉得剧情很不错
好评如潮
所以黑神话的剧情其实也没那么离谱是吧
没拿定风珠撸死了BOSS后说不好近身，朋友说有定风珠啊
悄悄告诉弹幕有些武器只有二周目了才能做一周目不可能全收集
别云了一周目全收集不了，材料不够而且新法术必须二周目才有
一周目不可能全收集材料不够而且新法术也是二周目才有
大石敢当？
不但能敲开，还能开两次
啊？
3次就过了？挺厉害的啊
我超战斗之人！！！特别篇快来
这是攻、这是防，这是灌江口显圣二郎（bushi
二极管
我也是这么想的哈哈哈哈
还好吧，我一周目除了概率掉落的其他无攻略全收集了
domo，神仙杀手，desu
好开！！！
gbc好评
有一说一，看过西游记也看不懂
其实这里有很多高能剧情，大家不太愿意思考罢了
弦一郎
凌萧
好评如潮
也不是不行，这样还挺符合“黑”主题的
这么说就过了，制作组就是想你让你多看看里面的建筑风景
剧情全在游记里
兄弟，删了吧
慎勇
欢迎来到apex legends
确实，有玩家以为金池是观音，非常搞笑了
花家大我↓
萨！菲罗斯！
玩原神
10km人就已经废了，别说全马了(°ー°〃)
没绷住我靠
这种体验，按照他的评价逻辑，应该是无暇之作
你不找纯平推 boss 不也 够你打的手软了？
波高！
当然是玩传播欲望，纳迪亚之宝、创世纪秩序
宪一郎
玩原神的
不过忍者一匹，放着不管！
英高
对。。。对吗？
压力不会消失只会转移是吧
战锤3统一
赤红:。。。。
群星
你别说，每一章说不定还真是不同设计师
建议阅读：西游记原著
啊？
？这玩意是传统文化？
他们拿黑魂治疗抑郁症
啊？还有紫云山嘛？
悟空传是不是西游改编的
甜蜜的！塞恩古城！
UZI打架确实凶，除了那个男人
给我水喷电脑了
三连了！
普通人跑不完……42公里真不是开玩笑的
飞龙骑脸怎么输
冠军你什么兄弟
鸡哥可爱捏
“你真没听过我？我跟他bo5没输过 - 呃我就知道uzi 小虎这些“
啊？
big胆！神罚！
UZI打青背龙打了两个小时
为啥感觉这段看过
隐藏成就不得了
什么定风珠
maga！
剑网三？
？
你也披上袈裟了
天气和鸡哥的发音真的舒服啊
啊？
哈利波特
DOOM
最强蜗牛和其他的好歹不能相提并论吧
今何在！！！！
看不懂
汗，宫崎YG粉丝也一样
老祖宗救场
牛
像啊，这也太像了
maybe:有人叫我？
致敬传奇小米su7测试员
叫赤爷
鬼泣5
一周目本来就不能全收集好像
恋活
细节黑皮
顶真
big胆
插一句，有的cpu4090
宝可梦训练家可是比宝可梦自己都恐怖
迪亚波罗和波波（
千恋万花
反正我跑全马估计瘫在半路上了
等等手办哪来的
我是uzi粉丝，但这段太好笑了
鬼泣5
7.8分吧
哈哈哈哈因为杨戬是玉帝外甥才这么喊点，
艹
啊？
赤红13？
还真是
还真是
鸡哥可爱捏
那你灯笼怪的珍玩拿了吗
有些
在一个任何忍者也探测不到的地方
啊？
等下！什么紫云山？！
西游记能出的法宝饰品啥的太多了，根本不愁
还真是二婶子的耳机
有跨物种的
斗战神
好评如潮
也就当一次世界第一就全都是世界第一了
啊？
好评如猴
啊？
哈哈哈哈
哈哈哈哈哈
槟槟神
哈哈哈哈哈
这里是不是改过了？
这些玩意儿也配？
确实
雨和雪怎么说？
都是串子
好评如潮
如此玄奥的禅问答
暗黑四，火炬之光，砍就完事了
确实，第一章是最单调的，后面越来越躲内容
这一块还是se懂我
火箭队的含金量
努力少女
希尔薇
英国脱欧名场面
牛逼
就是本人就是本人
唉，魂五
哥儿们？我会发光的啊
佛像生动是因为实地采集的
什么道？
据说还有集火秒人
LOL
狼，何时来的
这是宠物
就这还这么多人捧？
好评如潮
苇名最强无首诞生
哈哈哈哈哈，擦边的蚌埠住了
谁说的黑魂能治抑郁症?
真实
打点计时器
每日一F科乐美
我已经被那四个老鼠人射的满地爬了，我甚至都尝试立棍上去了
有隐藏要素不是好事么
玉帝也干了
容易错过内容不是很正常么？还不是你不认真玩
左插插tm右插插
跟无首合体？
正确的
？握草，我昨天刚路过这里，那玩意能拿啊
合理
这里用自曝老鼠！
做小西天的时候一定最有钱
哈哈哈哈哈哈哈
浮屠塔我倒没摔，就是给我绕晕了
草
倒放西游记
（1/1）
古达不是乱砍就过了
因为是几扇门
每章都有龙
不拿？
我就知道你要换手办！
衣露申:宝贝我在这
我要火枣种子~！
啊？
工业奇迹！（bushi
“经验不足”
GTAOL犯罪之神
可收集品不是会发光么？？
?我在听
游科是对的，先搞好国内的受众。等技术成熟了就可以向外走了
徒求外物，反失本心。
欧踢踢欧
居然还有人觉得ign8分不合理，给我整笑了
我去，fufu
好评如潮
确实，uzi能输出耶稣而耶稣只能粉丝输出uzi
考虑到uzi糖尿病的情况，实际上是真不能跑全马的，他能坚持下来是很牛逼的，我觉得他是厉害的
哈哈哈
好好好
那个是boss打开的
狠人
褒贬不一
门牙的距离也太宽了……
前三章还行，后面真不怪外国人
+
鬼泣5？
什么张人凤
好评如潮
紫云山不去后悔一辈子啊，美哭了
我肉山呢！
有社交压力的更不能玩PVP了
说了这么多他甚至还打了8分，我哭死
夏狂冬狂挺不错的，起码做梦也是美梦
什么祖孙模式
没点游戏基础确实不易玩明白
开隐身跑过去就行了
hhhh
？
wallpaper engine（即答
怪猎玩家应激
这么强！不拿金针过百目
最终幻想14，这个游戏间接性让我的人声回到了正轨
在说黑神话？
我他妈有朋友吗
极限竞速地平线4
阿鬼这个发型不行人还是可以啊
ign没看过西游记，8分还高了
黑神话：战神
旷野之息的呀哈哈就差一个，实在是不想找了
别挑刺了，本来也不能事无巨细
第二章很多这样的门
三次就能过？好厉害
非我族类，其心必异。当诛！
把没文化知识薄弱说的这么理直气壮
-=。‘
夏亚？何时来的
？
火！车！王！
耐熟王
翻译问题，动画小智就是赤红
哈哈哈哈哈
猛男捡树枝
战猴
顺风浪 乃人之本性 by三渣
戴夫，星露谷
黑神话的剧情确实做的稀碎
赤爷！
1/1
好评如潮
????这猴子手办哪来的？？
哈哈哈哈哈哈哈哈哈
肯定是细细的切做臊子啊
好评如潮
兔子！
少女乐队哭
还在藏？
破案了！
“多余的情感”
8岁？
玩猿神玩的
确实
我草这是什么
怎么说我还有点想玩
猪哥可爱捏
好一个callback
黑污渍:神话
卧槽小高
甚至可能不是妹妹
啊？
f
必有倭人指点
为虎作伥的故事在第二章也有
无敌！
鬼泣5
我倒挺喜欢它一章一风格的
byd，纳迪亚之宝是吧??
全按照第三章的风格就无敌了，第三章真的是完成度最高的，单拎出来就是一部完美的作品
好评如潮
是地头，镰仓时代还没有大名这个说法
有隐藏才有意思啊
啊？
我觉得街霸这个主持人挺有意思的
big胆！
我就是定风珠没拿硬打黄风怪
这个游戏是反着做的。先做结局，开头结束
猴子里也有这点
虚焦了
好评如潮
9月9日忆战斗兄弟
1/1
子母河能生男孩，因为边上还有个落胎泉
赤红是初代的主角，但红蓝绿都是赤红，但只有黄，主角是小智
还真是
那是肉山不是牛头
挂机长了小猪头还会牢骚
啊？
啊？五周目启动
那个都不是啊...
啊？
匹诺曹音乐我倒是很喜欢，美术也是，其他只能说是
开除国籍警告！
后边还可以进去的
来了来了
鸡哥可爱捏
王泪
鸡哥可爱捏
不想演的
这也跟？
哈哈哈哈哈
"woc,红挑染天气美竹兰"
照这么说P5R不是传统文化拉满了
三次就过？是这么指指点点吗：这这这就是大神啊
好评如潮
2077
啊？
难道这游戏八分不合理？魔怔了吧
我们有跨物种
后面会有黑神话悟净
好拼如潮
galgame
哈哈哈哈哈哈
《不必管他》
好评如潮
确实打不过
啊？
BIG胆
刀削！刀削！
woc赤爷？
哈哈哈哈哈哈哈哈
好活！
清洁工模拟器！！！！
马里奥惊奇真挺好的
难道不是吗
啊？
辛亏没看懂，不然评分更低
可是我刚下班啊
特别篇的剧情吗？
《悟空传》卧槽
别带谢彬节奏
好评如潮
好评如潮
来个黑神话：唐僧
. 0 .
看懂剧情估计就7分了
热乎的热乎的
太松弛了？？哪里松弛？？
跨性别算什么看第四章了，我们都跨物种了，够不够多元化
出自剑来
黑暗之魂2全成就，存档不停爆炸，最后有一个存档不知不觉东西拿齐了
？？
卧槽好像
飞起来了！
哈哈哈盘丝洞这里我什么都没开直接冲过去的，一次过
三花猫.jpg
赤红都不知道？男人！
还真有！
23
笑死我了
我没有朋友
舞姿！行！
建议儿童心理学立刻干预治疗，@傅爹
家人侠
当然是+1决心
"""Stolen enlightment"""
MD绷不住了
啊？
任天堂：孩子！我来救你辣！！！
看原著吧什么只打到哪的，什么不出真实力让着孙悟空演戏的阴谋论地摊文消停一下吧
？
天庭杨二郎:孩子们，我没意见
有没有可能你的网友在沮丧失意时他根本就不玩游戏？
确实黑神话封了一部分新战神，很多都有战神既视感
肉山光荣退休
BOY，read it
啊我还真没拿
猪八戒和蜘蛛精，还不够多元嘛
大圣应该纯属是和天命人一样路上听二师兄单口相声听多了脑子里全是伦理哏一嘴片儿汤话
两种解读，一种是因为求不得，另一种是因为执着用外在证明自己
子弹风暴
哈登严选
那按杨导86版的剧本改个“白神话”？，“无印”？
你怎么敢假定妖怪的性别！
鬼泣5
一个比一个疯
可以演宝可梦
杀人放火孙大圣
说白了就是欧美游戏都没多少文化底蕴
第三章唯二两个阳间的设计，小八戒和黄眉三连BOSS战
无双，割草
初高中古文学得好，立马看得懂
定风珠，蟠龙棍，飞龙杖
全收集要二周目，真大圣要三周目。
那就竹内凉真嘛，皮卡丘电影里真出过镜
猴哥初代目零元购，身上装备全是薅来的
初见不白我都怀疑这小子是苇名国来的
小智又是什么东西？（
好评如潮
我以倾听 我以感受 我以思考（虽然国服名字不叫这个）
竟能如此相似
16岁全球总决赛赌气选VN，我选择原谅，但后面真的。。。
不像演的
足坛那谁
我有了这件衣裳那我说什么你也得服
我黄眉打完都不知道有这个东西
放着不管
现在uzi感觉跟以前不是一个人了
我首推拔叔
别去西天了，去隔壁印度，他们神多。我想看看印度人怎么破防
黑猴打了两天16小时刚打到第四章
所以金海长老在普通人眼里没袈裟根本就是个普通人，没人会觉得他是个和尚
最强蜗牛
没有一点B数做游戏是这样的
整个工作室的精神状况是这样的的
wallpaper（即答）
好评如潮
跑半马的我确实黑不了物资
伏地魔：？
何等的无慈悲~
笑死hhhhhhhh
+
嘶。。。我看过，但我真没get到。。。。
阿鬼我也可以
被毁的就剩凌霄殿都来了，营销号编的原著？
对           马           岛
这里有啊，黑手道人
黑神话的成就描述就挺好，完全无法看出任何有价值线索
波高地吧
这里直接开化气隐身过去了
原先只是轻微抑郁，这下好了，直接分裂了
魔法使之夜
说白了就是傲慢
卧槽，悟空传，西游日记，我的青春。。。
冯骥杨奇不如你
波风水门
gbc
有一说一，确实
并不会，因为艾比知道艾莉会放过她
猿神，启动！
是无敌的战神，天生的战斗者，白银山的恶魂
我特么要不是提前知道了四妹剧情必须在BOSS前完成，误入百眼BOSS战，随手打打差点给他敲死（禁字诀核爆一棍流），最后站着让他打死的我
哈哈哈哈哈这个拆电池笑死我了
古达初见能三次过啊，那挺厉害的
设定上就是初代主角，所以主角不会说话
伤心欲茄
呦西
因为金池长老是以色列人，提起加沙牙根痒痒
王灵官：嗨嗨来咯
什么洞？
后面有狐狸妹妹一直喊哥哥
塞尔达
我知道啊，刚打完
好办，玩格斗游戏
当然是四肢分离了！
我的世界
一把火烧了就完事了
买游戏送设定集（影神图），这不是我们xxxx吗
玩野斗是吧（doge）
猴哥本来就超脱三界外不在五行中啊
上古卷轴5的开头
这特么不是很好懂吗？
韩国直呼内行
好评如潮
究极日月面对的可是RR队啊（doge）
比如，但丁单挑维吉尔
帝国审查官
啊？上号！
这对吗？
鬼泣五是吧
玩匹诺曹？我为什么不直接玩魂
哈哈哈哈哈
这成绩……姜思达巴黎全马3小时20分完赛
哈哈哈 我第一次也是这么想的
"""咸鱼”"
致敬宫崎老贼 哈哈哈哈
小怪种类少？白皮眼瞎还是没玩？
以及黑到极致的皮肤
《传统文化》
劲儿对了
生化奇兵系列 伊丽莎白..
超过2个小怪窝都得放分身，小怪多了是让我死
尼尔
居然还有人觉得国外IGN8分合理，给我整笑了
特别篇漫画里，不完全是宝可梦对战，是用宝可梦奔着杀人去的，直接当作超能力战斗漫画来看就行
睡拿哈哈
国家注资后，豪横到了极致
哈哈哈哈哈
经典亚人灌水泥
什么五蕴
好评如潮
这里就是紫云山触发得BOSS
这么高的桥，掉水里跟掉水泥地上区别不大了。这都死不了，我愿称其为“高桥名人”
还真是
大爱狼尊
电瓶是真蚌埠住了
对的对的
我是打的时候被肘进去的，还以为BUG了
小卡肚子越来越大了
过了虎先锋居然没跳成就，要把父子三人全打一遍才跳
二郎腿还真都来自于二郎神
玩猿神玩的
上号
啊？我进二周目了啊，你倒是周四更新啊
敲完，你幽魂没了
哈哈哈哈哈
最搞的是几个对boss特攻的法宝还就是紫云山这个最重要
我也看不懂
好评如潮
欧卡
弑神者
小孩游神？
好评如潮
点名“下毒手”！要不是看二阶段手少了那么多，我都不知道手是可以打掉的！
千恋万花！
这些好想是北欧神话的神吧……
忍四手
你就说二师兄好不好嘛，以后就是我亲二哥啦
我看过原著，我打十分，有意见？
我看过原著，我打十分，有意见？
你怎么知道我百眼魔君没拿针
这衣服也是为了吐槽特意选的吧
胆大。。
变成探索收集游戏
《黑神话：广智》
六丁六甲，从不 吃素
我去ReoNa的t恤
好评如潮
这个没有不死战开门真杀不死
注意，发现二郎神的媒体跟ZZZQ的媒体不是一家
好评如潮
竖着劈两半
热辣滚烫2
那要不把青狮怪加进去吧
黑猴这次的美术，真的是浪费级的，一边玩一边感动
是没钱到有钱到没人做的过程
我马云没这么多钱我怎么能让别人相信我对钱没兴趣？这么一样吗
情绪崩溃的时候玩以撒的结合，以毒攻毒
gbc好评
去日不落帝国把灵吉菩萨头取回来
真的没有吗
好评如潮
鬼泣5？
棍子不是抢，那一身装备可以算是耍无赖得来的
虚构史学家
超爱八戒
温暖猪猪 在线嘴你
玩拳刃
好评如潮
这个弹舌牛逼
本来是做13章来不及了，先开放了6章
太对了，第二章就贼有钱
老高：嘤嘤
我看不懂战神和法环剧情，差评！
魔女复仇之夜
传统文化可还行
我都是打完了黄风才回去拿的定风珠
dio：确实
还真是
我当旅游模拟器玩
来人啊 医生疯了
黑魂你们看懂了吗
