这是攻，这是防，这是韦名玄一郎
明天就发布了你还藏啊？？？
啊？新华社
罗小黑的猫就没这么好命了
“只要你见性志诚，念念回首处，即是灵山。”
我就是人菜瘾大
看出来你不感兴趣了。
完啦！
随便按可还行
我也当个僧面玩玩
还在藏
罗小黑的原型去哪了呢？自然降解了吗
可爱捏
哈哈
啊
小羊
牌面
啊？
稳了
危
第一个玩的是女性，这下看看国外那些bydLGBT有什么话可说
雷蛇北海巨妖耳机
太对了 首先得好玩！
假发片
。。。。。。
青牛精   我也是play的一环是吧
可爱捏~
谈恋爱了
byd谈恋爱是吧
游戏如果不好玩那就太好玩了
恋爱模拟
冯骥：完了。新华社记者：完了。总结黑神话褒姒了
Cp
青牛啊，我还以为是犀牛那
牯护院？
完了完了褒姒了
还得是国家队啊，有深度
哪个是刹车
游科对猴子有执念
看完纪录片直接预购走起
藏，藏点好啊，多藏点
问得高级
BYD撩妹是吧
都是都是
卧槽这boss
我怎么感觉在看恋综？
载体
那换我来
看出来了
被怪物的侦察兵打死
看不下去了主创
吴承恩赏饭吃
黑神话不是类魂
刚看完30分钟的 很棒 游科真的很懂也很务实
冯总合理避开，确实，他只想把游戏做好对得起我们这4年等待
完辣！
不，你要吃饭
早期古达训练人类的史料
都愣着干嘛啊，叫虎哥！
中国人民站起来了
大树守卫是吧23333
褒姒了
巡山小妖
能让我试试吗
难看
褒姒了！
玩到这里一定要好好欣赏石像。太牛逼了
都说是恋爱模拟了还不信
恋爱模拟
恋爱游戏是吧
恋爱游戏石锤了！
为什么不让内行来
这问题问的
这么帅
新闻学记者：游科工作室里传来“完了完了”的惨叫声。
都是
牌面~主策来陪玩，
这句话确实了，老祖宗赏饭吃
后传里孙悟空不是杀不死吗
有粉丝问我无糖可乐和有糖可乐哪个好喝，无糖可乐，和有糖可乐，相比之下，冰镇可乐，喝的，更痛快。—— 常熟阿诺
虎先锋！
罗小黑
等会儿，联合投稿是谁？
好漂亮
来咧
通天河吧，被灵感大王拉下水
好可爱的女生
一语中的了哥
虎先锋mini
我也想教她打游戏….！
假发
排面！
太对了哥
懂了，换皮怪
这个是攻击，这个是翻滚，这个是大树守卫，你去吧
这猫养的是真好 全身蒜瓣毛
时长不够啊
《新手怪》
你就藏把
鲜花社，你在干什么？不对，小黑牌面
青牛精:我成教学boss了?
藏，还在藏
假发片
古达老师
嗨在藏 嗨在藏
好吧
就一天了嗨藏呐！
有这句话这游戏九成九翻不了车
杨奇大佬也露脸了666666
好吧
3A游戏的投入量通常都在5000万美元以上（约3亿人民币）
你放下让我来！
还在藏
八爪鱼3
居然采访曾经所谓的电子鸦片
过于逼真，不宜展示
大树守卫
丸辣丸辣，官方下结论啦doge
尴尬的笑容
山内重则组长
虎先锋动捕演员↓
哈哈哈哈
还在藏！
学会了 随便按
新手 丸辣
好喇叭很容易  好音响难找
船新版本
《无敌》
排面了
褒姒了，操作只能随便按！
懂了，古达老师
排面
小怪
不是，还有什么是我不能看的！
虎先锋
晚上有空吗 去我家教我玩
好玩好玩 比我好玩多了
原神：？？？？？？？？？？
说懂行的，让外行也觉得很好不是更厉害?
啊？被剧透啦!
起来起来，让我开，该我玩了
哈哈
这视角拍出恋综感觉来了
尬死了，游总：能不能换个懂游戏的人来。
可恶，为什么觉得好甜。。。。
《新手怪》
这是犀牛精吗？
半小时呢
没有发啊 哥
大牛守卫
还不开门
假发片！
哈哈哈哈哈哈哈哈
经典看别人打游戏自己急然后抢手柄
逝逝
哈哈哈哈哈哈哈哈
恋爱模拟
耍猴好玩吗～～
猴头收割机哈哈哈哈哈
配好英文字幕端上来吧
曾经的动捕演员还在，而罗小黑的原型却惨遭遗弃
还打马！
学会了
怎么还不发？12点了
你快跑吧
12点了，怎么还没上线
没办法 小白
恋爱模拟
急急急急急急
+
跳票了，褒姒了
我要战斗
排面。。。牛逼
懂了 翻滚有无敌帧
这个场景是哪里
飞智手柄真的质量不错，用了4年没有影响操作
排面来了
这是罗小黑
这只小猫是冻毙在风雪中的罗小黑的转世吧
让我想起某只黑色小猫，说不定已经坟头草几米高了
可爱捏
这话说出来我起一身鸡皮疙瘩
中午12点 这边会发吧？
泛式精
+
ARPG+ACT
牌面！
【肉眼可见的慌张】
犀牛守卫
对
照猫画虎
经典刘易斯
ttk
这是恋综嘛？
老卡意气风发啊！好好好！
啊～
对了，不管啥题材首先得好玩
好
在别的up那看过了，，，
卧槽还是c手
黑神话是第九艺术文化输出的不二选择
黑神话悟空是是国产第九艺术的完美展现
全世界都在玩黑神话
这也是个大佬
还藏了一个boss，甚至没有给媒体
罗小黑在流浪呢
杨奇还是个低音炮啊
19号了
冯总气质一下就起来了
举手，就是我
you died
啊啊啊啊啊啊啊啊啊啊啊
今日呼唤孙大圣，只缘妖雾又重来
游戏首先就得好玩
啊啊啊啊啊啊啊啊，最后一年！
背景够大呀，新华社都给打广告，哈哈
太对了哥
太对了哥，这是游戏
早知还是原道
卡总的怜悯 定身术
这种效果也吹
土地公公？土地老儿！
丸啦
第一个精英怪 犀牛
黑猴不会在剧情里做难的怪的毕竟确实不是类魂游戏
太夸张了，一个预告片，百万播放
新华社 排面啊
鼓掌！
注意是最新版本第一个用户
真就保密局出来的是吧，还藏
致敬传奇喵喵罗小黑
要是别人一天通关了 发视频出来了 是不是被打脸哈哈哈哈哈哈哈
你把黑魂血缘玩家放在哪里哈哈哈哈哈哈哈
我很有信心 优化出来被M哈哈哈哈哈哈哈
我很有信息 优化出来就要被M哈哈哈哈哈哈哈
优化被M哈哈哈哈哈哈哈
君子也防？
喵喵队立大功
雷蛇北海巨妖标准版申请出战
试试
还藏是吧
采购
说的好！！！！
采购
好可爱的咪咪
哥们，你叫啥？
影视级！
《牛古达》
好家伙84
你就藏吧，反正我明天就能玩到了
好吧，这下不买不行了，馋了
对！
真排面
哇塞
我们自己的大树守卫！
回归性原理：尤卡就是冯骥
我也觉得是凌虚子
暴打牛头人了
外行来采访什么，这么大的媒体找不到一个会玩游戏的？
别抄了
好吧 哈哈哈
第一眼：这女的谁呀？第二眼，woc
不是哥们这你还藏啊
还在藏！！还在藏！！
防退款
游戏最重要的一个点，就是好玩
好可爱
老员工↓
怎么开盒我们猫猫啊！！！
还藏呢！
猴头吃饱了
外行就别来掺和啦
太对了，首先得是好玩
看到这我可就关注了
懂了，牛牛守卫
新华社出息了
希望你们坚守本心，保持下去
哈哈哈哈哈哈哈哈哈哈哈
我好心动~你们知道我指的什么
随便按，我们开了金手指
那做人妖
好 完了
你是？
这是防，这是攻，这是虎先锋
大 树 守 卫
猿神
好，黑神话官方承认完了。新华社:完了完了
人家这是新华社的记者。又不是专门搞游戏栏目的，这游戏已经出圈了。
原神也可以
看得出是真不玩游戏哈哈哈
广告都做到中央电视台了
爷们要战斗！
丸辣
猴子请来的救兵
哥 太对了哥！！！！
卡总都年轻了不少
这是我没错了
你也搞劝退怪？
这个时候了你还在撩妹，换我来教，你去看哪里还可以优化下。
叫他福德正神
我靠，新华社站台了，牛逼悟空
上头了哈哈哈
冯骥这么壮？
太对了哥
是你虎先锋
都是
这是在撩妹吧
新华社记者体验黑神话后锐评：“完了完了”。（
四渎还未正式公布的就剩一个小黄龙了
hh
那你来干嘛呢？
虎先锋
游戏要不好玩那他可就太好玩了
这下根正苗红了
纯小白能打到只剩一丝血，看来游科确实考虑的很全面
还有26小时~~好期待
还在藏！
冯老板你好帅
我擦居然有独家消息
太对了哥
红了
此乃虎先锋
排！面！
只要不是只wegame首发，我就冲
成语 照猫画虎的生动解释 哈哈哈
太对了
完全新手是这样了得至少把按键讲清楚
冯总变帅了
排面
说是PS5手柄是没看到飞智特有的手机支架口么。。
搁着谈恋爱呢！
c型手大佬（）
《随便按》
猴子搬来真救兵了
可爱捏
9块9包邮喇叭申请出战
虎先锋
稳辣！
这是叫我们提升一下配置
《秘》
工作的时候称呼我的职务：虎先锋
大佬级C手（doge）
玩得真高兴，我真酸
什么叫排面
还在藏!!!!!
不同的地方都有：指换皮堆怪(doge)
对！
虎先锋中之猫被开盒
随便按，大圣从来不讲章法
西游记确实有很多牛
丸辣 主创亲口说的
既是手段也是目的 这才是辩证法意义上的整体
额
还在藏！
那你下来换我上
卧槽，这是实机？
《古达》
高情商
@罗小黑  看看人家怎么对待猫猫
杨奇不是女的吗？（）
新买了ps5 就等他了
游戏首先得好玩+1
虎先锋您好
我知道为何虎先锋那么可爱了，然来呆萌的大猫是它的原型呀
果然是真力音箱
经典真力
这点斗战神的时候就做到了
虎先锋？？？
杨奇“老祖宗赏饭吃”解答了这个问题
既是手段也是目的，好玩吸引玩家接触西游故事，也完成了传播目的
为什么不能选择呢？
太菜了
应该出个三国题材的
喵先锋
太对了哥
可爱捏
可爱捏
游戏科学，一家为了打动玩家，先做出打动自己产品的开发者，他们是一群不折不扣的理想主义者
这才是游戏的开发！
这才是一个真正想做出自己喜欢的游戏的开发者的觉悟！
菜~
对
细节归细节，但是原神都有
身体后仰躲避
防退款BOSS是吧
第一次玩很好了，我也是女玩家，人生第一次摸手柄的时候走路都成问题，其实熟悉操作就好了
？
给她锁个血
换冰冰试试
最新版本？？
吗喽之神
好可爱
杨奇真的nb
音效确实顶
女权：这个世界太爱男了
真大佬
女权气得上蹿下跳
天理站台
褒姒了
这不是僧面那里吗
支持
啊！
好了好了，到我玩了
祖宗严选
罗技
byd还在藏
疯狂心动
84
好漂亮
我去好好看
防退款boss哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
洛恩佐这次不敢哭了
暗线！急急急我要玩！
张扬把火给我
杨奇：口罩，我不敢戴口罩
讲个笑话：罗小黑
都说了很多次了蓝彩不是青背龙就是没人信，现在好了
第一次接触动作类游戏女记者
随便按，随便按，啊好吧，我来吧……
等等，新华社？是你吗华子
yeahhhhh哈哈哈哈哈！
这仨人姿势站位好好笑
什么叫说你们是，难道不是吗?
要的就是外行哈哈哈
先乐吧，不可乐就太可乐了（
对美女这么温柔，褒姒啦。。
《为什么》
乂，你这！乂！！你看你！乂，这都藏！
还在藏，还在藏！
最新版本？
李佳骐
我来试试
体感游戏
8月20号，你会成为游戏圈大神，我相信
你觉得为什么会让外行来采访呢，动动你的小脑壳就知道了，再看看是谁发的采访
哈哈
我是看视频党
猴哥我爱死了
啊啊啊，太爱了
排面了啊
央妈看到了
经典驴打滚
官方剧透（）
Steam恋爱模拟的tag是真的（bushi）
很有制作人气息
让我看看啊！！
排面
还在藏
南无阿弥陀佛
不搞笑就太搞笑了
这个倒是比较基础的东西了
又菜又爱玩
为啥还要等“一年”啊啊啊啊呵！
哇，这个场景
让我来试试doge
卧槽，我发现了什么
这个场景我直接麻了哦
666
他们用的是什么电视？看起来65寸左右
352打钱
丸辣！
哈哈哈哈哈
警告：含剧透
确实啊 游戏它首先得好玩，如果游戏不好玩 那可太好玩儿了！！
出息了
老祖宗赏饭吃，没毛病
确定不是相亲现场
一丝一丝
好了你快走开该让我玩了
还要藏！
还在藏，还在藏。
我要玩黑神话，我要玩黑神话，我要玩黑神话
虽然说游戏是工业，但是也需要一个把它整合起来的人。
几年不见，冯骥头发见长啊，说明游科伙食开得还行？
随便按？
被小怪打死了…. 难绷…
猫猫一直在，有的黑色猫就不知道在哪儿了
ps5已下载，接近105个g，坐等8.20圆梦。感谢游科。
这是攻，这是防，这是苇名弦一郎
蟠桃
不好评价了
RTS玩家准备出战
"卧槽,尤卡竟然有头发了???"
没事IGN也是外行
74
新华社？？？
“你不该用40个小时去发掘游戏的乐趣”
到我玩了！
新华社？？？？
好像情侣啊
寄
？
手柄给我啊，让我来啊。
太对咯哈哈哈哈哈哈
还在藏！
警惕新型大树守卫
？发量不对
排面！
为什么头发变多了！
FMOD吗哈哈哈
兄弟们，真真真排面了
还藏还有半个小时就到9号了
白骨之后，重走西游！这是信仰！
我感觉应该设置一个大圣难度
完了
首先得好玩！！！！！！！！！！！！！！！
排面
2000+.23:27
比较好奇采访的时间，有人知道吗
这问题真好，鲁豫学一辈子吧
排面
好菜
这是一个月之前采访的
记者完全不懂
随便按
羡慕
好
貌似有一帧卡了一下
尤卡头发比若干年前头上抠泡面的时候长了许多啊
那必须ps5版了
为了黑猴 买了
敢问路在何方
为啥我哭着看完了！
丸辣
game over
？？？
还有藏！？
猴子搬来救兵了
恋爱模拟？
我超，新华社
太期待了！！！！！
哪个是刹车啊 你说呀 老公
都这时候了还在藏！
说得好手段目的都不重要，好玩最重要
杨奇怎么变胖了哈哈哈
最新版本和前两天版本有什么不同啊
大圣，再带兄弟们冲一次吧，打上凌霄宝殿！​
确实哈哈哈，有些声音细节，我还真不一定能听出来
注意前方有一定剧透请自行斟酌
暴打牛头人，满分！
新华社啊 怪不得
还在藏！！！
啊？
是我虎哥不
经典差一丝
dota熊猫
哟，新华社，排面啊
冯总就是不一样，换了我就要抢手柄了
最终预告是这个嘛？
有点甜怎么办
对！直接抓住重点！
单身狗发言
再玩了
古达老师，大树守卫
你这个不行啊，这样，换我来打
要是我去游科参观，俩老板给我介绍，我高低得狠狠的跟他们聊游戏本身，问问小黄龙是在火焰山还是平顶山，问问刚才那个白色葫芦打谁给
很多游戏公司，甚至大厂，都忘记了这点
菜！
不必担心
厉害了啊，新华社也能采访上游科了
灵虚子？
赋予新生命
你知道就好，尤其是我这种手残
这看着像小西天那关，也就是说小黄龙在火焰山那关喽？
你是猴子搬来的救兵吗
怎么可以这样
对！这才是制作组应有的想法！
这也藏？太丧心病狂了…
我走错了……不好意思打扰了
哈哈哈哈已辞退
我管他什么剧情文化，好玩！才是重要
我给九分，后续继续优化
说得好，这才是真正懂游戏懂玩家的
她懂吗
我以为这是实景实拍！！！
太对了
飞智你对得起大家的期待吗？
我
尤卡头发怎么变多了
新华社出息了~~~
我第一次接触的动作游戏是zzz，黑猴是第二款!
感觉气氛有点
好吧
不愧是央视，问题真有水平，回答的也有水平
这就...很游科
再看一遍哈哈哈
我必是带耳机的
风灵月影启动！
啊？
用的测试员模式？
刘易斯
水里，龙宫吗
我一看到冯总就想到方便面
啊？
可爱捏
哈哈哈哈
我不好说
让我玩吧我想玩
兕大王
烏鴉哥
"細,真的細"
这还挡啊
完啦
有水战
完啦
太温柔了，确定为不是魂游
牌面
上楼梯滑步的问题已经被彻底解决了
记者好像不是很懂游戏
排面啊哥
扇子好看
不上真力83系列，委屈了！
廋了
新华社也是好起来了
感谢老祖宗
好帅
稳了
卡总头发比我多
菜鸡
蝴蝶夫人
哪个是刹车
藏藏藏藏！还藏！
无死亡惩罚机制
小羊也是出息了
苇名弦一郎
开场战斗是锁血的
排面
飞智八爪鱼手柄
“有求必应”
第一个女用户
丸辣？？？冯骥亲口承认丸辣！！！！！
太对了！
比熊猫还稀有
完了完了
哈哈哈哈哈哈哈
大熊硬糖上线了
大树守卫
哇哇哇，梦幻联动
你别整那么难玩，我手残
华子的手表
老了好多
哈哈
原神：我不认同
完了？褒姒！
真杨奇大佬
都啥排面啊
让一个没玩过游戏的人来试玩一下，不是正好吗？总不能这个游戏只卖给玩游戏的人吧，不玩游戏的不让买
最新版本？！还在迭代！！！
毕竟是游戏，首先要考虑好玩和经济效益，文化输出只是附带
剧透就不玩了吗？
哈哈哈哈哈哈哈哈
下次来
杜比音效系统已就位
好白的腿
“一定要忘了我，那样你会幸福得多”---《悟空传》
张扬！
审核能不能改一改
这才对嘛，游戏首先就得好玩
葛瑞克的锋刃
还有高手？
杨总真的太谦虚了
看过了，土地公，
还是现实生活舒服 不喜欢游戏虚拟那一套 个人见解哈哈哈哈
丸辣!
企业文化，一丝丝
姐们儿要战斗!
《排面》
这个回答太牛了
可爱捏
稳啦稳啦
稳啦
太对了哥。。 好玩优先
猴儿吃饱
但我是
杨奇大佬
可以预载了！
8月18号可以预载了
他不是个光头吗？
前面的有什么问题吗？让外行都觉得好玩不是更能说明游戏成功吗
她已经上瘾了。。。。。。。。。。。。
卧槽
好了，tm的，该我玩了
到底是新华社的记者
拟音师
虎先锋中之人惨遭盒打鸡（大雾）
明天就发了，你还藏
太细节了
想玩
现在你内行了
第一次看到猴子受击
喵虚子
懂了，有手就能玩
卧槽这壁雕！！！！！！！
妖怪太多确实需要从天上搬救兵的，符合原著[喜极而泣]
菜
别别别
猴头拿来
游科放新实机了，up们赶紧提来盯帧啊
菜就多练
啊？
“曾经是”
来，新怪！！！
牛牛牛
我曹
甜心战士
老戴怎么了
还在藏
确实
太对了哥
排面！！
帅啊  这才是龙嘛~
新华社！
强强联合
IP再不搞被别人搞完了
虎先锋！
这教女友打游戏是吧
梦幻联动
虎先锋！
刹车！刹车！踩刹车！
难度怎么样可不能照顾魂类玩家设的这么难吧
C手
是我了
我也是手柄不行而且我也不擅长玩动作类游戏不过我还会玩的
我君子你也防
新华社居然能请到up真是有出息了
跪着玩游戏吗？
这个做的挺不错的很精良
村长赛高
大佬！
排面了
稳辣！
啊？
元
芝士青牛
啊？
哇塞，排面儿啊，这回真的是国产之光了，全民支持。
已经看过力
卡总呲着大牙乐
卧槽这个画面
菜死了，让我来doge
对对对，比如我
佳琪老师
大树守卫
不是，哥们？
杨老师的黑口罩，我一直以为是长脸上的
大牛守卫笑死了
虎先锋皮套
幽默黑猴批
steam标签恋爱模拟没问题
游戏首先是拿来玩的！
人美声甜
这个记者太菜了，让我来教教她怎么按
你是猴子搬来的救兵吗doge
传下去，天命人出门就被打死了，后面的都是老猴子杜撰的另一个故事。
那个秘之前有剧透，现在感觉自己知道了秘是啥还蛮好玩的
我也是纯小白，但我也愿为了黑神话悟空试试
可以给她整个键鼠，没用过手柄的确实短时间很难上手，特别是按键这么多的游戏
下次找个玩游戏的来吧，太尬
泪目！！！！这才是游戏的本质！
中国首款3a你是真敢说三剑算是完了是吧
出息了
排面啊
为什么跪着玩呢？？？
最新版本
这主持人是个串子
也教教我！
我有预感 游科 会是未来中国游戏的 引路人
越看越气，让一个外行来采访游戏公司，能采访到什么内容？
排面
李老师是8082工作室的创始人之一
这么说ps5肯定爽爆了
敢不敢去矿洞？
恋爱模拟
幽默喇叭
啊？
排面
排面！
因为斗战神是他们最大的遗憾
太正常了
这游戏环境好真实，爱了爱了
排面
冯骥：哎呀妈真菜，哈哈
古达：你好
放开那个手柄啊啊啊
游戏好玩是最重要的要素，其它都是锦上添花的东西
他长的像孙悟空哦
一拳打爆黑马骝
我擦，UP主右边这两位有点东西啊
这么大牌?
哈哈哈
说对了好玩
排面
记者能看出来确实不太用手柄或者不太玩游戏哈哈
为什么不从传统故事里选择？
被打翻的翻吗
首先他得好玩！！说得太好了！
桃子
难受了
这看着就想玩啊
好
丸辣
是我就停下来看浮雕
全程看小羊，可爱
完了？
好好好
有牛
牛逼啊！游戏盲都能迅速上手
第一次献给了官方媒体，谁说不zzzq的。
我们也有自己的大树守卫
小羊简直太美了
修复版吧，期待
排面
执念，斗战神
菜
大佬
菜
还在藏!
猴哥刚出新手村就被教育了
我好急啊
《新手怪应该没问题了吧》
我的2009年产显卡
确实
啊 新华社？
相声要是不搞笑那可太搞笑了
没错，你们就是被它叼打了
太对了
新华社吖……
无敌帧
wow！黑猴出息了！
恋爱模拟游戏是吧
还在藏！！！
和版号寒冬那时候看来，，现在简直是天方夜谭
生发了？
沙僧:大师兄又去天上搬救兵啦！
反正锁血（
游戏的真理
菜
虎  精
哥们压根不玩 只买
体感游戏
官家邀请我们一起直面天命
室内装修可以啊
啊？
太对了哥
武士大将
好菜，让开我来啊
好漂亮啊
“好吧”
老婆提刀在路上了
难绷，不应该派一个懂游戏的记者来吗
新华社真是出息了
新华社！来自官方肯定！
褒姒
浑身都在使劲，左摇右摆，我刚玩游戏也这样，哈哈
wwise
太对了
最正确的回答！！！
哎呀呀！哎呀呀呀！哎呀！！！！
手把手陪练？
这种游戏随便玩两下根本不能感觉到精髓
不懂就别去采访，换个懂行人
杨奇老师！
ps5手柄反馈！
教程殒命第一人
比如我
怎么答非所问了，记者意思是想借西游记题材发挥还是弘扬西游记文化，回答意思是两个都不是最想的，我们第一希望他好玩
哈哈哈哈哈
328那里贵了
等会儿，我火锅鱼呢？doge
大王派我来巡山
怎么答非所问了，记者意思是蹭洗衣机l
爷们要战斗
希望将来能有《山海经》，现存18卷做出来我不敢想。
完了？褒姒了！
主持人真漂亮，喜欢的类型
历史会记住这些艺术家
尤老师是不是植发了？
排面！！！
哇排面
杨奇是戴口罩那个经典口罩去哪了
很真实，第一次玩这种游戏时，我才是真的人机
重点！动作冒险类
ps5有没有适配这些震动啊
喔
稳啦稳啦
好吧
那来干什么
刚才是不是卡了以下
杨奇大佬中年发福了啊
牛老师：我来教教你怎么熟悉操作。
褒姒
有糖可乐和无糖可乐相比之下，冰镇可乐喝得更痛快
c手玩家哈哈
丸辣，褒姒了
关羽原来是指这个
大树守卫
哪里亮了点哪里
飞智的手柄，很好用
菜就多lian
飞智好评
动作游戏就是要按自己想按的键.jpg
排面
烟斗改成不求人了
还藏，一个小片段都不给看看
<最新版本！>
飞智啊
随便按说是
尤卡头发怎么这么多
哈哈哈  还在追牢洛
能不能找个专业的主持人啊
感谢老祖宗
比如我就是横版玩家，一年前还晕3d呢
排面！
这是基础吧
啊啊啊啊我被剧透了
老祖宗赏饭吃，这句太妙了！！！！
不会反击
龙王？
排面
经典体感游戏
这是你赏老祖宗饭吃啊（bushi）
山西文旅你们不来蹭一蹭么
飞智 打钱
中国美术音乐 历史 文化的一次展示
塔塔开
飞智打钱
还在藏！
曾经是，现在下岗待就业
新华社？
我就几乎完全不玩动作游戏，但是必须玩黑猴
“新手怪”
新闻：尤卡接受新华社采访时称游戏丸辣
太对了
老冯植发了？
集美要破防了，黑神话真的有背景支持的！！！！！！！
武士大酱
那不就是喇叭吗 音箱的俗气说法
幽默
啊？
yu bi
玩啦！褒姒！
玩的啥呀，看的我急急急
卧槽
芜湖起飞
太对了哥
居然采访到了！
可爱捏哈哈哈
不是平滑上台阶了！每一步都分开算高度了！好耶
游科牛逼！
阿韦罗跪下，xdm跟上
好玩！！！这冲这句话，我几十年的老玩家也感觉买黑神话值得了！
虎先锋↓
笑死
首次曝光新boss天啊
痛失韩国市场
她眼睛真大
哪里贵了？
只狼全成就玩家请求出战
古达老师是吧
呱！我不要看口牙！
很投入啊~
褒姒！玩啦
好狠的问题
《哪里贵了？》doge
杠什么？扬声器耳机不都是喇叭？
还有高手？
不秃头不习惯
新华社，牌面啊。。。
虎哥
会不会…不会的，40的男人应该已经结婚了。
虎先锋我一眼就看出来是你
