1723774762, 18.899, 火钳刘明
1723780193, 14.219, 年轻的时候是真帅啊
1723780927, 164.121, 二仙桥大爷呢？
1723781497, 58.001, 火线刘铭
1723781915, 136.305, 这句话改成 当高楼拔地而起 建楼的人买不起几平米
1723783851, 160.487, 雷姆了
1723784495, 90.786, 看好了，小子，硬币之力就是这样用的
1723785546, 111.692, 他们三个一直都是很会填词的
1723789646, 55.859, 良作无人
1723790128, 172.998, 往前看
1723793615, 71.448, 《铁路沿线》
1723793771, 24.293, 嫩的出水
1723794188, 13.235, 欢迎收看谭谈交通
1723794217, 28.577, 到二仙桥
1723797110, 6.311, 好帅，好帅！
1723797362, 24.059, 帅小伙啊我去
1723798794, 87.566, 春风只会吹拂属于春天的花草
1723798855, 88.293, 而太阳普照大地才是真正的伟大
1723800047, 72.801, 一直在去二仙桥的成华大道上
1723800181, 49.691, 这就是我的替身能力：能者先赏！
1723800423, 59.435, 依旧没有江郎才尽的百万填词
1723805845, 73.059, 从交通中看到普通人的无奈
1723806163, 114.375, 人民万岁！
1723806692, 36.819, 百万填词
1723806808, 104.211, 百万填词
1723807319, 16.757, 《普通》
1723807683, 64.551, 良作无人
1723807717, 13.299, 警光好
1723808552, 78.539, 歌词绝了
1723808649, 46.049, 命运之轮重启
1723809080, 4.019, 欢迎回来
1723809187, 28.345, 神填词！！！
1723809904, 84.539, 人民万岁！
1723810019, 161.674, 丢掉幻想，准备斗争！
1723810044, 166.994, 清凉的晚风轻轻吹过，平凡的齿轮缓缓转动。
1723810592, 79.589, 火钳刘明
1723810927, 104.892, 豪庭，莫名感觉如鲠在喉。
1723810975, 20.019, 从人民中来，到人民中去
1723811671, 16.179, 川岛警官
1723811908, 107.595, 《寒冬》
1723812113, 38.439, 百万填词
1723812155, 66.019, 发现宝藏（埋进收藏夹）
1723812274, 173.285, 别回头，往前走
1723812314, 73.415, 良作无人知啊
1723812322, 25.964, 从人民中来 回到人民中去
1723812566, 35.727, 支持b站活字印刷的文艺复兴！
1723812578, 177.812, 百万填词
1723812761, 51.518, 百万填词
1723812815, 113.559, 卖炭翁
1723812847, 120.903, 这两个币就给你了
1723812869, 140.872, 不需要尖锐的讽刺，生活本就是一首悲壮的讽诗
1723812990, 3.959, 《没走斑马线》
1723813009, 135.935, 未来谁都不清楚，只能苟且活过当下
1723813185, 139.12, ↑和回忆过去的美好（如果有的话）
1723813560, 49.317, 从人民中来，到人民中去
1723813637, 155.857, 占领无人区
1723813674, 60.459, 这是我记忆里的b站
1723813905, 120.85, 对啊，难道我能逃吗
1723814136, 12.539, 帅小伙
1723814346, 12.708, 出音味来
1723814824, 77.627, 蕾姆了
1723815399, 115.703, 可就算明天真的不好，难道我能逃吗？
1723816384, 80.299, 古法调制
1723816398, 18.819, 科目四一遍过
1723817571, 67.731, 我也是好久没见这种视频了
1723819217, 169.779, 《灰太狼，也没过时》
1723819311, 57.289, 火钳刘明
1723820023, 0.35, 看完之后，泪目了
1723820326, 40.899, 百万填词
