《急急国王》
《黑神金吗喽》
丛林土鳖
进度条警告
鸡大
牢大来了
这是猿神
？
《黑设会悟空》
《黑社会悟空》
最早的一次
神经，害我蚌埠住了
非暂停画面
《通关文牒》
BGM：梦幻西游的江南野外
还是没做
《打秋千》
（哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈）
我真无语，我在玩太空杀的时候就放鲤鱼玩游戏。他们竟然说我幼稚。
丛林土鳖
吉吉国王
《刀刀迁坟》
打哪呢（doge
用岩浆烫烫，还能吃。
[OHHHH]
梦幻西游的bgm
满屏都是弹幕
他他是这么个意思吧？啊，不是悟空猴吉吉吉吉是猴子，他这么玩是吧？讲什么就这么玩是。吧啊？
省流：牢大
我老是听成冥币
《光头强》
这是卖到正版了
没气了ff
不是你真有啊
你是我见过最菜的主播（不爽脸）
1
被肘了
看封面就知道不简单
《黑神金：吗喽》
黑国王吉哥
你知道我大晚上憋笑有多难吗
一个好游戏在你的解说下变得十分乏味
《西游记》
《西游记》
哈哈哈
多兰棍
《西游记》
你解说看得我好着急
小黄鱼
man搞芭蕾
这个加这个能不能站着把经给取了
震惊的驴
《打秋千》
省流不了自己看
[前方高能]
我就知道肯定会有
《打秋千》
可爱捏
（王者荣耀）
笑得我肚子疼
[ohhh]
黑JJ神话
你变成黄花鱼了
肯定是给官方提建议，要等几天就会有短信了
我一个都超级联动
高能君绿色
要素过多
坤坤国王
其实并从惊坐起，竟是奇迹和光头强
这啥啊这是
这啥啊这是，啊？
《绷不住了》！！！
每个时空的老大都会来到这里
勇敢勇敢我的朋友
[ohh]
《农场主》
我全都忘光光了
最早的一次
小公主殿下立正了（MIKU蓝）
英文版本的就是好听
感情未来是初音未来啊
早晨
这个重击，我想到青衣了
《王者荣耀里的音效》
肥料掺了金坷垃～能吸收两米下的氮磷钾！
6666666666666666
我去！初音未来
取金（确信）
劳大小曲
王者配音
地铁跑酷
彩笔
巴德的木灵
梦幻江南野外的bgm
居然不是葫芦娃
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈啊哈哈哈哈哈
镜头语言
？
完蛋
你以为是坤哥，其实是昴日星官
黑神金：吗喽
？
要素过的
丛林土鳖
八号打假赛的提前倒下
迪克
黑神话吗喽
.0
完了 给鱼找到老家了
2000人陪我赤食
强三藏
6
《打秋千》
吉吉国王
别刷屏哦，刷屏妈妈会炸
因为悟空是石猴
给我创逝了
多行不义哈哈哈
盲猜葫芦娃
奎爷？
太正宗了。
前 锋
难道你还渴望 ，Boss是熊大吗？
我要死了，要被笑死了
神金
[ohh]
黑神话马喽（悟空有神器）
晾衣架被李奶奶拿回去用了
，你就别爆米花vh'c
不是还真有熊大呀？
不应该是熊大吗
2000人+
列车来咯◢▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆
列车来咯◢▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆
列车来咯◢▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆▆
我还以为站着个光头强
鬼畜区新素材预定
此处应有弹幕
坠机了
肘击
杂交品种
这不就来钱了嘛【鲤鱼音】
————————————————————————————————————————————————————————————————————————————————————————————————————
猴哥得吃了
《骨科》
高达
空屏不可占领
谁还记得那个魔豆的童话故事
参见，公主陛下
叫鸽鸽
你不能杀生≠我不能杀生
我那个黑熊金熊二啊
黑童话悟空
《Epic Game Inc.》
中间这个蕉宝跳的就是堡垒之夜双绑账号后送的舞蹈
你不能拿≠我不能拿
虫二
我不可以打老爷爷吗
u1s1战斗机制能爆杀手游了，反馈细一点多做点出招表真能当独立游戏了
森林普遍。
绷不住了
《黑神金:悟空》
骷髅王袁术
杂交游戏
少儿话悟空
《打秋千》
《小黄鱼》
汉堡
丛林土鳖
今日我和吉吉国王一起进宫
最早的一次
已经开始笑了
《开放世界》
电锯人的锯子
爆率真的高
舞王僵尸
monkey brother monkey brother~
Tomorrow everything will be fine
monkey brother monkey brother~
monkey brother monkey brother~
撑不住了，家人们
monkey brother monkey brother~
monkey brother monkey brother~
但是云
monkey brother monkey brother~
monkey brother
白龙马牌电动车
《尿急国王》
聚聚爆（即答）
真·黑神话悟空
jak12，启动！
哈哈哈哈！
Spider bear
足力累老人鞋
戛然而止
黑脸金发妹
成分复杂
3400招四杀生仇恨
[ohhhh]
前面的区域以后再来探索吧（派蒙音）
确定他说不是芒果不拉了
黑神话吉吉
哆啦A梦的道具放大缩小灯
以猴子大招控的时间都长
鱼•蒙
黑社会 悟空
也没说他是不是没金箍棒的？
绝绝子
你即将涅槃重生
初音菩萨
《黑神金：吉吉》
我去，我去，太热了，太热了
最早的一次
哈哈哈哈
《夺宝幸运星》
鲤鱼是傲逼
吉吉国王：亻尔   女子
小黄鱼
.
天才
一股强劲的音乐迸发出来。
拉丝了
外道魔像
You are so great～
诶
丛林土鳖
哈哈哈
[ohhhh]
黑神经，悟空
打秋千
？？？
死了
吉吉国王：若只
建议使用4090显卡
zhu
黑 梗 化 悟 空
man
劳大（幻想）
歌词烫嘴。
积极国王
服了，乱套公式
啊？
上体育跑步的我（doge）
王者荣耀，绷不住了
观音有美元
无尘
黑神话吉吉
丛林土鳖
难崩
米娜？？？？
丛林土鳖
yyyyyyyyyyyyyyy
这下我就有武器了
6
别搁这刷小黄鱼了鲤鱼明显是想站在他头上。
黑神吉吉
《虎    先    锋》
《斯了》
狗熊领马喽
[ohh]
丘丘王
阿斯特拉！！！
假的
从林土鳖
黑神经吉吉
黑神话悟空之，吉吉历险记
马喽
《黑马喽：吉吉》
5
[ohh]
因为是抢先版
[前方高能]
2000万哥布林族人们
唯一真神！
提示，这个是五个弦的，所以是bass（bass笑话
奠棍
telecaster…
黄猿
丛林土鳖
黑笑话吗喽
原神爬山现状be Like：
黑笑话：吗喽
黑神话   妈喽
《闪逼贱》
丛林土鳖
《魔礼海》
《白神话：悟空》
我嘞个初音未来啊
这不，坤坤国王吗？
元梦之星
最早的一次
黑笑话：吗喽（房主有神器）
丛林土鳖
千本樱的小曲
《269KB》
太正常了
白笑话吗喽
孙悟空
白笑话吗喽
被强碱了
太帅了！！！！！！！！！！！！！！！！！！！！！！！！！
seiga～
银币是100个铜币
初音宝宝！！！我的！！！
没人？
疑似鬼畜区奇才做的游戏
那2000+人出来呀
注意看下面请勿商用
？？？？？好炸裂
这是无尘吗
？
《黑（神）金：吉吉》
丛林土逼
恐怖黑神经悟空一命速通
《散兵》
《原神》
*我再也不相信你了
《古董商》
这衣服上的徽章是我学校的校徽!
我去
（劫匪熊二）
老大！！！
哒哒打滴打打
最早的一次
杰森不是我爸吗？
熊二羊为了
[前方高能]
[ohh]
《小黄鱼》
《Mon》
丛林土鳖
You are some great~
Monkey brother monkey brother~
You are so great~
Monkey brother monkey brother~
大黑棒悟空
《黑神话：马喽》
郎中乱入
《小黄鱼》
（沙雕大侠）
波巴费特
啊哈哈
[ohh]
黑神话吉吉
最早的一次
黑神话马楼
最早的一次
[前方高能]
[前方高能]
感觉包含了我们动画片的回忆
怎么感觉是一个游戏？包含了我们这么多的回忆
笑死我了
曼巴汉堡店
老八饭店
禁止空瓶———————————————————————————————–————————————————————————————————————————————————————————————————
翻译：懒得做
翻译机
丛林土鳖
小馋鱼
吗喽（即答）
丛林土鳖
[ohhhhhhhh]
最早的一次
[ohh]
最早的一次
傻子鲤鱼
《筋斗云》7
十年熊大申请出战
我们那个《熊二》啊
吃饱了！！！！！
逆风可以让我飞的更高
逆风可以让我飞的更高
我嘞个吃饱了
黑神话悟空
追追爆
出声未开
[ohh]
大裤头露出来了
这辈子就知道个原神还怪自豪整上个红字了
猪猪侠j
郎中粉狂喜
因为你是鲤鱼
你说你不想在这里我也不想在这里
马里奥里面的食人花
前面有个大香蕉
奇奇国王
愤怒的小鸟啊
啥？
人机鲤鱼
黑神话吉吉国王
[ohh]
熊二:好强劲的攻击 我的生涯一片无悔
《似了》
马咯哦
雕像先锋
好机会！我入！
一股强劲的音乐响起！
中外合拍西游寄
whzy
打仨白骨精
柳神
《货斤》
唐僧：我吃柠檬。
温馨提示：郎中在直播时也玩了这个游戏哈哈真的能笑死我
《西天买金》
鲤鱼，求你快点吧
街舞
要不是我看了他是主页，我都不敢相信这是鲤鱼
最早的一次
一睹芳容
[ohhh]
《黑神金吉吉》
当你在打高脚鸟的时候，现状
光头葬
黑历史
你这都玩了一遍了，好多东西都解锁了，非要硬装第一次打开？
[前方高能]
《璃月》
怎么坤坤不见了
作者：啊你就说这个有没有猴子吧？
买到盗版了(确信
骷髅兵
妈，猴哥。
防空屏————————————————————————————————————————————————————————————————————_____________________________
最早的一次
防空屏————————————————————————————————————————————————————————————————————_____________________________
防空屏————————————————————————————————————————————————————————_____________________________
现在的鲤鱼啊
想起了一位故人
梦c吐了，梦c卡。
啊啊啊啊啊啊啊什么鬼东西啊？？？？？？？
啊啊啊啊啊？？？？
《上线就送三连抽》
去吃汉堡啊
这里有猪神吗？
《Monkey brother》
猴哥猴哥~
给我看红温了
王者荣耀的音效
我嘞个大乱炖
《黑神话码蝼》
这不，坤坤国王吗？
《秋千》
《打秋千》
逆天了
黑神经悟空
此处无声胜有声
黑曼巴神话
糖分超标了
《黑神经•吗喽》
那个“贼”第一眼看的是鲤鱼
￴ ￴ ￴￴￴ ￴￴ ￴ ￴￴￴ ￴￴￴￴ ￴￴ ￴ ￴ ￴￴￴ ￴￴ ￴ ￴￴￴ ￴￴￴￴ ￴￴ ￴ ￴ ￴￴￴ ￴￴ ￴ ￴
￴ ￴ ￴￴￴ ￴￴ ￴ ￴￴￴ ￴￴￴￴ ￴￴ ￴ ￴ ￴￴￴ ￴￴ ￴ ￴￴￴ ￴￴￴￴ ￴￴ ￴ ￴ ￴￴￴ ￴￴ ￴ ￴
小黄鱼
阳光彩虹小白马，滴滴达滴滴达
WeGame版（doge）
吉天大圣
还是我坤哥厉害
黑神金   悟空
红温了
《打秋千》
大马猴子
[ohh]
顶上化佛
會唱歌的食人花六
———————————————————————————
蚌埠住了
因神話悟空失落的小鳥版
谁还记得他要打熊大
难得能看见鲤鱼的视频里有这么多人
大家都在啊
这么多人是吧？
[ohh][ohh]
被蠢哭了
《小黄鱼》
吉吉猴王
鬼故事进度条
光头强哈哈哈
《黑神经马喽》
他甚至还补了三刀
春秋蝉
漏气了
黑社会悟空。
13号星期五
[OHH]
[OHH]
[ohh]
自产自销
狗熊岭马楼
好几辈子没看鲤鱼了
《白笑话 吉吉》
急急国王
巨人城废墟
clock up
小黑子
丛林土鳖
这下我就有武器了（doge）
看内存大小知结局
这下我就有武器了（doge）
哈哈哈哈哈哈哈哈哈笑死我了
我嘞个初音未来！
04:24
小黄鱼
我勒个大唐盛世！这个怎么还有初音未来呀？
小黄鱼
解锁俯瞰点
2000人在  4:12的   报道了！
[ohh]
小黄鱼
我都多少人？
头一次见在这里面输的
黑笑话：吗喽
《成猪票》
快乐多
《打秋千》
正在看的2000人发个黑悟空
四了(确信)
《兄妹恋》
丛林土鳖
最早的一次
？？？
我去！
大香蕉一条大香蕉你的感觉真的很奇妙啊
大香蕉一条大香蕉你的感觉真的很奇妙啊
大香蕉一条大香蕉你的感觉真的很奇妙啊
大香蕉一条大香蕉你的感觉真的很奇妙啊
大香蕉一条大香蕉你的感觉真的很奇妙啊
大香蕉一条大香蕉你的感觉真的很奇妙啊
黑 神 话 米 科
好萌的初音！！
哎呦我我去！！初音未来
[OHHHHHHH]
成分复杂
对不起，我没憋住。哈哈哈
《私人私亡音效》
温馨提示，进度条。
我还以为我点错视频了
我还以为我点错视频了
《荒野乱斗》￼
自己先拿一叠
龙王：快去吧，孩子待会不要再来我这了
（突然想起了叮叮猫
香蕉精
黑熊打骷髅（登录送喷气背包和100抽）
死的还挺妖娆的
梦幻联动？
你干嘛~
猴哥最近学了少舞
霍金
鸡斗云（like）
大闹虎宫？
丛林土鳖
快叫如    来   佛祖！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈气不辣的瑞二手拿的～～～～～～～～
哈气不辣的～～～ ～～
哎呦我去，
省流：丛林土鳖
小黄鱼
狗熊岭病毒危机？（确认）
黑暗版吉吉麻喽？（！。！）
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈嗝
飞舞
哎呦我去，哈哈哈哈哈
绷不住了哈哈哈哈
原里神气
？
塞尔达传说
黑的
八
《土鳖疯》
黑色
mo si te ro mo si ta
原来鲤鱼越王原神
杰森乱入
要素过多
深渊法师(确信)
你还食不食人了
播音未来
歌姬！！
波音未来
漫威孙悟空
马喽
帕派瑞斯的红围巾
防空屏—————————————————————————————————————————————————————————————————————————————————————————————————
众神归位
无处不在的ut粉
这作者没事吧
小黄鱼小黄鱼小黄鱼小黄鱼小黄鱼
《吃饱啦》
大嘴花
《黑神经：吗喽》
萎了
软了
丛林帅哥
黑熊岭神话
丛林土鳖
梦谁吐了梦卡
防空屏—————————————————————————————————————————————————————————————————————————————————————————————————
黑神话马楼
两分钟还热乎
马里奥乱入
宝可梦乱入
龟大师
大香蕉
我去千本樱
屁股喷火
66666
牢大
《小黄鱼》
这是造梦1的音乐吧
可以上天了
可以上了
该罚
关于猴子参加残奥会的故事
666
真龟兔赛跑
晾衣杆等于金箍棒
白龙牌小电驴确信
龟兔赛跑
唐三葬，葬天，葬地，葬众生
《黑笑话·吉吉》
黑社会悟空
真绷不住了
末日铁拳
[ohh]
难他天
《打秋千》
[ohhhh]
恐怖交易
八戒等于男神
倒头就睡
老
《关于武器等于香蕉皮》
fufu
欢迎你
难他天
黑神话   吗喽
终于“黑”点了
[ohhh]
小脑给我整萎缩了
这不俺强哥吗？
《窜天猴》
英文版猴哥
黑神话吉吉
唐僧：6
5号化合物
火车头
黑帮摇
《最好笑的一集》
《GG爆》
《打秋千》
似了(确信)
黑曼巴·牢大
一睹芳容
变fufu了
小黄鱼
《女朋友》
《打秋千》
？？？？？？？？？？？？？？？？
奎师弟
土鳖先锋
《打秋千》
狗熊岭·吗喽
吗喽
我去，还能看到半球
《狗熊岭吗喽》（确信)
丛林土鳖
好神经，但我好喜欢
好烫啊。
吉吉大圣
因为牢大在这
GG爆
不是你怎么认出来的哈哈哈哈哈哈哈
偶哦哦哦哦哦哦哦哦哦哦哦哦哦哦
亖
让你不捡铜币
[ohh]
怎么一个铜币都不吃啊
防空屏—————————————————————————————————————————————————————————————————————————————————————————————————
丛林土鳖
郎中！！！
《符合原著》
《师傅没摔死吧》
误入大电音寺
《悟空千万别杀生啊》
。
《狗熊岭》
？
《打秋千》
树界降临
德鲁大叔
哈哈哈
丛林土鳖
《黑申金》
这样我就有武器了蒙谁卡猛C卡咔咔咔咔咔咔
蚌埠住了。
这个不是bug要推进剧情才能拿金箍棒
不堪一击《》
还 鞭尸
可爱捏
变声期
用缩小灯也能解决熊大
大型纪录片之宅男任老婆
暗区突围！
冷知识:没人在意你是第几个看完的
kmg
大学生毕业设计
《猴姐》
永劫无间
丛林土鳖
挥刀闪避不就行了吗
进击的熊大
返璞归真
《打秋千》
[ohhh]
《黑神话吉吉》
《269Kb》
《诛八界》
《立了》
幻影忍者前情提要
————————————————————————————————————————————————————————————————————————————————————————————————————
丛林土鳖
《歌词烫嘴》
丛林土鳖
玩尬的事吧
最早的一次
哈哈哈哈哈哈哈哈
爆金币了
《打秋千》
丛林土鳖
哇哦
（赏个三连）
如果我记得的话，应该那个那个杰森呆呆的地方需要水娃
黑动画:卡通
小时候装孙悟空的我
以为是真的，果然还是假的
小黑子
结果打开是性能测试工具
————————————————————————————————————————————————————————————————————————————————————————————————————
黑曼巴悟空
突发恶疾的花
小黄鱼
《小黄鱼》
《小黑子》
出来了
坤坤国王
最早的一次x1000
注意，这是游戏自带的音乐
最早的一次
愤怒的家qiao儿
最早的一次
火车头
《英文名:blackwukon》
菜比东西
奇奇国王是不是国王？所以他是侯家国王
黑神话悟空就是这样
黑色的
不敢下去
《上吧，猿魔》
不是咸鱼青春哥，差评
这个模型……
《古董商堪比监管者》
左上角鲤鱼新表情包
吃饱啦）
《真·吞食花进行曲》
黑马楼吉吉
牢大！
那个不就是战神吗
普通孙悟空
Black ！！！
大骷髅掉骨粉
吉吉国王
愤怒的小鸟
小黄鱼
假的
大象脚～～一条大象脚～～
野兽先锋（大悲）
笑死我了
买个爱豆肯定喜欢
泰克胸甲
《电锯惊魂》
小黄鱼
喷他q
黑神话玩梗
黑神话悟空正式版发售前11小时前来考古
全是牢大
最早的一次
尾巴
黑曼巴悟空
牢大
[ohh]
BGM好听
第5人格玩家：看抬手，这个我熟啊
《骷髅英精》
666
大手笔
阳光彩虹小白马~
《街舞》
《秋千》
《抢票成功》
《全明星悟空》
皇帝的李奶奶的晾衣杆
《Gg爆》
成分复杂
成分复杂
前面的，你自己有雄心壮志，你去做你觉得有意义的事，不要来恶心正常人，还有，你字打错了，应该是地，不是的，回幼儿园多读几年吧
