一脉相承的劳保精神
比如第一章
猴子猴孙都没了啊，他得多痛啊
鲁迅也干了！
战歌！
广智铠甲，合体！
哈哈哈
可大圣重来没有战无不胜啊
六耳应该代表着悟空为了融入编制，舍弃了过去，但结局还是被操控
没错了
卧槽
打完结局过来继续看
哈哈哈哈哈
手还老动来动去，手柄锁定，追着跑了好久
有打坐 哈哈哈
片尾曲：《未竟》，取自伟人的一句“歌未竟，东方白”，还得是伟人啊
这种对比跟全部外国最强对比中国一个国家一样
哈哈哈哈哈
太棒了
还真是233
此处想到一个阴谋论up
靠吃人换来的荣华富贵，长久不了！
他不是中国人
这段对大圣的刻画，你猜外国势力为什么要急？
销量那么的哟有一部分和游戏没有关系，是奔着国家宣传的文化输出，没这个谁买他
重走西游
真结局片尾曲是《未竟》
说反了吧哈哈哈
叮一下，都试试
弦一郎弱葫芦
这个体量 268 真的便宜好吧
这个视频牛逼！！我太喜欢了
这儿我都哭了，光这个场景不够说明，前一章太压抑了
百眼魔君！！！！！！！！！！！！
完全讲完了
应该不是一开始就做局，大圣并不知道金箍还在，但是当金箍出现时，他愿意兵解从入轮回，才让杨戬感到不解，所以留下心结
太对了
因为黑风山土地背后是菩提啊
但是多周目就不行了吧
奥日
单机游戏有名气和赚钱，赚麻了
若不穿上这件袈裟，众生又怎知我尘缘已断，金海尽干
神之手是我第一个通关没爽够立刻开二周目通关的游戏
支持！
？
在我们这，供完了可以给自己吃，不耽误。
卧槽，还能有三阶段我去？！
不许平凡！
原著的设定跟游戏是相反的啊
那不对啊，，他们咋都叫杨戬大哥……
这里从左到右，百眼、黄眉、二郎、黑熊、黄风
没讲完不是更好，后面还有的玩啊
3.2万亿
你也知道你才花了268啊 这个体量还不满足？
索敌有问题，别的倒还好
云宫迅音
哥们，这是艺术!
这个时候影神图又不是假的了？
投币了！！！！！！！！！！！
虽然兄弟不在，但染血的刀剑证明他们来过
前后矛盾那叫吃书
序章暗示得挺明显的，例如二郎骂狗
剧情很好啊 最初想救大圣慢慢成为了大圣
纠正，是（大）圣·遗物
才80亿吗？美国不是有3.2万亿华人科学家吗？
哈哈哈，好怼
大石敢当我RNM
心猿的二心而已，严格来说两个都是真
星爷：好在我们拍得早
这个节奏是最逆天的，我两天玩20个小时才刚到第三章，就一堆人讨论结局了
你这AK47是附了啥魔这么NB
文学写作有一句话-写景实写情。诚不我欺
袁洪
故事新编封神了
buy了buy了（doge
每个人玩到这段都会回头找这小弥勒敲一敲踩一踩
诶呀，虚空卡比兽说~
这个问题其实魂游也存在，尤其是血源里
up如果是对原著讲这些话，那有点过度解读，但他此时是根据游戏给的文字段分析，要理解话指向的内容
我是扣分制，但我觉得战神也不是满分啊...
法环：你猜猜我讲了些什么？（）
又爆料说两部dlc，一部补充剧情删减部分，一部讲后续闹天宫
哈哈哈
完不完整另说，dlc打天庭和灵山必须有啊！
改编基于的逻辑是什么？如果脱离原著，那还需要改编吗？
总体体量已经超额了，有余力做减法
霓虹退下，这次换你旧爹来战
现在已经2000万了
哈哈哈哈哈哈哈哈，当时我还吐槽了
请问借鉴是什么意思？难道主创不知道这个词？
谁送我我就趣她！
这就是  张麻子 最后独自的骑马背景
wegame上 酒=甘露，鬼=卫，up什么时候说说呀
啊？不会是杨戬好测试吧？
真是看多少遍都一身鸡皮疙瘩
游戏里彩蛋可不少，光八戒的互动台词可就不少，游戏细节特别多
哪吒哪怕出了boss也会变成自己人
这不是对美术的要求了，是对导演的要求了
就知道是对马岛
真的看懂了吗 黑子们？？？？
找回初心！
捉了一个半小时蛐蛐，最后查攻略说是检定我气力艹
扯半天 都是主观评价
中国的孩子日常要和全世界孩子的优点比较
很多都不敢投入资源
什么事情都得讲证据，黑猴发售漫天遍野的正面宣传，难道是水军干的？持疑
先好玩吧，不好玩就太好玩啦
外国人？外族哥布林！
这剧情还不好  真看懂了吗那些人？？？
啊，感觉没白衣难两次过，白衣卡我一下午
观音派熊去杀猴子，我感觉不可能是观音。
现在看来，不逞多让
玩到这我就彻底觉得西游记和黑猴里面天庭和佛都是敌对方了
这电子榨菜太给力了！
区区一小时
哈哈哈哈哈哈
那外媒评价是基于什么呢？你都没说到点子上
这里我还是不赞同杨戬有演戏，他明确讲了是在打完大圣后才理解大圣的，因此帮助天命人
我第一次带金箍结局我就是这么理解，md打完游戏发现网上跟自己格格不入
所以这个设计就合理？
反正别管能不能反抗成功，可以肯定dlc敢出天庭和灵山，那必然杀光
原剧带紧箍也是金蝉子／观音
很中肯
水军好歹请些大UP吧
这些基本都是op区up
黑风山一堆白骨，全死在幽魂手里了估计是
确实
真讲抄袭的话，单机游戏谁敢说自己是百分百原创
第九大互动
加一个亢金龙，迷之判定
投机都好难躲
你终究不是他！
同感
90
片尾卷轴是真的nb
黄眉这个BOOS战真的神还有大圣那个
应该有亚瑟下雪山那一段
这就是西游的风格
全体起立
不能真的很强
借你吉言！等不及后续故事了！
对的对的
只要有大圣的精神，谁都可以是大圣！这游戏说的就是这么简单的一件事！
场景太真实了，到处可以拍照，虽然我还没开始拍。空气墙是有的地方太靠前了，在往墙壁里去一点就好了
怪不得小生使出本相
怪不得小圣使出本相
《元》《原》《猿》
哥哥们，饮了这杯，我们一起打上阿美莉卡！
一代人有一代人的黑子，那个时代的公知更是不少
突然就有点期待多年以后的黑神话悟空重制版了
所有游戏不包含中国人比也是一种比法，这样子黑猴也不弱啊
4000其实就不如随便买个4060的机器了
石锤观音呗
坏了 我是真的觉得差不多
点名带节奏mxz
我觉得黑猴每次打坐就很有感觉
你可以线我来个6部曲的 我很期待
牛哥
我觉得黑猴开场也不错
手柄都比这便宜
黑手道人你不打他他会自言自语，说大哥让我在这等天命人，这么明显还需要争？
我觉得有些地方还是调动了
不白过场长廊是真tm牛逼
这话多说，爱听
育碧巨献
不是，只能说布局的准备工作做完了，但是之后呢？
写申请书了吗（狗头）
空气墙有个很简单的处理方式 就是放障碍物
都是梅山七圣的人！
我是真觉得空气墙无所谓 有些人太夸大了
以前大闹天宫更多是为自己，这次是为天下众生
但是没五蕴我怎么打杨戬？
你再猛的boss在我满级的菇男精魄面前，也不值得一提
这里指正，第六根在杨戬那，真结局的区别就在于有没有拿到第六根
找作者买版权也算蹭？
哈哈哈哈哈哈哈
？
哈哈哈哈哈
95
别别别 说的人可害怕
当时我还没懂谁是大哥
我个人觉得9分 有瑕疵但依旧是好玩
一周目大头足够了，后面周目不缺了
美蛙鱼头？你挣的这些是要开多大的店啊？
100多人做出这个作品 我觉得世界第一也没啥毛病
一周目确实幽魂最好用，二三周目用什么都差不多，高周目只能用强的
哈哈哈哈哈哈
香槟党秒变保守党
等了四年了  都搁哪憋着呢
哎呀，第一次听到家乡波月洞
大表哥不服~
有个外媒说《多样性差》我直接就笑了
鬼鬼，你这洗白的功力我是认可了
我觉得9分
这个确实，连搅棍太容易断了
抹黑者其实也能靠抹黑悟空吃口饱饭
我魔音你当我是摆设啊？
为式对比法
哮天犬：啥？我能跟哥单刷一样的怪？
"武器越怪,死的越快"
只能说赛博唐僧太多了，对别人慈悲。对自己人刻薄
而且单机不存在激烈竞争，是可以共存的，你做得好玩家是都会买账的
我都穿上这身衣服了
国外媒体急了~
xqc能给高分的游戏可真不多
亢金龙主要是太好看了生气不起来
毕竟猴哥临死前跟他说了
劈棍更难受，那么大前摇打空
r星太强了
三部曲可以
我靠 我都出钱了还叫啥精神股东
都拿顶尖来比较
嗐！这些话术，耳朵都听出茧子了
西天想要一个没有意（反抗意志），并且还带着金箍的斗战胜佛
黑子根本不懂 都没听过这些游戏 连steam都不会下载注册
对马岛的开场是真的无敌
大石敢当堪比混沌温床
总共就六周目，解锁大圣模式后当然就是纯挑战了
神话版：相信后人的智慧！
我直接掘地三尺找boss打（不过实在找不到大石敢当）
我觉得96分合理，作为中国人，情怀再加4分！
一个游戏首先要卖得好
当和这些作品来对比，说明其实已经坐的很棒了
手游死了几百个才会出一个爆款，而且手游赛道已经满了，开始下降了
还真是的
开场二郎神和四魔将那边有啊
虫总长很强范围大前摇短伤害高
M表示很爽
M表示很爽
这个能避开？我以为就是金演出用的
3a这个概念就是这么来的
+1偶尔用出来，基本用不上
简单明了的懂了，果然国产游戏还有很多路要走
印象最深就这段，可以到小西天内部去走，很有意思
正好，有脑子和没脑子玩出来不一样的体验，哈哈
确实，我当电影看一个UP的全集视频，太好看了˙ᗜ˙
确实，对马岛细看都不行，但审美巨高让场景一眼入魂
"有人用捣蛋流打二郎神,然后这个b来一句真让我欢喜,我是绷不住了"
典型的全世界就只有中国和外国
就这？？
哈哈哈库狗
？？？
"确实, 根据他这个台词, 观音就不是幕后黑手"
没什么感觉
这不是演出么？
上来就给boss磕一个，希望他打我的时候轻一点
可以上人
@罗恩做
也不一定，鬼泣卖得好，但永远难产（悲）
"确实, 二阶段我已经在骂了,来个三阶段还得了"
"可惜这些喷子也都不会进来看这么长的视频, 所以有时候和他们辩论感觉挺无力的"
你这猴子真令我欢喜！
龙信体验也是独一份就是除了战斗手感各方面都缺，缺怪缺叙事缺
这位更是重量级
自动锁定打不到炉子
"确实, 数值真的合适. 不像很多其他游戏动不动后期boss一刀秒人"
FF7有话说
86改的也挺多
"当时手都给我按累了,这设计肯定是哪里有问题的"
西游记的传统文化都没有黑神话高
当我打过二郎神在打大圣，我觉得还算容易了
第四章明显留扣子了，就是五六两章流程毁心流打到结尾真的是被塞住了
我终究是要跌得粉碎的
我觉得可以有（
对马岛骑马从芦苇里自己操作太爽了，感觉清风拂面神清气爽!
太对了
难绷
确实
年度最佳难道不配么？有什么可笑的？
仁王了解一下
妙音
当时围剿猴哥的五个妖王，每一个都能让猴子吃苦头
虎哥小黄龙，多玩玩就过了
前期的地狼广谋完全不输的
我看了很多天这些评论很奇怪的一点其实就是：大圣为什么不能谈恋爱
看了下防御值的研究测试，中后期完全无需抠幽魂那点防
我有虫总兵后把大头换了
呐，这就是专业
刚刚通关，来补视频
这不得放个伊鲁席尔？
当然完整但我还是希望出dlc，要不就赶紧出2
不回山里了
为啥杀狐狸，狐狸不死，咋保得下小狐狸
”这小小的北京城，针插不进，水泼不进“
神中神
场景切换这块儿确实能更好
目之所及，皆可去得！
逻辑清晰
这里点名一款648游戏
起来传火了天命人
广智救我！
R星游戏其实和罐头没啥区别
没错，取经路上二郎神还帮了猴子，猴子也管他叫大哥，他保住了花果山猴子猴孙，所以猴子挺感激他的
二郎神小说里也和猴子关系很好
你评论区的人很多。但是steam在线也不是吃素的。已知玩家们都在玩游戏，那评论区里的都是些什么玩意呢？
哈哈哈哈哈哈
是唐僧，也就是金蝉
黄风大圣的处决比我帅多了
白浪蛟？
三次过，不难
最后从花果山山顶出来美爆了
残血看到二阶段我就破防了
有定风珠不用是吧
下指导棋
这个脆皮怪还掉绝版手甲！别打死了！
人知足常乐 意再起波澜
确实
这个确实，打不过，睡前研究一下，睡醒了早上就打过了
类似，我国和外国两个国家的对比
一模一样，不过大石敢当可以逃课就是了
应该加一个试用幻境，法力也不允许我一个个试
黑神话的美术资源没有系统性加工，纯天然的堆砌
对马岛电影感重，马走了那段确实有点泪目
草  这下红神话了
轨迹：别骂了别骂了
我是准备跌的粉身碎骨的。。。
灵蕴贡品可以理解为税赋，天庭是挡和征服，妖怪是吃人的资本
水能载舟亦能覆舟啊
灵蕴贡品可以理解为税赋，天庭是挡和征服，妖怪是吃人的资本
不是哥们，我真的没感觉有什么影响
西游路上一众妖魔鬼怪，“悟空”怕过谁，只一棒叫它们灰飞烟灭…
张无忌上光明顶了
刺客信条到起源才讲明白
沪圈社管
封面美洲大蠊
讲真我不是很希望有续作
我也是
劈棍魅力瞬间
瑞幸联名就是搞笑，15天后补货，热度都没了。
他可是观音的人，证明东西方大部分人是联合起来的
三反骨仔到齐了
黑猴坐蒲团也算吧
剧情完整，但是这个结尾太憋屈了，需要大闹天宫一个发泄口
看后面动画  二郎神第三只眼睛和头发都不一样
序章里是老猴子对所有猴子猴孙说的话 他说的话都不一定是真的
？？？
泪目
分赃
欢喜侠
普通结局是六根，隐藏结局是唯识宗后两根，唐三藏创始人，末那对应天命人，阿赖耶识对应大圣残魂
欢喜
赞同
有个小地图体验就好了，也能看出来哪里是空气墙
终于明白那些人为什么那样黑这个游戏了
升升级都能过
啊？还有这种攻击动作？我一套给他带走了啥也没看到
任何动作游戏跟卡普空放一起就已经赢了
但是这些技能不会秒你，就是为了演出
可以想一下为什么在封建时代名著但老百姓最热爱的却是造反的猴子
多周目的意义就在这里啊
太经典了
太熟悉了，二游节奏就是这么带的
难怪最近二游节奏这么少，原来跑去带黑神话节奏了
都神话世界了，你却还在思考甲型合不合理
刷怪啦
所以你是知道zzz是有多zzzq的，然后还恰，事后找补。
为什么弹幕不见了
好了听完我打算接着4周目大圣残驱打下去了
瑕不掩瑜
怎么可能是金蝉子，是金蝉子八戒不认识？金蝉子又没死
卖的那么贵，有空气墙就是对不起价格
所以这就是很离谱的一点，外媒的刻板偏见能够极大程度的篡改事实
跳浪姣脖子上也有这个项链
看了几天剧情解读总算看到人提老猴子的问题了
来了来了
对于宽线性游戏来说空气墙根本就不算问题
基操，我们一国打全世界…
黑神话的弥勒我是真喜欢，这里把他改小了是神来之笔
三周目以后就是希望你别玩了，休息休息
任天堂在游戏界是独一份的，做对比前都不要加任天堂
战神做第一部时候看结尾明显也没想做续集，直接到现代战争了
看到这大石敢当我都疯了，之前都没觉得锁怪有啥，看到大石敢当以后认同了，哈哈哈
凡人冲撞了玉帝，三年不下雨。但有些妖怪吃了全城的人，就是回去当坐骑（他原本就是坐骑）这事就算过去了，真讽刺。
第三个来搞笑的吗
95
我觉得很帅啊
那确实
这一段不比战神差
确实像，先联合日本人干自己人，再大戈命干掉威胁，最后自己享乐
艾尔登法环就是
跟游科很像
批评≠诋毁
游科也有坐不住的时候？
没有自己的意志。空有力量便是那最好操纵的傀儡。甚合我佛门心意
怪物种类多花样多的游戏就是比少的优秀
上一次这么说还是国内给十分是因为情怀加成，国外给8分才是客观
卧槽，一个钟头，好好好
是这样的，太大了，我以为我可以满地图跑，但我发现确实可以，但没有意义
前有游科搬来86版西游记内容做情怀宣发，后有搞黑搞臭“86原著党”。“没买游戏”莫相言，自有“大儒”发通稿。
我们中国玩家不是玩家？
就是打了我整整4个小时
剧情太牛逼了。。
仅此而已。。断章取义哈哈哈
我给8.5，但我是去了滤镜的。我是真的希望他能满分。至于国外媒体，也就看个乐吧，一点都不客观
游戏公司的内部贪腐 腾讯内部贪腐斗上过新闻
8.5，没毛病。
严谨
确实啊，同样几个亿，怎么人家这个质量啊，怎么我们只能搞手游啊
应该不是金蝉子，毕竟师徒一场
太真实了
啊！这，这时候让我打三阶段，是要破防的
这句话说的中肯
说改编斗战神的，有完整玩过斗战神看过剧情么？完全两个故事，能说改编斗战神的也是笑话
二郎神不用上班的吗
卧槽，明白了，这剧情真牛逼
说改斗战神的，有看过打过斗战神的剧情么？
懂了，是CIA
龙信战斗比不了怪猎一点
黑神话:哪吒
是“凌”虚子
杨显
事实上大体型boss处理的都不算完美，特别是主机玩家视角很别扭
以史为鉴
牧之
对马岛打坐我一个不漏，悟空打坐我只想跳过。当真美的差距太大了
原著党沉默了
想不通为什么有人说剧情，不就是改编么？那些黑子抱着原著睡觉怎么的？
这才是西游记的精神内核
黑神话说了要三部了？？？万一到时候没出找你
大魔王也是主要玩pvp游戏阿，怎么你有时候论证喜欢混淆概念
