我去，还有卫生巾，好细心啊
有姨妈巾！
我在网络上支持
有卫生巾，三连给你了
已投币！感谢你还记得卫生巾
居然有卫生巾！你币有了！
顶
支持
我弟妹也是葫芦岛的，给你点赞
因为到处都有灾
。
加油
加油加油加油加油
顶顶顶
加油加油加油加油
呜呜呜有卫生巾 真的被感动到
加油！
加油
葫芦岛是不是那个扇贝自己跑路的那个地儿
先生大义
加油
加油
英雄联盟小智捐款了吗
商丘也很严重，大部分庄家都淹死了
加油
加油
up加油up
卧槽苏菲贵啊
CAT 打钱
KL;;
辽工大学子点啦！
先生大义
说的没错
给币了，感谢你的卫生巾
妹白关注你这么久嗷！！
加油
硬币之力启动
李哥像样！
支持，太棒了
但是事实是，好人，就该被人拿枪指着，唉
加油
就冲卫生巾必须投俩币
加油！
顶
加油！
加油！
小智请问捐了吗
？下雨哪里来的飞机
加油
有卫生巾太好了！！
在央视的新闻上好像看到了
加油
为什么一个视频只能投一个三连呢。我要投1万个！
加油
加油 给你投币
我家乡也是葫芦岛……
冲着卫生巾三连了！！
风祥雨顺 谷果丰登 万姓四民 永安富乐​
投币必须投币
太贴心了，女性用品都有
他甚至连卫生巾都有
江西年年水灾，都习惯了，葫芦岛没有热度也正常。
海皇回家看看吧
加油
还有卫生巾，太棒了，你币有了
看到有卫生巾立马三连了，太贴心了！！！
哇，这也考虑到了，太暖了
真的，我这边农村也下雨下的我姑奶家有块地都成水泡子了（人家原来种的苞米）
看好了，硬币之力是这么用的。
录的这么好，怎么可能不发呢。有备而来
加油
加油！
都知道这事，国家已经组织力量救援了，愿受灾群众早日度过难关重建家园。
投币了
新闻联播都播好几天了
看好了，硬币之力是这么用的。
加油
女性用品也考虑周到了
支持
加油
前面还行，最后来个不想发视频还是发了就没意思了
好事就应该被更多人看见！
加油！
加油
加油
加油
加油
为啥不坐飞机呢？
卫生巾真的贴心
加油
加油
加油加油
加油
加油加油
好！
对！好事就该让大家看见！就该受到表扬！
对，好事儿要发出来传播正能量
看好，硬币之力是这么用的！！！
加油葫芦岛！加油建昌！
你币有了
卫生巾！你币有了
要不是B站只让我投俩币我高低把我五十多个币全给你
支持
加油
为什么不坐飞机反而开车回
海皇家也是葫芦岛。
支持！
好人一生平安
送你进小黑屋
葫芦岛小智
加油
投了投了
就是，好事就该宣传！
支持李哥！
投币了
投币回血，投币回血
已三连
加油
加油
还有卫生巾！投币投币
这一家子都在出力啊
慈善机构的可能性太多了…希望不要辜负…
这次我也饿了 替你多吃
好样的！！
加油
加油
寿光当时连消息都没有
谢谢好心人啊！
支持
加油
好贴心，谢谢您
注意安全！！！！！！
加油
支持！
支持
顶！
加油
有卫生巾啊
wc，我爷爷家
李哥我的神
葫芦岛也是航天英雄杨利伟的家乡
支持
加油
投币！！
加油
投币！
加油！
加油
央视新闻最近一直在跟进的
加油
加油
葫芦岛的人民们加油！
加油
俩币奉上
我哭了这个卫生巾可好用了
加油！
真细心啊
加油支持支持支持
谢谢您的光温暖我的心
三连了，好样的
四川现在已经四十多度了，旱的旱死涝的涝死
帅!
加油
朝阳人给你点个赞
大家好，我是葫芦岛吴奇隆
贴心啊
加油！
好事就应该被看到！！！
好！关注了！！
投币！
支持！
投币了 东北一家亲
支持
淹完又如何？土著
加油
一键三连支持！！
人民万岁！
加油
投币回血
lo
已捐款，望平安，洪水无情人有情，加油
正能量，给你点赞
做好事就是应该被更多人看见！
加油加油加油加油加油加油加油
好事就应该让大家知道！
看好了小子硬币之力是这样用的
吴奇隆还好吗
没钱
加油加油加油加油加油
加油
已投币加油！
点赞还有卫生巾
加油加油
葫芦岛是个什么岛啊  好玩吗？
三连了，加油
加油！
加油
葫芦岛吴奇隆？
支持
投币了
央视播了新闻的
可惜我没办法捐赠，给你投币
别捐，越捐受害人越多
中年失业，找不到工作，只能投2和币支持一下了，哎，今年太难了
何其相似的一幕
投币支持！！
加油
2币之力！
我家也岛市的啊
感谢山东和河北支援队
第一个支援葫芦岛上热搜的视频，令人感叹
先生大义！
加油
还得是咱李哥
葫芦岛加油！！！
加油！
加油！！
加油！！
先生大义
葫芦岛吴奇隆赶紧上啊
卫生巾！天啊！太体贴了
热搜上了不少
我去，up不说我都不知道这事
开始干活了，兄弟们
太好了上热搜了
捐物，不要捐钱！
加油
但行好事，莫问前程
支持
为卫生巾投币了
黑悟空
我靠，新闻是一个没说啊。
对呀，好事就应该被更多人看见。
李哥大义
央视新闻都有播的，连播两天
葫芦岛吴奇隆呢
加油
暖心
看好了小子硬币之力是这么用的。
加油
加油
nb！！！！！！
关键捐款能把账单透明化吗
谢谢哥
加油！支持！
加油
加油
是缺棉被，水灾肯定是大风大雨，温度很低的，而且当地棉被肯定大部分都不能用了
加油
盛世一片祥和
我的家乡葫芦岛
做好事就该被夸
加油！！！
BV1fj41147Pg
加油
东北现在已经很冷了，有点常识好吗前面
做好事就应该被看见，藏着掖着干嘛
加油
加油
没事不是有葫芦岛吴奇隆
加油
加油
投币了
加油
葫芦岛杨丰智。
支持
加油！！！
有卫生巾，感谢！！
加油
你捐款他开跑车
如果走形式每家能分三瓶水三包泡面
加油
加油！
致敬！
加油！
慈善总会就算了……
这种事情总是指望民间力量？
投币回血
加油
这期必须三连了
加油!
已投币，加油
帅
葫芦岛人民加油！
大夏天缺棉被？
投币投币
会喊的孩子有奶吃啊，那些偏远受灾地区是不是更需要关注呢
义士！
支持
对拼，默默无闻的做只会让某些人更得瑟
先生大义！！
支持
小智怎么不出来帮忙了
加油
好事就该宣传
支持
牛逼
真爷们
你想要多大的传播度？
水灾？不是一车苏菲就能搞定的么？
好好好好好好好
为啥啊，宣传一下啊
丹东艾纯杰实名支持
葫芦娃
所以高跟鞋真的不要出现了！他们是紧急受灾，不是买不起高跟鞋
加油
好事儿就该被大家看见的！给哥投币回血
加油
看好了，硬币之力是这么用的！
《不知道什么原因》
加油
遭灾了还有给不友好的评论的人什么想法
冲这卫生巾，不能不投币了哥
三连支持！！
噢。。。
加油
扇贝跑没跑
支持
李哥值得表扬！
强大的国家！加油
流浪狗有人重要？
好样的！！！
没说的，点个币吧
加油!!!!!!!!
吗的看到卫生巾眼泪都要出来了不知道为什么
卫生巾好好好！！
平安
君子论迹不论心
加油
杨丰智还活着没？谁知道
加油
支持，给葫芦岛该有的热度
已投币回血
我去这个真的很厉害
好人就应该夸，坏人就应该沙
整天全是全红婵
支持！！！
因为到处都是全球变暖的灾祸，谈不上什么应有的。
bu要开始展示硬币之力了
s
太细心了！！！！！
c
nzg
支持
支持！
葫芦岛吴奇隆呢？
建议和政府机构联动出救援指南，不然又说瞎添乱，物资浪费还乱扔
真没看到过。。
细说去年吃的什么亏
大义！
太周全了！
灾区本地的物资会有人调度，但多半不够用
顶
投币回血
卫生巾，有心了
加油
我觉得你可以介绍一下葫芦岛，很多人更本不知道啥地方
观自在菩萨，行深般若波罗蜜多时，照见五蕴皆空，度一切苦厄。舍利子，色不异空，空不异色，色即是空，空即是色，受想行识亦复如是。舍利子，是诸法空相，不生不灭，不垢不净，不增不减。是故空中无色，
顶顶顶！
你币有了！
葫芦岛加油
路上小心点
加油
李哥有担当 ！
加油
达则兼济天下，活该你红
加油！！！
啊？我还以为你是大学生
广东广西有难没那么高热度
支持
注意安全
葫芦岛加油，李哥加油！
哭了
先生大义
就冲你这个卫生巾，哥们我没看错人
小智 碧哥 灭神！！！
李哥牛
加油
对！
已投币支持
支持
加油
CAT背心，
加油
刀哥干的
！
先生大义
李哥大义
支持
好贴心！
支持
有啊
给慈善机构，我有点担心了
加油加油
加油
支付！
有卫生巾！
年中的广东梅州暴雨，又有多少人知道，唉
哥还有本职呢！？
支持
啥 在河北发水果二
做得好！葫芦岛加油！
加油啊，愿两个硬币成为救灾的钱
支持
支持
看好了，硬币之力是这么用的！
还有卫生巾！！太棒了！！
支持
加油
支持
功德无量
谁懂，看到卫生斤我直接泪目，哥你真的顶顶好的人啊
快开学没钱了 俩币支持一下
加油
必须随两个币
投币回血
支持
支持！
大家被慈善机构已经消耗的毫无信任可言了！
加油！
啊啊啊啊卫生巾
伦皇也饿了
肖战粉丝在捐款捐物了。别的地方有需要可以联系她们
谁删帖你不敢吭气，我们没有捐款证，你处心积虑给我发
支持
加油
葫芦岛加油！
加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油
卡特
牛
必须支持
支持
有币三连，没币点赞收藏
三连奉上
支持!
李哥大义
三连致敬
投币回血
加油！
刀哥cos金池长老弄得
同志大义
说明咱妈拿捏住了，认为不用过分传播
好贴心！
投个币支持一下
