众所周知，卡师傅在厕所有一套完整的电脑房
这高度没受伤穿着甲自己跳河里都不一定还能爬上来
啊？
曾娇阳啊
满分！
byd主线那是小雷音寺
aki确实设计的很好看
乔尔:我选择回到过去把艾比也噶了
诶？好像还真是
真性情
韩国有完整的游戏产业链，只是一只做网游和手游了
看过西游记也看不懂剧情
一什么道
当你看到很大的地方没有东西，那你肯定是前置BOSS没打或者任务没做
最后一期
小高也做了
一基于原著+二创斗战神下的三创作品，不是没想到定风珠而是把原来的黄风和黑神话里的黄风分开而已
啊？
杨奇英高
供牺姬菲娜
这句懂伐就很有包邮区的感觉
我也没听懂这句
可以用BOSS炸开
你也披袈裟了？
传统魂系哪有藏关键道具或功能的，大多是改了名的诱敌头盖骨
因为PS5独占啊
啊？上号
剑星才一百万销量？这么低啊 因为没上pc
五蕴还用看攻略？（用，我不知道怎么打大石头人）
猛男捡树枝
动物森友会
猴子猴孙
还是没有放下物欲啊 游科
八岁？
擦鞭的
？
我到底是行还是不行啊
那确实
污渍 用眼的神！
家被我偷了
快请如来佛祖！
我早就想这么干了！
每日精神变态
舒服了
蒙古：其实我一直都有放水
他们还是喜欢黑妹
？
塞尔达 也很好嘛
液 我爱大肌肉女人
黑妹！
不打拿紫云山能過百目的，就是你的隱身沒用百目煩的是劈棍不好打
其实都有 只是你技术差 没打出来
我做游戏是为了我开心 玩家开心不开心我不知道
嘿嘿嘿赚到钱了 嘿嘿嘿 哈哈哈哈哈（忍不住了）
虎先锋 黄风大王更是重量级
他！里面真的有东西！
卧槽！你不早说！
四年了！我等了四年这个游戏你知道吗！
我特么又一次采花发现是个小怪 气死我了 都给我气笑了
这游戏起码要打三周目才能玩明白
卧槽
黑手道人：你在想我的事？
这里我用自爆炸了4次才走过去
哦，现在是围绕猴哥本身了？
谁是谢彬
灵魂面甲了解一下
我现在只关注……这游戏卖的那么好，他们还优化不，加补丁不？
近观是卡成PPT，剧情也别纠结也是PPT
啊？
啊？
重在参与?你是没看见兰博跑的时候身边跟了多少人
专业团队 训练几个月 来个四肢健全的大学生 都能行
前面那个，主线什么时候有大雷音寺了，那是小雷音寺
不小心打了关底boss错过支线，恭喜你全收集与你无缘了，下周目再见。
下届欢乐喜剧人黑马
下届欢乐喜剧人黑马
我去.你们是为了上欢乐喜剧人做准备呢
攻其阴睾
咋治疗的？抑郁症破防紫砂解脱了也算是吧
啊？
哇！八云来STN了！
那就拍个热辣滚烫2，继续营销吧
我们永劫无间也有自己的uzi，虚空8冠王克烈！
热辣滚烫2罢了，uzi团队一直以来最擅长的不就是营销吗？
才发现有典藏版的手办
来人！乱刀砍死
然后就成百鬼丸了
hhhhhhh
不是哥们，小怪少？我一路上就石玲玲和石双双是换皮的，其他小怪都各自有各自的特色
巨鹿斑比
我跑全马，最差成绩430……6小时都到关门时间了……
她的山外青山，终究没能与他去看
比起没钱我更加觉得是到发售时间不能再拖了
孤岛惊魂系列的固定开局见BOSS
只狼 ： 连死十次
真没灵山
作为原型被衍生反向输出也是没谁了....
无尽之剑
六丁六甲，从不吃素！
冷知识原著玉帝没怕猴子，而且如来不敢抗命玉帝
黄风岭沙门村一看就是杨奇英高设计的
叭叭YEAH!!嘎
你黑够了没？
你黑够了没？
如来也干了
八戒设计很好
黄油
一周目不看攻略能全收集的游戏还真没几个..
还有水泥墩子
UZI：我跟耶稣solo五把，没输过
谜团？谢斌是谁？
卧槽，赤爷
没boss？盘丝洞没遇到吧，还有百眼打完之后背后的会出现一个紫珠儿的墓碑拿定颜珠
这个游戏真的完美筛选路痴，听说你不路痴？来来来小西天走一圈
Minecraft
火焰山铁扇宫殿土地旁边的那个房间里面的宝箱我第一次进老觉得两边墙后面有怪要偷袭
定风珠全吹死了
不是两个 是四个
啊！？
双小曲跳劈
无量蝠 ！！！！！！
苦痛之路
苦痛之路，
气笑了是吧
(◐‿◑)﻿
老元·宽=san：咕哇啊啊啊啊，sayonara!
20级打大头，我哭死
夏色泡影
哈哈哈
伟大无需多言
因为ps5独占
AI少女
猪和蜘蛛都搞一起了还不够多元化？
大场景没有东西包有隐藏的
花果山：你说得对，所以可以重置我了吗
没练过能跑完全马其实就值得称赞了，配速慢是慢，至少是跑吧
这种人不能让神父和他说，你得让十字军和他说
我跑完直接0/3/0
钟鬼是吧
狙击精英4 难度别开太高 可爽了
怎么感觉一个字没提猴，全都在讲猴
如果上PC我还挺想玩的
战神
永生之酒是吧
前职业运动员练练跑个全马不是基本操作吗
烟火 天气 烟火
波高警告
细节等级头像
只有……的强者
赤爷！
钢铁雄心4、群星
毕竟每家公司都有也都应该有自己的设计习惯
细节小肉包立牌
没有朋友
卢仙打野
别嫌配速慢，大部分人上去还真跑不下来，我跑个6分配速的10km已经没法继续了，肌肉抽搐无法发力
你也是未来科技员工
"这个我上,练了还真行"
这句“不必管他”其实是说“不必救他”，孙悟空本是天生圣体，吃凡间的东西会变成普通猴子
3小时07分飘过
Aki我确实喜欢hhh
匹诺曹我觉得很优秀了...
.
KK!!!!!!!!!
中国yakuza是吧
哈哈哈对不起这真没绷住
我推的Samurai
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
也不是不行
二郎神：我打啦。一棍秒啦，有什么好说的
好评如潮
。。所以是什么
多罗罗
多罗罗
好活儿
啊？
哥们一周目刚通 ，这个酒没拿到....
西奥小镇
去月球
che mafia
真个是真的好 二师兄讲话我是听不够的
无冠者罢了，不必管他
《朱元璋小时候要饭时，看着冲向自己的千军万马，陷入了沉思》
好评如潮
战神3、、、、
都巨大宝箱了，亚诺尔隆德的成就还没跳
啊？
所以波高是所有明星C的宿命吗
不白！！！！！！！！！！！！
抗元奇侠
好评如潮
warframe 啊？
小杰！杰大炮！超级小杰！杰 just work！
上号
这特么8岁
没事，下一次就熟悉了
战地
俺也一样
因为那不是袈裟，那是果位
哈哈哈哈哈哈
这把岁？
mygo了
孙悟空性别为石头  谁敢定义它的性别 谁就是歧视性少数群体和动物
玩猿神玩的
PSV《忍龙》（dog）
Byd 风评受害
动森？缘梦之星都不玩还玩动森？
第 一 人 称 射 击 游 戏
king exit（手动全年龄）
斗战胜佛，简称“战佛”
这怪物还少？那鬼泣战神怎么说？
歪果仁：宠物系统
小哑巴：......
关卡设计简单？敌人种类太少？
细说人与自然
一开幕宝可梦被杀，主角单枪匹马复仇全道馆
你是说那个是可以拿的道具吗，厚礼谢我这就上号
打仗！狠狠捞薯条！
不必管他
桌子HP-1-1-1-1
你最好是在说合金装备
时代早变了…现在是sg当道了…
卧槽，GBC
说好的0分呢，没0分不玩的
藏东西对我来说确实是好文明
噔噔噔噔 噔噔噔噔 噔噔噔 猴蹦上工位了
小雷音寺真的有空又大，逛半天才那颗草
二郎神：不剧情杀你打得过我？
不像演的
今何在全责
私信记得关
牢玩家
什么gb圣人的安排，看洪荒流小说入脑的小鬼能不能g啊
爆了
比真结局好
看不懂高数怪数学难是吧
擦  金池没打
黄油！
其实马里奥奥德赛是有内置成就列表的，说明老任可能单纯懒得给系统加罢了
别闹了，哪来的朋友
哈哈哈哈哈哈哈，好开
你敢假定石头的性别？
我看过也忘了
啊？
单纯因为没上PC，能打mod你再看看销量
好评如潮
好评如潮
白银山印象深刻
哈哈哈哈哈哈哈哈哈
斗战神也是战神
初见二师兄就感觉肉质紧致，特别好吃
确实
二师兄还是有意思的
8
啊？
鬼泣5：不能
太对了哥
原神
哈哈哈哈哈哈哈哈
？
byd 好评如潮
《有些》
黑古达又不是英雄古达，我初见一遍过了，比大叔守卫简单10倍
褒贬不一
每日拒签
画中世界
第二章那个村子里拐角里的小兵 突然蹦出来就抱你 我已经被杨崎英高吓得一身冷汗
原来是小岛秀夫拖累了科乐美
哈哈哈哈哈哈哈哈
定风珠啊
放着不管
MC玩家评分薄纱黑神话了
苇名弦一郎
真实
到不了8分甚至
因为没上PC
别骂了别骂了
哈哈哈哈哈哈
我也喜欢——
这哪个，挺帅的
啊？
我不行
有一说一，欧洲神话就那么点事
一周目确实不行 必须二周目
全马真不是一般人能跑的啊
mygo！
说个有意思的，你在小红车搜黑神话，取消男女标签，还是猴子0.o
老伦敦儿
太委婉了
第五章不是没钱了是没时间了
里昂兵人！偷走！
好评如潮
糖人西卡出来挨打
"这墙是看完剧情自动开的,不用敲"
精致到分不清虚拟和现时
BGM是啥
如此美妙的开局
肉身之墙
成就：G胖还我血汗钱
一粉顶十黑见太多了
“相互照应着点，毕竟，我只是一个普通人”
什么？
剑雨
奇迹
不拿s冠都是冲击波
一周目本来就没法全收集，全成就至少二周目，绝对全收集要三周目
谁能想到一句话的事，想得到的才有资格坐在这个位置（
游戏是做给我们中国人的，国外评分不重要
好好好
是个哑巴（
世界第一谜团
保留节目
因为PS独占啊
独占是这样的
哭泣少女乐队
不然呢？
这个洞我是被揍进去的
盖亚
一粒金丹入我喉，从此我命由我不由天！
还有一个隐藏结局的触发必要条件
固蛇又不是裸蛇
游科作为改变西游记的作品，多方考据，是难得一见的佳作了
？能不云么去好好了解下是啥情况么
有没有可能我希望早点看到 二师兄
绝对好呀
问题：隐身技能你们不用吗
贤侄，又放早啦
好评如潮
确实不该这样浪费啊
啊
路易吉鬼屋不是有成就系统吗？
“艾莉的冷笑话时间”
6666
敲钟土地有过提醒的
宫崎英高！
只狼：雷霆宙域
被杀的就不是主角啊
确实
这都能有八分
羔儿酿————————————————
第一章确实没啥劲
脱亚入欧确信无疑
对味了
说话就说话 别拿鼻子瞅我。。
致敬传奇定语第一C-AME！
战舰世界
这不就是我们A皇粉丝马
不是还有只狼么，哈哈哈哈哈哈
无法治疗ED
波高
啊？
确实
小橙闪
好评如潮
巨石朵拉
前两代？上古时代的宝贝，现在开卖了！（dog）
哎，我好像没拿
八戒我太喜欢了，哈哈
本来就有多周目系统
广智救我！
巨石朵拉.jpg
然而我是那个fw
悲风(
玉帝死过几万次的人，不可能怕的多在桌子下面
987着45吧v；/。；。/【‘/、
点名时代少年团大闹常州
啊？
鬼泣5
他不是黑神话吗，不就是魔改的吗
这算什么，他不说的都是对的吗？他做的都是对的呀
啊
无冠超
AME
因为打游戏打的少了
3.
"我也觉得不只是讲虚荣吧, 也该有追求目标的过程中失了本心的意思, 舍本逐末了."
哈哈哈哈
如此直白的剧情 属于20年前
0
保护
这个何尝不是游戏特色呢，没必要按照别人的设计思路来吧
不得不说玉帝躲在桌子下面是真离谱. 不知道那些信教的看了心里作何感想.
那就别推了呗
黑神话悟净：我可以用这个剧本
好评如潮
看看大雷
哦哦，记忆回来了
弼养的
我的吉坦!
瓦拉留学
脖子上来一刀防止她把心提到嗓子眼
我去 小高
原谅了（）
我了解也会错过啊
单分子武士刀
@孙一峰
注：ign的评测其实根本没有提女权和lgbt
3把就过了，必须敲啊，打过金池长老就有避火罩
Nike铺天盖地的宣传，立人设。
经典IG8
因为你不上pc活该啊你
1/1
八分真没问题
你老广懂什么外国人啊哈哈哈哈
很好被气死了
冰糖雪梨
就要小猪头，就要八戒
真有人阅读理解白学了
极乐谷真的迷路天堂
坏了，我成大儒了
10岁怎么了？（快速靠近）
10岁怎么了？10岁怎么了？
就这8分40的配速，走都走到了
乱说是吧 天生天养的哪来的父母
最离谱的是法天象地的战斗也是隐藏剧情。。。。太离谱了
大金冠！
最喜欢猪猪了
太真实了'
三分钟十五个人头怕是上中野赶着来送
血源，刷一会宝石
我不是世界人民。。
这玩意真能治疗抑郁症？
上灵山干如来
王莽通缉杀了多少个刘秀来着？？
笑死 这个酒我确实没拿到
芬里斯没有狼！再问动力斧伺候！
居然有人觉得ign8合理，给我整笑了
黑手道人啊
做游戏钱越花越多怎么办？
这里直接隐身跑过去就行，不会被撞到
按天庭的实力，孙悟空在大闹天宫的时候，对面放了很多水
可能真的是不同人负责的
BOSS“虎先锋”和大角虫，法宝定风珠
最强神酒，升级后能回六成三
确实，路上随处可见的东西看起来就很不一般
怎么全是别人的东西
一周目本来就不能全收集，有些装备二周目才解锁
剧情是疼点确实没错。前三章是没看过西游的一脸懵逼，后三章反而是看过西游的一脸懵逼
"暗黑地牢-在老路上,我们寻得了救赎"
因为山猪吃不了细糠
战神里面只需要知道大概叫啥就行了
得看大话西游
boy，read this
患者是李火旺是吧
8分都给高了
我第二章 什么剧情都没触发 直接把黄凤怪杀了  不看视频根本不知道
可是我更喜欢把动森当星露谷（
butter
AKI皮肤3还是很好看的
独占是这样的
按现在标准来说，赤红其实更像社恐
我反正不行，
那朋友在哪里领啊？
宝可梦，战神
御子其实是女的
宫崎英高的精魄被抽了？
并非武士
一周目全收集确实难，总有点会漏的，还要打完BOSS再回来
你以为人人都是主角的命呀
紫砂了
wwz手枪通关成就
异界锁链就有，只不过是内置的
主要是反派也不知道主角是 位面之子呀
背后必有小高指点
我第一次敲钟就是在想会不会加难度
嗯？才发现是我老婆的T恤
生化危机
放箭！
看过原著只能给五分，两分给美术，三分给文化传播
停停停停，怎么变如龙了
她的山外青山
好评如潮
......
啊？
只狼：无首
千奇百怪的漫长路程
一只猪和一蜘蛛，还不跨性别吗
GTA5刷警察啊
大雷是小狐狸精吗？
我觉得八戒很好啊很有意思
耳朵
我们apex玩家xp是这样的
哈哈哈
隐身过就行了
宇宙第一咆哮虎宇宙第一宝可梦
古达一阶段背板硬打，二阶段直接丢火焰壶，二阶段人之脓形态弱火
八戒是艾路猫
讲道理全马能完赛就挺牛逼了
墙上莫名出现一个洞，男孩忍不住好奇，，，
不用金针打死百目怪还挺厉害的
p
没朋友怎么办
确实
双倍吕布六姓家奴！皇族 OMG QG RNG BLG EDG
别说，这个还真好
一周目就全收集不了。。。
就这件事论，能跑完全马确实比我强，我跑不完
玩xx吧，因为玩xx救了我一命
？
石父是吧
faker!
好活
《YOU Died》
8分算好的了
都把宫崎英高的缺点学走了
定风珠啊
肯泰罗强森
见过最多怪物的就是这游戏了。。
还好看不懂，不然分更低
砍脑袋
先别杀 养一会
跑全马跟他这些黑点有关系吗…所以什么叫“仍被黑”
古事记亦有记载
用头撞开
肯泰罗哈哈哈
天气这发色，是艾莲！
他隐藏的探索设计的不太行，很多都是硬藏
结果人家解禁当天放出了全隐藏boss视频
kk
隐身随便过！
中肯个p，正常打分8分差不多可问题是ign打分并不正常
我还真没看到
八戒这个点是真的不错
是的对马岛赫通汗也干了
因为没上PC啊
我擦我第一章打完一看俩名字中间有个问号回去整个一章刮了边地皮
大雷在哪里？
-
厕所有工位？
好开！
没有成就不代表全收集不折磨啊
上号上号！
上号
辣香!
前三章值10分，但最后两章不太好，8分差不多
刚通完 确实
多半好评
非常好，强烈支持
mmk的衣服诶
这句真的绝了wc
暴论：我觉得黑神话不如匹诺曹
拖莉莲睡拿
我也是同款死法，戳了3、4个茧，结果摔死了
柚子社，启动
大胆！
八嘎！
'
zmjkk的kd断崖式领先对手并夺冠望周知
街霸6这个确实绷不住
"如来是玉帝的手下吧,肯定手下干活的"
还龙傲天呢，凌霄殿都没进。86版西游强行抬了一波猴子而已
小岛（意味深
啊？
+
一命还好说，无伤真的可以吗，所有转阶段动画投技都能躲？
八戒确实可以
你！里侧除外！
8分不怨
八戒确实做的不错
好评如潮
看懂了就只给 7 分了
冯骥英高
变躁郁症了
那任天堂为什么不把他那破机子好好搞搞
我越玩越有种空洞骑士的感觉
"这段台词违反了八正道, 不可能由菩萨来说"
麻了
fifa19用后卫一脚爆射  进球  30码开外
哪来的就剩凌霄殿？不说雷部，你给斗部的官邸打一下试试？还明确描写，你觉得大家都不看文言文版西游记？
看了其实也看不懂
《玩原神救了我一命》
好评如潮
赤红无敌了
8分没啥问题，挺中肯的
1/1
我一个聚形散气就冲下去了
你再骂
无尽的空气墙降低人的探索欲
别带奶哥节奏啊
踏碎凌霄
旮旯给木领域大神
派蒙？
看不清
大石敢当
这还得从钩子说起
我去，小高
卡师傅是不是厕所买房了啊doge
传统文化？
不是因为独占
哪有大雷？
因为一周目本来就不能全收集啊
飞龙骑脸怎么输
啊？
隐藏成就不就好了
比我年轻时候重装行军快一点罢了
夏色泡影
老广口音
八戒出场太帅了
link，link
吴哲彬
elo
哪里松弛？
石敢当打石先锋我就没碰到，少玩五块钱的
奎爷是吧
hey you finnaly awake
天气是巴尔之子吧
冬日狂想曲
是啊，碧水洞是什么
我看了西游记，后三章的剧情我也看不懂
饭圈
大石敢当
风花雪月金封面
我以为敲钟是主线
一年三熟
这段太有那味儿了
.93+
我赤爷
Hhhhhhhhhhhhhhhhh
开隐身可以过去
好活当赏
我觉得10分，玩起来比战神和法环都好玩
唐突穿越只狼敲钟
宫崎英高
香槟神
我是被避水金睛兽打开的...
快10年前的处理器了！
倒反天罡 要玩家熟悉厂商
对啊 我就觉得草不容易发现太真了
还真是
那确实不如
哈哈哈哈哈哈哈
还真是
儿姿附身
又到天际省了？
呵呵，看过西游记的也看不懂
塞尔达
这段绝对小索写的
一键三连
今何在是吧，悟空传是吧
好评如潮
6分都算高了
放着不管！
usotsuki
宫崎英矮都来了，我大陆秀夫呢？
治疗低血压挺有效的
小高？
离异三次
玩缘分的天空
全在月亮上了
好评如潮
未来科技公司员工是吧！
我第一次全马差不多5小时，年轻
构式剧情
哈哈哈哈哈
不是哥们
7.5差不多了
笑死我了
雷电是个集贸的斯内克啊
哈哈哈哈哈
《敌人数量太少》
《不必管他》
好评如潮
八戒真的是这个游戏最大的宝藏，互动，语音聊天都太好玩了。
我也没看懂其实
好评如潮！
宝可梦
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
特别好评
不必管他 接着奏乐 接着舞
游科太喜欢炫技了
他们要是看过西游记，那看不懂还是很合理的
？
太经典了
因为就很一般，没意思
好评如潮
我也没看懂
全马是人都行?你能先跑个半马先吧
+
看不懂，我是分怒，没出现过这种问题
三冰皇我真没绷住
猫雷!
vam
世界第一谜团
群星
哎！定风珠！
反蛋复仓！！
关在牢里也会被一心放出来估计
互联网是有历史的，1997到两千年出西游热是被大话西游带火的，悟空传，西游新传都是由此而来，查查历史吧，当时大话西游有多火恐怕现在的网民想象不到
什么战神脑袋
经常虾仁得朋友都知道
要什么轮椅，我直接直面苦难
？说ff16boss战不如黑猴就尬黑了哥
哎嘛，污渍和哟西绝配啊！
好评如潮
魔塔：？
对...对吗？
第六章我感觉我在玩幻兽帕鲁
花果山呢
好一个传统文化
我也是
好评如潮
那确实牛逼
看过西游记反而更看不懂剧情
丸辣！
大雷？能超频到5gHz吗？
能给我说说哪里能找个班上吗
我首发初见过的哈哈
好耶
ambrosia
哪个都不是吧喂
哈哈哈哈哈
好评如潮
这tm是八岁？
这不挺好的吗？刺激玩家二周目
要上了，只狼！！
致敬我沙漠罗哥
"谋士以身入局,举棋胜天半子"
文明6
好活
好评如潮
赤爷
两枪都打艾瑞巴斯
这句话是这个意思吗？
哈哈哈哈哈XBSX
好评如潮
这个不必管他应该是让他自己作践自己的先天体质吧，吃了东西体内有了浊气就不是不死了
还能给8分
入欧了？
玉帝设定就是个没啥武力但统御天下的皇帝
我喜欢（
杨奇英高上学的路
这地方就是boss房，打二阶黑手的
双难模式使不得啊啊
还好我没朋友
好评如潮
让玩家玩得不舒服就是制作组的问题啊
慎勇
哈哈哈啊哈哈哈
一周目本来也收集不全，装备材料有的要二周目才够
我去，无针过百目，狠人
神金
神金
lks：下一个视频的素材有了
.`*-V VVVVVVVVVVVVV+
23savage
谢彬是谁？
.-
我要是装了贝利萨留炉阁下要如何应对（）
这在哪？
好评如潮
他们还是忘不了斗战神，真的哭死。。。
PS5独占怎么搞销量
派乐蒙
只认小智
那个兄弟
哈哈哈哈
我确实做不到uzi这种动不动就红温乱喷
完了，这是哪里的道具
嘿嘿
怎么有点像汉森了
一周目图鉴全了，所有boss和隐藏boss全打了
八戒做得好
一摸一样
啊？
我就是打完黄风大圣才拿的定风珠
都跨物种了还不行
我的宝贝加沙
好的，我这就去找
说不定一年后依旧有惊喜，328花的真值
boy
《不必管他》
这里我也看不懂
好好好！
二师兄确实是很有意思
求生之路
八戒好评
清库存啊
特别篇漫画特别好看
1/1
主要国内没人做
这里说的传统文化明显是在讽刺啊
4个隐藏龙
弦一郎
八戒整的还挺好玩的，有活
IG8
这里提名老E
心跳文学部
那当然是DOOM拉
曾卓君双冠王偶像
哈哈哈哈哈哈
碧水金靖兽有三个场地，换场地会换属性的
八戒的出现简直是最快乐的事情
游科才出第一个游戏，我们拿什么去了解？
别说了寅虎不白我打了好久。。。
惊了！天气也是优秀员工！
魔怔了
因为不开挂有些东西二周目才有
我也觉得八戒一路上叨叨很有意思
啊？
说实话剧情真是拉中拉
你们不所有像路一样的地方都走走吗，我还自己画了路线图
耳朵
很喜欢八戒
道恩强森
后面不是没钱，是时间不够了
偏微分方程
高等数学
固体力学
我测代入感来了
我打下来的体验确实是8分，真不觉得这分有什么问题
大白猫
好好好我可太喜欢了
我雷霆姐！
这么多NPC就觉得二师兄塑造的真心不错
你本来就像
最佳破解方案：定风珠
细说研究天气
我擦 我才看到兵人
半马普通人经过两三个月训练可以，全马是真的会出人命
我少打一个杨戬
子母河只能生女孩，不然为什么唐僧到女儿国那么受稀罕
你也就知道个梗小鬼了
相信二哥的判断
不对，这句话是拿到了自己非常渴求的东西后还能放下这才是金海尽干，之前金池看似得道不过是没有遇见他的眼见喜罢了。
看过西游记的不仅看不懂还红温了
哪里？哪里有大雷？
好评如潮
红孩儿：？
女娲补天余石是石头记的设定，西游记里没这么说
好评如潮
此子断不可留
g2
这个真知道
好经典的PC画面撕裂啊
传统文化
（1/1）
这不牛大力吗
我还真能跑，不说什么世界冠军，5分半配六分配轻轻松松
战神我懂 但法环我不懂
现在又懂了。你的提前测评怎么不说？
好评如潮
因为一周目就是全收集不了
突然意识到黑神话少了个在线谏言系统
没s赛冠军算什么东西
很多剧情细节在影神图里，但很多人不看
又翻过了一座山嘿
红警
鬼鬼物资的压制力
千恋万花
玩pvp游戏就是找高血压
古达老师
战争雷霆
有一种五代十国的美
哈哈哈哈哈哈哈
外国人不懂含蓄，不会折中
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这下看懂了
牛逼
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
什么戚夫人
元军：6
