朋友……
春秋蝉鸣少年归
完蛋了。。
一想到后续就破防。。
好萌啊天呐！
啊？？这个时长是真的可以拥有的吗www
丸辣
补药啊
没看过原作但是现在超级想看呃啊啊啊啊
快乐上吊绳
完力了
校园霸凌吗......
可恶，真的好可爱啊！！！
咋了啊 弹幕干嘛呢
章鱼p你也是一个很好的宝宝 不要哭哭
有苦衷也讨厌真理奈哈
和自己和好——死亡。
卧槽？
这是等会要用到的神奇妙妙小工具
我的天 太有实力了
丸辣
？还有op？
我靠好强。点了点了
太强了吧
好可爱啊啊啊啊啊
无头骑士异闻录式的ed呢
丸辣！！！
有痛苦经历就是霸凌别人的理由吗？？？
老师好强！！！
心脏骤停
世纪名画
no
noー
腌黄瓜先生？
太厉害啦
完辣！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊？
啊？
万恶之源了属于是
“你轻轻的推开了门”
以下画面正片均不会出现
漫画里面就是哭了，可能填错颜色了
经典op诈骗
不要!
丸辣
ky的都四了，，，这里是章鱼p主场，，，
太强了
补药剧透啊喂
好温柔的静香
只要画风再完善一点必定是霸权番
这个地方是说拜拜不是明天见呢
好看吧？有两个人都死了
抱抱宝宝
我靠这么高质量
静香
成纱世里啦，完啦
你们是只知道这几个轮回系作品吗烦不烦
狗狗！
全丸辣！
丸辣！
蝉鸣 想起“不好的回忆”…
?
下一次笑还是在下一次
轮回看多了。。。不会是我想的吧
不行了，受到暴击了
完了，我真的有种感觉
不对劲，总感觉出大事
啊？妹眨眼啊？？
丸辣
补药啊啊啊啊啊
补药啊
大脑发达啊章鱼
火钳刘明
伊甸园吗
完蛋了。
霸凌者无论如何都不会被原谅
破坏别人的东西还能是好的出发点吗？
丸辣。。。
啊？我靠！还有op！
drrr
好幸福
真理奈就算有苦衷也很可恶啊……静香香做错了什么要被80啊
居然连op都有？！！！
次回の預告
完了
关键道具哈
这日语配音是怎么来的？??
我的天哪
救命啊啊啊啊啊
不啊啊啊啊啊
不
真理奈酱可爱
啊？
万恶之源开始（
要来了
要来了吗
看到后面就懂了
小章鱼是因为不清楚人类世界的规则
盖亚——
盖亚——
盖亚——
好好听的op啊！
某些魔怔人别ky了真的烦
致2016年的你
我草配音也自己搞的吗 好强！
不要阿
投个币催更！！！！
土星兔子圆珠笔呜呜呜
没看过原作的，建议把弹幕关掉
无头骑士异闻录欸
盖亚！
温馨的曲风，治愈的剧情
补药啊啊啊啊啊啊……………………
太牛了！！！
丸辣！
别——
"""朋友""…"
完啦！
op诈骗
我的妈呀。
哥哥真的是我全片最喜欢的一个人了
扯不断的丝带是章鱼噼的原罪
有苦衷也不是把痛苦发泄到别人身上霸凌别人的理由哈✓
真的又哭了
重要道具
一般路过真理奈
ed好像当年那个无头，，，好喜欢
盖亚！！！！！！！
卧槽6
好！nb！
房租太贵了，想和房子和好
无头骑士的ed形式！
怎么多了两条腿
woc 好像腌黄瓜先生
有学园孤岛op内味儿了
名場面要來了！現實的第一次轉變
我那个有点大
在漫画就是左右面，起鸡皮疙瘩
尽然还是标准20分钟的时长！！
这配音太牛了
漫画超级好看！推荐
不要不要
不是你们都没看过漫画吗
drrr的ed啊…时代眼泪了
op就好对味！仿佛是治愈可爱番的感觉，结果去看正片发现根本不是这么一回事ww
我草好牛逼
这只能算是回到了另一个平行时间线吧！
先留个评论给没看过的自己，感觉这是个治愈番，哎，像是日常番
厉害啊
刚那一幕好像再见里面的
字幕应该是：我什么都不明白
卧槽真是动画
迪迦！
老师真的好厉害加上弹幕真的有种在看番的感觉
↓这位真里奈是章鱼噼饰演，这下是不是合理多了（）
盖——————————亚！
好可爱的动漫，一定很温馨吧
我勒个时光代理人
职业小三肯定好看啊
哥哥！！
p的善良害死了静香
善莫大焉
辛苦了
我受不鸟了。。。呜呜
啊啊啊啊啊啊啊。。。
前几年看过一次，然后就立马爱上了 ，现在居然又刷到了，开心
盖亚————————
丸辣
盖亚！！！！！！！
无头骑士好怀念
cos晴天娃娃
丸辣！
其实我是想和我家房梁和好
盖——————亚——————
厉害
初见端倪
声音和想象中一模一样！
盖亚！
全篇唯一的好亲人哥哥呜呜呜
不要啊！！！！！！！！！！！！！！！！！！！
地狱漫画
给我好好遵守规则啊喂臭章鱼
总感觉莫名看过
我去
guiano！！喜欢这首
[前方高能]
丸辣
好牛啊！
记住她现在的样子
原罪指的是没有真正的进行“沟通”，这也是剧里大部分角色的原罪
能无限延伸为什么还会有力让人吊死呢
不是吧太牛了吧
这片星空，，不妙！
神！！！
快更新啊啊啊啊啊
能别说丸辣和补药之类的吗？和剧透有什么区别？服了
已举报，莫辜负
…？
做的太棒啦！！！
追了
每天一遍
我去，来了
求大家去看看漫画TT
时光代理人
恭喜你发现了宝藏!!!!
好厉害啊啊啊啊啊
盖亚！！！！
看到这里我猜章鱼不是QB那种坏人但应该好心办坏事
这么厉害！？
啊？
我要死了。。
心疼死了。。
救命。。
盖亚
有苦衷我也不能理解
哆啦A梦？
迪迦！
最好的哥哥！
萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌萌
三人幸终
不要啊，，，，不要啊
老师真的好厉害T^T
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
相信奇迹的人，本身比奇迹更…
剧不剧透我都知道在叠debaff…(新人)
和好絲帶不是這樣用的啊靜香香T^T
寒蝉鸣泣之时
什么番
等等这个顺序好像drrr（啊啊别骂我）
丸辣！
读档……
为什么配音好呢?因为配音就根本是官方有声漫……
牛逼
存档点已保存……
咋还有op啊
甚至有op啊？！
这也太历害了！
啊？
感觉这种画风讲这种故事会创造出库克斯一的效果
想四。。。。
我了个豆好牛
丸辣！快乐小绳子
丸辣    要来力
想四。。。。
查比划重点，考了好几次的
章鱼他们那个星球从来没发生过打架？摔跤也没有吗
小狗为什么没了是同学搞的吗（来自外圈人的疑惑）
？？？？
好感人。
不对劲…
我好像猜到了…
这么轻快 这么明艳的颜色一定是个治愈番吧！
轮回敢死队。焰：加入我们吧。
第二期！
我重身了
她四了
静一一一香一一一香一一一
来力来力
不要啊香香
关键词结实
丸辣！
补药啊！
火钳刘明
快乐果实＝茄子
如果一支上了膛的枪不会开火，就不能把它放在台上。
yi～～～～～～～
？
太傲了
补药啊
补药啊啊啊啊
卧槽
啊，突然的一击
不是姐们
drrr
很久以前看的了，都忘光了，但是看见名字的一刻就点进来重温
心疼
法放到5托管费得分给他的的点点滴滴dddgtfdck
盖亚——————
？
盖亚！！，
盖亚——
上？
？？？？
nb啊
窝趣，还有op
垫板就是写字的时候垫在下面的垫字板
？他们不是好朋友吗？
？
丸辣！！！
那咋了
竟然还有op
盖亚！！
盖亚！
丸辣
声音好像用的是官方有声漫噢
哇，太高级了！
哥哥男神我爱你
盖亚！
好像看过，好像很悲惨
要来力
你猜这种像绳子的东西会用来干什么？（doge
似了拉都你害的了啦！
要来力
完了全想起来了
真理奈！！
钢铁照相机板砖
c！不好的回忆涌上来了！
op是不是菇唱的！！音色好像！！
?
太强了！！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
狗狗死了
补药啊补药啊
补药啊——
marina你好高哦
补药啊！
说章鱼哔无知的你其实也不是十分冷漠吗
不要啊
太有实力了
up 啊，你太牛逼了
分镜很棒诶
？？？不是哥们
丸辣
啊？还有op？！
人类不能飞翔
神！！！！！
投币催更
丸辣
不是这样用的啊
布豪
丸辣！
补药啊
求求别剧透啦
盖——亚——！！
越是看到美好的场景越是想哭啊
能别刷晓美焰了吗？
汗流浃背了吧
章鱼版晓美焰（
我靠无头骑士异闻录
啊？！
太厉害了老师！
查比，丸辣
要来辣，真理奈酱
大家补药讨厌真理奈酱啊她也有苦衷的，后面会知道的！
二周目会保存一周目的记忆吗？
菇菇可爱捏
牛逼
丸辣
一定是一个很温馨的日常番吧（
啊啊啊补药啊
啊啊啊啊丸辣!!!
丸辣
一看就是治愈番吧
盖亚——！！！！！
为什么我想到波奇酱（doge）
静香香好可爱啊
不要啊，感觉会做很危险的事
！！！天呐
存档
！！！！！！牛！
但是能飞上天就不用担心校园霸凌了ww
啊
呃那说明这只章鱼的星球大家都有爸妈喽
狗狗没事吧？
有些视频一看就知道姓什么
这个ed丝带好熟悉，好像之前有人用来总结动漫主角的图
不知道怎么画刀子的那位我想说看完包万箭穿心的哥
啊？
好厉害啊老师
太牛了
一看就很温馨吧
读档重开
奇迹与魔法都是存在的
记住这个伏笔后续会考（）
赞美伟大的 rthum！
我看你就是好色
盖——————亚——————
老师好厉害！
真理奈去死
我恨真理奈
.0333.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
丸辣
晴 天 娃 娃
期待下一集！！！！！！！！！！
？？？
不好！
脸因为缺氧而发红好评
前面丝带的我想去你家玩玩，你家住哪？
丸辣！！！！！
蝉在叫，人…
我靠！三连入股了!
想看后续的可以去找漫画 自杀那一幕冲击干强的离谱
这是官方有声漫的配音
恭喜你发现宝藏
啊…？
丸辣！补药啊！
哆啦B梦
无知者怎能体会他人之痛
？？？？
这个好像没有动漫，只有漫画和广播还是配音来着
不存在的极乐世界
不要啊！！
这种事情不要啊！！！
啊？
感觉会火，插个hina
补豪！
全番唯一正常人润也
还有op！？
老师好强
盖亚！！
很喜欢哥哥^ ^
好厉害
ky的有毛病是不是
丸辣！
补药
章鱼p不懂苦难却想着单纯的快乐，这也算残忍啊
嗯？！！！
死亡不是痛苦的标准
我的追番键呢
啊？
不会要zisha吧？？
丸辣！
确实很治愈（郁）呢
补药啊
在ky其他漫就请离开吧
出现了！
高技术力的！
甚至有op
妈呀神制作…好强………
太强了我靠
这一幕建议去看漫画，冲击力拉满
啊？
真里奈就算有苦衷也不该做八零的事情
盖亚！
丸辣！
其实这段剧情跟DDLC一周目结局差不多，结果都差不多
真理奈和小静香，都是可怜孩子呐
不要啊…
???
狗狗。。。没了，，？
全丸辣！
啊啊啊啊啊发生什么了
丸辣！！！补药啊！
丸辣
等一下，不会要上吊吧
不要啊，狗狗，静香
补药
秽土转生。茶比！出场
秽土转生。静香！出场
什么～是快乐星球～
就是下午1:46的
我的天呐，感觉这个漫画好老了
还躲着的1000多人出来吧，别潜水了
当失去狗狗后的静香：彻底疯狂
好厉害！！
还有片头曲，厉害了！
真理奈好美
狗狗画的很好
我也最喜欢真理奈
所以垫板是什么
静香香的声音和我想象中的一模一样啊
啊啊啊啊啊啊啊啊全丸辣
我好像在几年前看过
啊?
这么牛吗
治愈番（确信）
不会吧？
感觉眼神不对劲
这是干嘛了啊
咋了？
转折点4，来吧！
没看过，现在还看不出有啥，还蛮治愈的感觉
居然还有op
唉唉唉唉唉唉唉唉唉唉唉
好强好强好强
nb！！！
因素
丸辣
老大我要永远追随你
啊啊啊不要啊
丸辣！
补药啊！
不要啊
不要啊，丸辣丸辣！
不是太强了吧
不要啊！丸辣！
有饭吃就很幸福了吧，怎么要求那么高。
啊？
三连入股
出现了！快乐板砖！
我去，gu！
丸辣丸辣
我靠，啊啊啊啊
丸辣！
丸辣
不是。。。不
温馨日常番（喜）
存档再读档是吧
《章鱼噼的原罪》也称《旁观者的原罪》
盖亚！！！！！！
补药啊
多么讽刺啊
好喜欢真理奈啊啊
眼睛尿尿了。。。。
啊？来真的啊
蝉在叫
补药啊
盖亚！！！！
心疼宝宝
记住这句话是重点，要贯穿全文的
好萌好萌><
这个也是伏笔啊，我跟你说全部好多地方都是伏笔。这个是最最后的结尾的伏笔，天呐，真的很好哭。
査比可以算是是静香香唯一最爱的“亲人”了
不是哥们？
存档
神！
原作静香香全程是一副更丧脸不是这么温馨的
这个章鱼听不出女孩们在欺负他也看不到女孩背包上的污渍和难听的话却知道人类家庭有爸爸和妈妈……
这里可以看出静香香对海洋类知识知道的比较多
该不会把班里人给杀了吧
卧槽，冰！
记住开头即伏笔
什么鬼
插标卖首
结尾是个好结局吗？
他会不会出第二集?
记住这个照相机
大乔和丹尼
存档
这里后面要考
盖亚！！！！！！
谢谢章鱼p
放轻松啦～后面不是刀子哟～
丸辣！
丸辣
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
丸辣
追更！！
怎么那么干净。。
就叫噼哩噼哩吧（doge）
主角的声音越听越像绫波丽怎么回事（）
笑了！！！！！
太强了
太有实力了，，，
到底怎么了？我看的我好慌！
啊？
《killer queen》
啊？发生了什么？
三连入股！
太牛了 全是up一个人
真有op啊
不要剧透，可以吗？！！真的很不好
？
既然你们都说这是一个治愈的番 那我就看
二周目，启动！
600多个人
qb并感
可真里奈也是受害者…
我追番键呢？！
哥们儿
章鱼噼的原罪比时光出的早好么
我的天哪，好久不见无头ed的二创了
可以出门右转看你的时光去
别ky这是最基本的礼貌好吗
相机
？
小章鱼什么都不懂
不要啊！
丸辣
看起好像蝾螈
这里漫画真的寂静得恐怖
完了
补药啊
啊？
补药
心疼静香啊
《时光代理人》
天！！！老师真的好厉害
狗狗不见了
将大局逆转吧
完了呀，狗狗不会出事儿了吧？我靠
哒咩！
加速补帧
还有op吗？
xb~
盖亚！！！！！！！！！！！
0
我的回合：让我们，重新开始战斗吧！
粉红小板砖：我们重新开始战斗吧！
原罪不是指这个继续看
好可爱
玩完游戏一周目打出全员be结局的我be like
应该是章鱼噼给解开的
确实是怪难解开的
布豪！
板——砖——QVQ
噔噔咚，噔噔噔噔咚
咱妈声音这么温柔呢
牛
经典黄毛霸凌女
啊？
啊土星猫猫笔
厉害
等到明天我一定露出笑颜
蝉在叫，剧情崩坏，恶人笑
好可爱呀辟• ɜ •
快乐小砖头
还有OP？！？！！
真理奈！！！
触发关键词：垫板
坏了，这么快就送道具了（害怕）
这是flag吧
章鱼噼可爱捏
不是这个意思，是另一件事↑
请收下我的膝盖
原来她妹也有养狗
“它静静地立在那，像一座坟。”
好可爱
不要剧透
她和自己和解了呢
作者应该是画不出屋子很乱吧，毕竟工程量还是比较大的
章鱼噼的原罪是无知…
现在看见这玩意就想吐。。。
真理奈！！！！
章鱼噼真的是一个天真的宝宝....而这无知就是它的原罪
唉
小女孩+狗狗
不要剧透
超快樂相機
布豪！
啊？
这是快乐蕃吗？
要来力
建议屏蔽关键词“丸”“记住”
我去还有op
补药啊
补药啊——
主要是章鱼噼觉得是自己害死了静香
啊？
制作力好高
？
什么是快乐星球
快乐大板砖
盖亚
?!
快暂停
盖亚!
喜欢这个的新人可以去补补漫画！！
我还以为她会亲手...还是太善良了呜呜
盖亚一一一一
好可爱的声音诶
啊啊啊啊
狗了，查比﹖﹖!
来了！
啊﹖﹖﹖!
太好了我也是看上动漫了噼
。？别剧透啊懂不懂尊重啊你全剧透了别人看什么
老师你超吊的呜呜
温柔的声音
哎哎！哎哎！别拿
我喜欢真理奈酱
投币催更
有很多人是第一次看！
请不要剧透！
不要剧透
“傲慢”
还没看到这个时候就预想到弹幕会是什么情况了
因为全部剧情本来就不长？
吱吱？
op包含了很多内容啊
厉害
编辑推荐！
章鱼p是好宝宝啊
这是瘟腥小动漫，大家一定要看下去哦，很掭的
静香好温柔哇
别啊！
盖亚！！！
（新人）感觉要出大事了啊喂
p的cv是不是配暗杀教室学校吉祥物的那位啊
∑(°口°๑)❢❢
无头骑士异闻录版本
天上的云好像天使的光环
光是听音乐就看这歌词已经明白不是什么正经的东西了。
令人心疼的书包，，
无限月读视角
岂不美哉
真的出了！？
盖亚——！！！！！
菇。？
好可爱啊
这么牛
不是才反应过来 原来不要离开视线是指这样啊
/
狗没了，唯一的寄托无了
不是咋回事啊 狗呢
补药啊
丫囝
其实是无知
章鱼的补刀更是让人心寒
哇塞
章鱼烧不会是丘比之类的那种吧
要成为马猴烧酒了吗
不要剧透不要剧透不要剧透
不准剧透不准剧透不准剧透
啊？？甚至连op都有
别什么轮回都是晓美焰，你们只知道小圆吗。。
啊？？？
盖亚一一
不要！！！
盖亚！
吃醋了是吧
不会是我想的那样吧？！我靠不要啊
声音都好贴！！
要来力 （悲）
砸人很好用
老规矩OP只看一遍
欢迎你打开宝藏之治愈系优秀作品
我的战场不在这里（）
这里可以看出狗狗已经不在了（各种意义上的）
是的 原作中是紫砂了
丸辣一切都丸辣
补药啊
想哭又想笑
超治愈的，一定要看下去
啊？
超级厉害！！！老师们加油喔——
好厉害
我靠甚至做了op
好了大家可以走了
我操，太牛了
盖亚————
欺诈大师
这么强的吗？
好强
前面sensei等等我
要完了
原罪，，
将大局逆转吧！
读档！
出现了！
丸辣
这里漫画表现的我还以为章鱼烧要黑化
毕竟都不是一个星球的。。反正就是何不食肉糜的感觉
？？？op！
以防有人不知道（）配音是官配哦
蝉在叫 人坏掉
丸辣
好久没看都忘了。。我记得真理奈好像是有苦衷的是啥来着。。
命运的齿轮开始转动
唯一真神——润也！
太伟大了
分镜太厉害了
爆哭了家人们
好了！这里已经结束了，请各位有序退场
以身相许嘿嘿
噩 梦 开 始
要是丝带绑脖子上拉上来就神了我跟你说 [捂脸]
可爱
太厉害了
转场好棒
布豪——（震声）
给我整一激灵……
深夜重击
啊？？？？？？？
丸辣！！
补药啊啊啊啊啊啊啊
剧透的考虑下没看过的人OK？
不！！
老师好强！！！
天啊还不如放过她。
这个正脸给我一种魔法少女小圆的感觉(不是？
丸辣
啊？
盖亚———————————————
补药
再让我看一集吧他们什么都会干的！
尿了呜呜呜
火钳刘明
全都是自己啊
好厉害！
明天见
啊啊啊啊啊
不要啊！！！
换一个软件或许就不一样了
我靠补药啊
这个丝带连接这一个个人物，是不是想表达静香的s是与这些人物有关
丸辣！！
补药啊…………
满昏！
卧槽，还有彩蛋
？啊！？
当时漫画看到这有一种说不出来的难受和震撼
这声线让我想到佳代子好温柔啊
11
其实是魔法章鱼
盖亚
啊……心疼
她不会紫砂了吧。。。
狗狗怎么了？
可怜的小狗
厉害啊……
笑了
好用心啊，既有配音又有音乐
我的追番键呢！？
不是哥们
丸辣
啊？太牛了
危
？？我靠
卧槽，章鱼噼你妈声音好好听
查比可爱
盖亚
脖子痒痒
剧透全部变静香妈
这就是守则啊
奇异人生！
香香补药啊
原作里面静香妈还蛮好看哦（番外篇有）
补药啊
盖亚——————————
救命啊。。
寄
丸辣
脖子痒了
记住这个，因为这是书签
不愧是快乐星来的
我真理奈女神终于出场力（）
丸辣
诶
像是打了个巴掌给一个甜枣！
啊啊啊我一直以为啪嗒啪嗒之翼是套在身上的
盖亚！
感觉这个本来不就是描的原作吗
坏了
卧槽20分钟！
，，，，好高的技术力
虽然没看过，但是我也猜到了
盖亚！！！
真理奈赛高！
我新人但是一看到前面的说明和使用方法就已经感觉不妙了
盖亚！ ！！！！！！
是       否
是否返回存档0？
这里不是待った明日了
你们快暂停啊！快啊！
丸辣！
不完全，慢慢看吧↑
虽然只有一集，但是看的我五味杂陈。
这种东西不是这么用的啊！！！kuso！
从某种意义上来说，她确实得到快乐（解脱）
配音是官方有声漫画
蝉鸣叫，人坏掉
和好丝带派上了用场（确信）
看完原作的这一幕发现up主还是太善良了，章鱼p会说变红，原来是因为出血了。。。
人话:时光倒流
该来的还是来了
上秒温馨，下一秒惊悚，这画风转的够快的啊！
是哥哥！
感觉更像水母
啊？
啊？
丸辣！
哇，画风突变！
谢谢您配合
但是为了他人观感请不要剧透
补药啊！！！
丸辣！
但是有人喜欢开弹幕看的原因是会觉得比较有趣
丸辣！！！
丸辣！！
传奇韧性道具和好丝带。
啊？！
他是我轮回敢死队内唯一一个不是人的(o◞ิ‿◟ิo)
布豪！
要睡不着力！！！
好啦，肯定会违背守则
静香好可爱
op欺诈窝趣
除了噼和静香就没一个好人，但与其说静香是好人不如说是受害者
要来了（悲）
赶紧塞两个币让作者火久一点，难得见的好作品！
记住这个相机，后边要考
前面的，啊哈哈
戛然而止
不要啊啊啊啊别拿啊啊啊啊
补药啊我补看了
啊？
盖————亚！！————————
卧槽
不是？？？
丸辣
补药啊啊啊啊啊啊啊啊啊啊啊啊
恭喜你获得关键道具——快乐照相机
丸辣
丸辣！
丸辣
丸辣
丸辣
做个虫，女高真理奈缺个疤痕。（作者高技术力点赞了）
诶？？！！？？
嗯一定是个治愈番
丸辣
。。。
原作真的超级好看！
啊啊啊啊啊啊？多长?
感觉章鱼p不管什么时候都不能做到同情的神情
不要不要——不要啊——那种事情不要啊——
不是你还有op？
两三年前在动漫之家上看的章鱼噼，记得是我看过的第三部漫画
投币回血
静香香声音真的好贴好温柔啊
丸辣
不要发剧透啊…
1000+
卧槽，做了一集!
一群出生
盖亚！！
肯定没好事
其实看女孩的书包和课本就有很多疑问
啊？
三连入股
为命运做准备
丸辣
时间线开始变动了呢
配音是有声漫画的声音啦，都是专业声优配的
我趣
啊啊啊啊啊补药啊
狗狗怎么了！
好棒
这么可爱的画风，这一定是治愈番吧
什么什么 没看过原作的萌新瑟瑟发抖
这是官方配音啊！！
p头上的云像光环
太有技术力了
劳斯要不去应聘动画师吧…
我的追番键呢！！
诶
三周目
丸辣!
伟大无需多言
这个出生啊……
1000+
我的天啊。。。
启动
静香香啊啊啊啊啊
我恨啊
啊！？
小章鱼的搞笑好无厘头，莫名戳中我笑点。
啊啊啊啊啊啊啊啊啊no
补药啊
补药啊
啊啊啊啊啊啊啊啊!!!!!!!!
丸啦啊啊啊啊啊
要素察觉
查比意难平……
哆啦A梦
OP这么欢乐，原作一定是很治愈吧
老师 好牛逼(震惊)
太伟大了
丸啦
我靠，人好多呀，1000加
第一集做了半年，下一集到底什么时候能做出来啊啊啊啊啊啊啊啊
丸辣
不是哥们
OP治愈，剧情致郁
1000+
我的妈，这也太厉害了吧
补药呀静香香。。。
太强了
丸辣
补药补药补药补药
补药。。。
好开心。。好幸福。。
关键出装
补药啊
补药啊。。。
补药啊啊啊啊啊啊啊
蝉在叫人坏掉
法布
丸辣！！！
也是致郁上了
woc恐怖漫画
静香被霸凌过吗
快乐板砖
纳尼
蓋——亞——
曉美焰
盧卡
馬薩卡？
三连！
丸辣
反校园暴力捏（包括语言）
新人提示：第一次看不要开弹幕
这声音好熟悉
丸辣
狗狗咋了啊嗚嗚嗚
啊啊啊，快回去啊
？？？
媽呀怎麽有點像丘比
老师太强了
？？
不————
有着哆啦a梦的分镜风格
都是可怜的啊，哭死
靜香的臉色好像變好了耶
好可愛啊
如果真是动画的话 这里就进入op了吧
三连入股
這個小章魚的手好可愛呀
盖亚！
丸辣！！！
我靠，无头骑士异闻录的ed风格！
啊？
丸辣
此处：我什么都不知道
完蛋
有點不對。不過這麽萌的畫風肯定不是什麽很刀的番吧
wzsdbzd
丸辣
牛
丸辣
眼睛鸟鸟了
丸辣！！！
补药啊
丸辣
补药啊！
1000多人
好棒
-无知是原罪
静香的声音真的很有感觉
等等，啊？
好厉害
跳了（悲）
二战转折点
不要啊，，，，，
1000+
盖亚————————!!!!!
