tga现场
今年阿B跨晚绝对有这个串烧
这次真的最后亿遍了
鸡皮疙瘩起来啦
来了，都来了
没唢呐差点意思
再来亿遍
大招还在憋
高能警告，天命人舰队正在向南天门集结！警告！
唢呐一出场，真的太抢了去他都黯然失色
b站跨晚她和郭森唱了《啵啵颂》！~
这段二胡绝了
醉踏凌霄
太奢侈了，还是你钱多
我就说不能少了唢呐
上春晚，上春晚！上春晚！！！
小姐姐什么都会吹，大赞
真的听哭了
升级
春晚太俗，不适合…这属于年轻人
他来了，他来了，骑天大圣来啦哈哈
炸了炸了我的天
众天命人随我打上凌霄宝殿！
每次音乐响起就要被黄眉来一锤
红了多久？四年！
听不懂听不懂
广智：我来助你！！！
牛叉不能！！！！！！
对味了
蓄起来了！！！
悠远绵长
其实这个题材跟形式是可以上春晚的
卧槽想划走，居然发现手指不听使唤，出不去了！
此乃仙品
埙，有排面
全部关注，老师们
巴托克是你吗？
埙悟空
这味儿太对了
黑猴这个主题曲用到塞尔达也是完全不违和
再来一周目！
这么多少在线看吗？
得          胜！
猴哥等我我要和你打上天庭
鸡皮疙瘩
大的来了！！！
太燃了太燃了
这是人唱出来的？？？？
没有唢呐吗
燃起来了
赞赞赞
果然唢呐最骚
好耶
反而感觉没有第一支预告片唢呐版来得震撼
nice
好你个弼马温！我就知道你没死！
我觉得这首歌就值327，剩下的游戏值一块钱
埙的味道太对了
哥哥们！干了这碗我们一起打上天庭
这不潘杭苇么
阿姨？？？？？
这二胡配上牛魔王经历，太惨了
诸位天命人，只管西行，一路降妖缚怪去也！
鼓带劲。。。。
这才是春晚该上的节目
阿阿阿。。。。。
很好听
燃起来了
小破站算啥，年度游戏才是目标，只要不被黑
中华民族是当今世界最自信的民族！
把那瓶82年的香槟开上
爽上
丝不如竹，竹不如肉，人声是最美的
你的山外青山！我来带你去看！
这个乐器我熟，这不耳听怒吗
上号！
TGA 别放着歌 放云宫迅音啊！！！
唢呐：孙大圣！！
唢呐：大圣！！
唢呐：大圣！！
广智来了
广智破阵乐
唢呐就代表悟空
真的，有时候就是因为看到这样的共聚画面，，有时候觉得小破站真好。。。
太燃了
要来力
没人觉得村头大提琴小姐姐漂亮吗
中秋晚会我就要看到这个！
这个唢呐声真是精华  第一次觉得唢呐这么震撼
头皮发麻 泪腺涌动
今年百大UP有给黑神话吗？
称王称圣任纵横
真没想到游科真得做出来了 还这么牛逼
这下听懂了
黑广智，神话
洋气的唢呐。。。
唢呐一响，升天了
心情澎湃，热泪盈眶，谢谢你们带来的音乐
高能来啦
Oh！！！！！！！！！！！！！
哥哥们，喝完这杯，我们一起打上凌霄宝殿！
上春晚上春晚上春晚上春晚上春晚上春晚
没办法了这币保不住了
燃爆了
国内第一款 也是为一款 集大成的3A游戏！我心中永远的神作！！！中国牛逼！
历代驰名第一妖！
来了来了
听哭了
如听仙乐耳暂明
牛逼
鸡皮疙瘩
鸡皮疙瘩
广智：休伤吾儿！
才发现指挥是小提琴
niu
好好好提前享受音乐会
高潮在3分以后
听完就明白了
高潮在后半段!!!
嗷嗷哦嗷嗷嗷哦金属狗狂喜
又优秀了
唢呐震动全场
这个乐队太强了
一下就火热了
这天宫不打上去不行了
这个乐器是什么我都看不懂
好帅啊
山泽乐团
皇帝轮流做，今年到我家
这也像那也像，听就得了，鉴抄显得你们懂得多？
好听
芜湖起飞
六年磨一剑，这那是游戏，这是中华文化给世界的情书
今年能拿TGA年度最佳么？
有种军歌的感觉，恢弘大气
埙
中国我们的时代来了
绷不住了，这眼泪
高潮来了
这下听懂了
悟空：哥哥们
顶级国产赛博文化输出
有怪猎和魔兽世界熊猫人之谜的味道
齐天大圣！！！！！！
齐天大圣！！！！！
鸡皮疙瘩一地啊。。。。。。太帅了
二胡琵琶镜头太少
称王称圣任纵横
耳听怒
广智！合体！
上春晚！
有点海贼王的味道
黑神话悟空，第一次觉得我们中华民族的文化博大精深 源远流长。
今晚春晚一定会有
上春晚
这妹子好像是农的音乐会那位！
感觉鼓声小了点
好！
今年TGA如果黑神话夺冠，放这首主题曲决定燃爆全场
我鸡皮疙瘩都起来了
能上央视春晚吗
太优秀了
怡宝
卧槽 鸡皮疙瘩一身啊
TGA串烧就请他们吧
GOTY
没唢呐，缺点啥
纠结是不是民乐的 跟zzzq有什么区别
打上天庭，救出四妹！棍在手，跟我走！
再来一遍
听懂利
太上头
鸡皮疙瘩！！！！！！！
好听··听哭了···
太棒了
这个一直吹不好
我草 太强了
这套人马绝了
二胡一起，一身的鸡皮疙瘩都起来了，太神了
来了来了
牛牛牛
上号上号
寸头小姐姐真好看
刚才的笙 筠不就是民乐吗
大圣捣凌霄
直冲天灵盖！
广智转好了
牛壁
上号！
我三姐四舅啥时候出来doge
卧槽眼泪差点就爆出来了
这段才是古乐器云集
其实竹笛已经很特别了和唢呐比真的黯然失色啊
唢呐呢
国家队~该上了~
全体起立！
带制作
这下听懂了
开头特别像魔兽世界的感觉
顶起来
强无敌
我焯~ 燃起来了
攒劲
唢呐是来赋予灵魂的
三连已到位
UP主本人是闪现了两秒弹三弦的那位大哥。
魔将妙音
好好好
唢呐呢？唢呐呢？
坚决投币了
妈耶，我肾上腺抽了两下，汗毛起竖
第一次见点赞数和投币数一样的
投币跟赞一样多诶
三连了！
上号！
想上号！
三连了！！！
太强了
太帅了呜呜
鸡皮疙瘩一直在
来了悟空进行曲
2025年春晚不上个悟空主题曲
对对对太对了
是是是，小号是你家海贼王专属，可以了吧？快别露怯了
唢呐来了
太好了
说都是西洋乐的往后听啊，不听完就质疑。
恢宏大气
666666666666666666
老泪纵横
这个妹子已经演奏了三种乐器了
我想伟人了
听的眼泪出来了
这下听懂了
鸡皮疙瘩起来了~~~~
后生，站起来！！！！
后生，站起来！！！！
吔！法天象地！！
剑指凌霄殿
如   意   金   箍   棒
一直唢呐你会烦死
每个人眼睛都盯着自己的谱 指挥到底起什么作用
眼眶噙泪
要来力
鸡皮疙瘩起来
那是低音提琴
必须带耳机听呀~
三丈全能
一直在找唢呐的演奏，姜峰 哈哈
好了！全体起立
这不是大声根器的耳听怒么？乐器埙
这时，棍子被大圣拦下
[前方高能]
泪目了 如泣如诉
大哥你坐着吹啊！！厉害！
1
太棒了，三连了
鸡皮疙瘩起来了！
还得是国乐啊
我鸡皮疙瘩都起来了
燃起来了
卧槽卧槽卧槽卧槽卧槽
我宣布，我们将在2024年的TGA上听到这首曲子！
不穿鞋，接地气？
太特么劲爆了，泪目。。。
没唢呐不投币了嗷
喜欢长号的声音
广智:剩下的靠你了！！！
渐入佳境
它要上春晚 你说行不行
黑神话·广智救我
我觉得更像犬夜叉的剧集回忆那段
爽炸了
来了...来了...
爱音乐的三丈
无限循环播放
我擦听得我眼泪都出来了
黑神话就是黑神话，扯什么劳什子海贼王火焰纹章，火之前怎么没见你们激动，不要让人生理不适了！
再来亿遍
大彻大悟
反诈老陈绷不住了
大头的衣服 哈哈哈
妙音妙音
我觉得我又行了！来！上号！
平头大雷妹
好活！
也就是说，它们要打多久，就打多久，一直打到，完全胜利！！
指挥是个赤脚大仙
好活当赏
猴王破阵曲！
大圣安魂曲！
上春晚！
对味了对味了
这是一曲潇洒悲戚的武侠
这不配 悟空
三丈是不是指拨弦乐器都会。。
金海尽干了
雅
雅
好
我在广州等一场黑猴主题交响音乐会
鸡皮疙瘩一身卧槽！！！
直上云霄！！！！
大圣太适合唢呐了
撼动《复仇者联盟》在我心中的地位了
kid？
不恭敬，禅心于你滞碍
保一条
好
我可以全梭
神曲
已哭
太美了
好
再听一遍！
好美
好!!
美
已哭
就差猴哥奋起千钧棒全力一击了
什么叫搞的跟原神一样？这就是黑猴完整版主题曲
灵魂来了
半夜12点，713人看
这尼玛 我看的时候3.1万赞 3w币
好！！！！！
唢呐！
泪目啊，燃
来力
笙
陶埙！
看成“合揍”了
现在这个国际环境，就别在意TGA那件袈裟了。
有点乱感觉
一起踏碎凌霄！！
埙
要来力
好厉害
广智救我！
还得是唢呐
上大号！
感觉来了
上唢呐
这个人长得像郭炜炜
爽啊
再来亿遍
鸡皮疙瘩了
前摇太长了
中国音乐上来感觉有中国味儿了
广智救我！
华夏史诗感
卧槽！给我整高潮了！
这下听懂了
这下听懂了
我金箍棒要拎出来了！！！！
kid
有意思
有头差评
终于开始恢复呼吸了
投币投币
黑猴变成了怪猎的味道
重庆发来贺电
66666666666666
投币投币投币
十万军中无敌手，九重天上有威风
兄弟们！杀上天庭！
兄弟们
唢呐哥蓄力中
中西结合
唢呐是在响应lgpt吗
一代天骄
燃起来了
真希望2024年TGA年度竞选里 也会出现这曲子！
有头，不对味
我来助你！
战斗爽
太棒了
耳听怒
中西合壁，法力无边。
这是主题曲，总共的小曲有72首，b站有链接。
原声大碟！
汗毛起来了。
不是，现在什么妖魔鬼怪都能上春晚，这上不了我只能说悲哀
听着很深发抖
真的帅！！！
大圣破阵曲
大圣破阵曲
6666
要来力
广智救我
一棒否决曲
节奏，太容易让人嗨起来了，太爽了
我做指挥可以吗
？？？？？？？？？？？？？？？？？？？？？？？？？？？
头皮麻了
kid? →
已见未来，岂能不拜！
上国家队
热泪盈眶
唢呐牛！开始这么多西洋乐都是陪衬的
妈呀眼泪都出来了
真的太优秀了
Bravo
这无比的宿命感
这段绝了
笛子妹妹好美
都是西洋乐器？黑神话悟空的精髓是民乐器。
好听啊啊啊啊啊啊啊啊啊啊啊啊啊
感谢各位艺术家，投币支持
为这曲子入个dt880
唢呐简直就是亦妖亦佛的感觉
果然人声还是会胜过乐器呀
唢呐是无敌的
踏破凌霄，放肆桀骜
如意金箍棒！！！
一股强劲的音乐来袭
广智：没有人能在我的BGM里打败我
耳听怒
唢呐来了，其他的都黯然了
唢呐一响 直接灵魂打开 ！！！
像海贼王
高能来了
你去乾坤四海问一问，我乃历代驰名第一妖！
1000+
强无敌
要来了吗？
要这币何用
开始蓄力
不对，味道不对劲
你们哪儿来的谱子？
起立
广智救我！
顶顶顶
唢呐是神
要来立
要来了
这下听懂了
有股日本三国志的味
感動！敬佩！滿滿回憶
为什么只能投两个币啊
牛逼，太牛了
该叫广智上场了
眼泪止不住
还得是唢呐来镇场
回来了！都回来了！
完美
二胡
有唢呐就完美了
以前是人人想上春晚，现在感觉是春晚到处蹭人气
说实话还是唢呐听起来得劲儿
上劲儿了，上劲儿了。
哇，大成本
喝完这碗酒，南天门到大雷音寺走起
每个乐手都是斗战胜佛
一种照见的感觉只从天灵
'
还是这段过瘾
别怪猎怪猎的，显得你对音乐的认知仅停留在怪猎
埙的音色绝了
牛逼牛逼
广智铠甲合体
这开场我以为怪物猎人
唢呐才是灵魂所在
再来一遍
666666666666
还得是唢呐啊！
眼里含泪啊
没有民乐就没有空的灵魂
待我一人冲上凌霄宝殿救出我的四妹！
唢呐出场，无脑投币
燃起来啦！1
支持
鸡皮疙蛋起来了
截一段做新闻联播开场曲吧
应该上春晚~~~~~~~
寸头小姐姐的确很惊艳
大圣破阵曲！
炸毛
耳听怒!
是不是王者榮燿2017(9)總決賽吹笛子的小姐姐
今年跨年必须有黑悟空
鸡皮疙瘩
炸毛了
跨晚没这个我不看
这下听懂了
破站跨年天命人主题是绝对稳的！
那个短发姐姐好飒
后面纯国产
再来亿次？可以可以
猴儿们，随我。。。掀翻那凌霄宝殿！
即见未来 为何不拜
人家叫久石让
鸡皮疙瘩起来了
起立鼓掌
陶埙
着手官方有3个版本，实验班、PV版，和正式版，我最喜欢PV版
此时，一段无敌的BGM响起
薛之谦什么时候吹锁呐了
顶
祝大家春节快乐
还有vocal 牛批啊
希望上春晚～
←这段真的很像光荣的三国志啊 哈哈
扬琴一进来，哇塞，整个基底为之一变。
三千四周
我想听传统民族乐曲的
tga无权为我授勋
广智！广智救我
黑神话大航海时代～
黑神话线上音乐会
天兵天将来了
什么阿姨？？ 叫大嘟嘟！！！
我去牛逼
看我是怎么杀光天庭每一条狗的，这里的，天上的，还有那条黑的！
感谢各位艺术家
广寒宫进行曲吗？
鸡皮疙瘩都起来了
打碎妖魔鬼怪
不就是币吗，给你
出音泪来
来力来力
唢呐一响，黄金万两
TGA彩排中
出音味来
终于有自己3A游戏的曲了，不用羡慕欧美和光荣了，眼睛湿润了~~~~
好听
这个唢呐太骚了
怎么有点七剑那个感觉了.....
起鸡皮疙瘩了
今年B晚见！
不管听几次，每次到这里都是鸡皮疙瘩起一身，太震撼了
反复起鸡皮疙瘩
鼓舞人心，希望各行各业都能涌现出自己的黑神话，加油中国人！
唢呐呢
太棒了！！
卧槽，鸡皮疙瘩起了
《又来了熬老弟！》
差点进错猛汉剧场
厉害
燃炸了
唢呐还是太全面了
让我们掀翻这凌霄宝殿
TGA上搞这一场不比之前那些震撼
Bravo！
.00000
攒劲的很
大圣
架子鼓哥的衬衫哈哈哈哈哈，吃我大头撼地掌啦
必须三连
太他妈牛逼了！！赞
今年b站晚会没这里都不看了
都来了，古筝，琵琶
投币投币投币！
哈哈三弦来了
琵琶小姐姐呢
上春晚不
就等这块呢
谢谢老师们演奏！！
唢呐就是金箍棒！
香槟喝够了，希望tga上能演奏这一曲或者云宫迅音都行
吹唢呐的是后面的玩具漏电了么？
来了
好听！提气！
你也就只知道个日本人久石让了
广智！救我！
全体起立！！！！
鼓掌！！！！！！！！！
上晚会！！！！
开干
根器：耳听怒
牛逼
不错，真不错！
厉害
就知道会有唢呐！
年更up
燃了   音乐必得大奖
能上春晚
听懂了！！
能不能上小破站今年的跨年
骚气小唢呐
现在还听不懂
头皮发麻
埙
这个埙好点睛啊
这段是红孩儿二阶段的变奏，代表了反逆的精神
上春晚
接头霸王不该出头啊……
大善
鸡皮疙瘩一身！
二胡无敌了
就是这种感觉
芜湖
华流才是最吊
广智破阵曲
听懂了
等一个唢呐
打上天庭，救回四妹
有点久石让的味道
把天赋带到TGA
这段好有那种妖魔鬼怪的风格
太TMD燃了！！！
大提琴不错
泪目
鸡皮疙瘩起来了
再来一次
导演小策
大制作啊啊啊啊！！！
为什么不能投10个币
鸡皮疙瘩
听的热泪盈眶
前面总差点啥
还得是国乐
原神
戴草帽的，是你来了吗（不是）？
必须上春晚！！！！
喜欢这个二胡姐
天籁
头皮发麻
鸡皮疙瘩起来了
三连了
好听，爱听
应该用上B站的hires功能啊
味道对了
要来力
大提琴的姐姐太酷啦
泪目
应该说像久石让
年度最佳大合奏
起立
十万八千正好全取消了
棍势满了
卧槽卧槽卧槽
比博燃
这是今年b站跨年晚会预定节目
感动
我想起了潘达利亚
不知道哪来的日本孩子说中国的曲子像日本的谁谁谁的，爹还有像儿子的么
铁定上春晚，让年轻人共鸣的节目！
再来一遍
BGM一响，葫芦酒一喝，战斗力飙表！
骚骚的唢呐
有唢呐吗
委婉的凄凉
前面的没怎么听过交响乐吧
唢呐到哪都是挑大梁的存在！！
好听啊好听
爽！！！
要来力！
不说上春晚，上笔战今年的晚会是肯定的了太棒了
为什么只麻我的右耳？
不够不够，必须再来亿遍~
攒劲
演奏的很棒，关键录音真不错
泪目了
唢呐是谁啊
赶上了！
这下听懂了
埙是灵魂啊
鸡皮疙瘩起来了
0.
宝藏作品之一
终于等到你了
新鲜热辣滚烫的
严重怀疑黑神话悟空的配乐你们都参与了
我的天！！！
先赞为敬
这曲有几分逆袭的夏亚的感觉
好
新鲜！！
这排面
专业啊
带制作
好活
1000+
8858+1
有王国之泪的味道。
这前奏和云宫迅音一点也不搭
来了、、、、、、、、、、震撼
带上耳机，再来一遍
这一段有点久石让的风格
03:19
再来一遍
来了来了！！！
热乎的
好听吗？可能不玩游戏的无感
再来一遍
见面三连
已三连
大场面啊
哇哇哇
哦也
来啦
终于更新了！
啊？多少人？
