不空：得 我就是个诱饵
28星宿还是牛啊
卧槽
赤髯龙怎么打抗金 用博山炉丢她吗
战钺蟠龙（）
多少钱好让我死心
无有因，手足相残何故？
相杀！
精彩
冰面：这把高端局
体型差这么大吗
70S还真不能2K全高开光追中以上，卡
开饭
太帅啦神龙摆尾
亢金龙来了个亲嘴
啊？？
最喜欢你的解说
帅
卧槽？
龙族自带雷属性
赤髯龙靠香炉可以短暂飞行
还得是我亢金妹妹
欢迎回来！
啊？
历朝历代皇帝都要大祭五岳四渎，祭星宿的可没几个，别把小说设定带入历史地位
好像一瞬间雷异常打满了
赤髯龙两个太阳炉，怎么不用量子化
2K光追可以的 4K就扛不住了
小利龙动作好像拉塔恩
闪电旋风劈！
已下单，未付款，望发货
这甩尾不回放一下？
我可太有操作辣
两个雷电免疫的
牢亢
瓶瓶罐罐是帮他飞的（）
没能让青背龙哥哥用出全力，真对不住他
？
不能赢！
请问你能告诉我这个人叫什么名字吗？
小西天拳王太厉害了
啊？
欢迎来到赛博斗蛐蛐高端场
这游戏光追不如不开
啊？
啊
赤髯：你是龙，你比我更龙
四大魔将一起上？黄眉老儿压力山大，哈哈
社会闲散龙始终不是公务员龙的对手
啊？
我还真在漠河
马氏三角杀
赤髯龙，雷火属性，亢金龙，雷冰属性
漂亮
是不是38局里亢金龙就赢了一次。。。
双龙会：白龙 VS 赤龙
哈哈哈，辟谷被不能踢了一脚
血刀老祖：血流成河，血饮天下
冰地哪来的黄土
好机会
达摩院首座：罗汉伏魔拳，大力金刚腿
独孤求败大战少林扫地僧
易筋经 VS 独孤九剑
数值怪的魅力
小西天第一武道师
盲僧 VS 剑魔
必杀技：一刀两断！
吃怒气槽已满，大招就位：奥义闪电斩！
不是，不能你真踹啊
龙妹厉害啊
雷神之锤 VS 电仙之剑
锤王 VS 剑魔
李元霸 VS 宇文成都
???
这什么伤害？
精彩
蓄意轰拳！
合着不空就是用来扛分身伤害的
亢金龙膏潮了
哈哈哈哈哈
龙片
啊？
哈基龙大旋风
不公平啊，这是青背主场
希望在3d区看到赤髯龙和亢金龙的视频
讚！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！
精彩呀
戌狗的冰太纯啦！
四渎地位怎么跟28星宿比？你四渎说白了也只是地方官，28星宿是正儿八经绕着紫微宫转的中央官职
我TM一周目怎么打过去的。。。
是啊，有自家龙车了
哈基米大旋风
说4060影视级的没开光追，我的4070s+满级动态 走不动路
、
这招我吃过满血亢金铠甲倒欠半管血
青背龙：没错我就是黑吗喽最数值的数值怪
能看出来青背龙攻击欲望并不高，侧面体现出数值的恐怖
卧槽好帅
一刀999
这甩尾帅啊
神龙摆尾！
好好好
啊？
电鱼是吧
奖金说法！！！！！！！！！！！
相煎何太急
我草
好好好
帅
加油呀 小母龙
啊？
赤髯龙：666这个聋开桂
这段观赏性拉满啊！
"你是龙,也好"
难怪一开始一直摆姿势嘲讽
窝草
无有因
赤髯龙肯定被暴打
这招没见过啊
？？离谱
吃的满满的
会飞的赢了
不分伯仲的对手
我怎么没见过他有这招
精彩
《龙之战》
啊？
哈哈哈哈哈哈哈
学英超啊小伙
回去钓鱼咯
6666
游戏里肯定不能厉害，不能两拳就打死我了。
哈哈哈哈!!!~對師父的愛
啊
精彩！赏！
你还是不解说好点
老婆！
啊？？
喝多了
666
九天寒雷（
下期预告
《好兄弟》
s赛
我会腾云，你只会爬云
精彩
飞天b屋檐了
集美
官方怎么不出个斗蛐蛐模式呢
这两个龙的判定盒都不一样
不是亢金龙伤害低，是赤髯龙抗性高减伤高，别忘了玩家是靠打破它背上的香炉才不觉得肉的不然纯刮痧，而且亢金龙是雷伤，赤髯龙雷抗也高
打亢金龙这边BGM确实气势磅礴，立马热血起来
青背龙应该是中二病晚期
精彩精彩
兄弟阋墙
悠哉悠哉的走了……
goat赤髯龙获得第七亚
赤髯龙：我才是真goat
青背龙还好进攻欲望一般，攻速也一般，要是跟小黄龙一样，不敢想
我擦，秒了竟然秒了
拳脚goat
我勒，险胜啊
80！80！80！
这可是龙妹啊
70S都敢光追啊
[ohhhh]
赤髯龙哪是龙啊  简直就是蜥蜴 壁虎！
天命人打无量蝠也是这吊样
不说价格
好机会!
想看亢金龙打亢金星君，我打我自己
啊？！
360是吧
盒子元素都比显卡上的多
哇！！！
？
哈哈哈哈哈哈
精彩
啊？
一套连招下来青背龙都没机会开附魔，直接连死
有点呆呆的
卧槽这什么伤害！
想问BGM是什么？
全是数值的美！！
？？
gg
丸辣！！！
我选小西天拳王
？？
不愧是二十八星宿
明天开始你就是火影了
这就是交配
龙族内战
有megan那味了
黄眉嘴上斗不过不能 得意战将赤尻马猴也干不过不能
不能铁山靠停猴车帅啊
不能是有技能就吃啊 太虎了
帅啊
这就是青背龙的伤害，喜欢吗
青北龙前摇比较长
卑鄙！
在沙地上点火柱的黑熊精：我没意见
大笨b青背龙
不是读星宿（xiu）吗
雷霆嘎巴
感觉有个瞬间拍照会很帅
[ohhh]
dx
[前方高能]
啊？
被冰粘住了
无想的一刀
雷霆万钧
嘤嘤嘤
功夫
音游启动了
！！！！！！！！！！
买定离手
斗起来
最开心的一集
好耶
[ohhhhhhhhhh]
俩脆皮打架
这才是你打我时的样子
好好好
不空！！！！！！！
你们不要再打啦!
笑死，只有一个会飞
好家伙，我说怎么我打的时候满血能被这玩意秒掉
马猴：我是毛毛流
夺少？
打了38场我就能猜到结局了，肯定打罐子反杀秒了
随说联名，但我没看出任何联名
70s在3080~3090之间，2k全光追问题不大
因为赤髯龙有机制，想打出大额伤害得打它背上的弱点
亢金龙电好了电到背能一个技能秒了
卧槽我第一次打就是被这招秒掉的
[ohh]
二周目600护甲60%减伤被一刀秒
被撅了 恼
潘金莲遇到猪八戒
光头boss叫 不能 人称小雷音寺格斗冠军
这出生就是这样的，附个魔一刀999
你们看到了数值，我只看到了努力和天赋
发生了什么
精彩
音游肥宅VS空军排骨精
这招伤害这么高吗，我以为只秒的掉我
忆昔当年泪不干
点到为止
帅！
姐们（✓）
赤髯龙起身很慢
我也想和亢金龙嘴对嘴
看不出区别
黑神话斗蛐蛐（）
我尼玛
此刻，寂灭之时
小馋猫
开始
抗金龙的投技怎么办，那玩意儿很重要吧
[前方高能]
这冰湖边上打坐点跟前有根鱼竿来着
小电音寺
啊
帅
帅！
我被这招秒过
我就说开大头被一刀秒了
这攻击扬沙的特效还是跟着人走哒
青背龙你打我不是这样的
很好，我选择4060ti
man！
这摄影师找个厂上班啊~~~什么角度啊都
加油啊，小骊龙
是集美
太精彩了
四渎龙王，从不吃素
龙火车
？
小馋龙 全让你吃完了
帅
不空不是有一招卷黄纸呢
小龙娘嘿嘿
精彩
亢金龙韧性低，赤髯龙又是个数值怪
不愧是肘击王、
帅
狂战士VS蓝拳
666开挂了
来世莫再欺负弱小
赤髯龙特有的以地为床
数值怪是这样的
背上的香炉跟喷射器一样。
不空：我们两个真强
啊？
啊？
吃满了
[前方高能]
二十八星宿的含金量！小小水神还不退下！
我也被这样秒过
我第二次就死在这招下，他剩一点血，我懒得躲，硬碰硬打算a死他，结果被他秒了
青背龙才是弟弟，小骊龙是二哥
神剑御雷真绝！
乱披风锤法
主场优势
赛事赞助可以
神龙摆尾，小子！
帅！
一刀两断，如意神剑！
雷！火！剑！
好！！！
各打各的
前面都是逗弟弟玩的吗？
亢师傅，这桌子真的很滑的
无双，万军取首！
因为赤髯龙普通状态超高减伤
yingw
不净咋这么积极
无有因，兄弟相残何故
你是龙 也好
好帅这段
青背龙大战私募龙
二哥和三哥的打架
大圣vs杨戬！
果然龙就是该开转才行（doge）
忍不住在地上轻哼起来
我还没见过这招
喵影vs昭明
啊？
亢金龙：弟弟叫声姐
羡慕赤虬龙
闹够了没有？
不能是八级
二翅猿
太精彩了
龙娘！好样的！
碍你什么四了？
三打二还输了
倒头就睡
这刀满血秒人的，巨恐怖
青背龙：你先开的
你也有今天啊
帅
老婆真厉害
啊？
神龙摆尾
好机会
亢金龙真好看
不愧是我老婆！
.
那维莱特是吧
小骊龙全是AOE优势大
丸辣
公母龙
居合拔刀斩！
青背龙这么小吗？
这没悬念啊
《兄友弟恭》
跟七彩虹一比高下立判
赤髯龙：我打亢金？
来世，莫在欺凌弱小
没有技巧，全是数值
不能玩爽了
这下该我了吧
该我了！
666
小西天第一数值怪必须是杨戬
到底能不能
小骊龙技能很有观赏性啊
想看不空和不能对打
数值差太多了
兄弟阋墙
赤髯龙不够打啊
赛博斗马喽
神龙摆尾 讲究！
赛博袈裟
不给不能2个阶段啊
没见过这招
黑崎一护卍解
哈基龙大旋风
小西天第一数值怪
领地争斗（）
双龙汇！太帅了！
我是木工，这就是胶配
老婆太帅了，今晚奖励一下
老婆加油！
没想到吧，姐会飞
瀛龙：看到昊龙，能忍不住笑的都是神人啊我看
许昊龙 vs 许瀛龙
昊龙大战瀛龙
小骊龙：666，这个入是桂
亢金龙鳞片是彩色的
不能？太能了！
没你解说，观赏度少一半
青背龙当初就是这么打我的，老残忍了
我这辈子从没听过这种要求~
帅啊
日您吗
这里还脚滑了一下
看多了西方龙打架，终于看到东方龙缠斗了
剑魔vs瑟提
帅
那我被秒就不奇怪了
作为天上的星宿说实话这个成绩不是很满意
这俩谁也打不到谁有啥看的
[ohhh]
啊？
用亢金星君会咋样
赤髯龙：依稀当年泪不干
数值怪，小子
龙珠都给干出来了
来世，切莫欺凌弱小
好好好
叶问配音
猴子上去收割啊！
我石头人就是这么被秒的
来世  莫再欺凌弱小
最大的伤害是投技
妖龙鞭神龙。
5539
太精彩了吧
冰面没有石头可以站，青背输了
啊？
不是妹妹？
真相大白于天下，我才是唯一的神龙尊者！
不能削韧厉害
不如我的4090月白
我起了，一刀秒，有什么好说的？
赛博黄眉
精彩，
黑幕！
这是把精魄打出来了吗
总感觉像是龙片
精彩
精彩
11
鳗！
马喽vs极乐谷第一高手
有呱！！
看电子蛐蛐，做赛博大圣！
前面的小骊龙是二哥
来啦！
老二与老三
感谢ADM
我的高度在你之上！
?
黄眉：咦，可以和解吗？
帅！
亢金龙能输就对不起我之前那么辛苦的付出
啊？
啊？
还是我技高一筹。
卧槽秒了
一剑封喉！！
太帅了
赤髯龙才是真的不胜传说，太好打了
闹够了没有！？
打过的都知道，赤髯龙的弱点是背上那个罐子
地龙抗电
冰面沙尘暴笑死我了
这份数值正是为王的理由
固拉多
0
亢金龙加油啊
打我满血秒了
这要是打的玩家不一击就似
啊？
好涩啊(焦灼.doge)
这桌子很滑的
以泰坊
精彩！
这是百分比伤害还是斩杀？
不如4090
它不带瓶瓶罐罐连飞都飞不起来
录制了38次，绝对是黑幕
亢金龙要是能输就别混了
纯数值
翻译一下：前37次赢的太草率，只有第38次稍微有点看头
现在玩的黑神话悟空是阉割版，完整版能联机还能变成妖怪和其他人对战还有斗蛐蛐功能
青背强！回来！劳资蜀道山！
a
我们黑猴自己的古拉顿
100分
我压不能
来世，莫在欺凌弱小
小知识：小骊龙是二哥，青背龙是三弟
星（xing）宿
啊？
真龙快打
好！
发生什么事了
帅！
精彩！
WANL\丸辣
[前方高能]
兄弟阋墙
神圣的雷属性
好劈！
[前方高能]
我靠
电音之王小俪龙
谢谢你，14先生
真不常见 毕竟打了38场
谁告诉我哪个地方有区别
依稀当年泪不干
龙娘加油！
最滋磁的一集
太帅了，这个龙卷摆尾！
亢龙星君好像是女的吧
不空:我和师弟共砍81分
能不能搞个大圣残缺VS杨戬
最帅蛐蛐，会装逼
二十八（ba）
加油啊亢金龙小姐姐
星宿（xiu）
星宿（xiu）
厄加特
许久不用的飞行技能都忘了
龙居合
帅
还有外援，假赛假赛
青背龙韧性太低了
帅啊
赤髯龙没打弱点的话，受到的伤害其实很低的。
当初还以为我防御不够血不够，原来这么高伤害
斗龙战士
想看他们教培
2000+的各位好
？
游科，我要用青背龙！
小的们，给我讲经说法
龙珠难绷
身法刺客和半肉战坦
这个马猴倒地动画，我看一次笑一次哈哈哈哈哈哈哈
北方雾霾罪魁祸首
小丽龙一放波，就赢了呀
白热化，精彩哦
这段真好看
前方高能！
李元霸vs宇文成都
好涩
双龙会
不是这跟天命人和猪八戒打马猴有什么区别吗？
精彩！
黑剑&玛莲妮娅(dog
小西天拳王
哈哈
小西天拳王
还是三打二
二十八宿，从不吃素
小骊龙:黄风岭DzJ
220v功耗？220w吧
我站小丽龙 毕竟技能多 不好躲
小雷音寺大舞台，有种你就来
挖槽？
打的多不如打的狠
忆昔当年泪不干
恁把我显卡藏那了?
我觉得小骊龙能赢，音游圈全屏攻击太强了，青背龙又不是一直飞
数值怪
丽丽
守护这个笑容
前方高能预警
前方高能预警
挂
14波
你三连有了
这里没有石头给青背龙打音游
啊？
确实精彩
青背龙：弟弟，你还得练
玉帝，他开挂你管不管！
高打低，打__ __
赤鬤龙这么大吗原来
小丽龙的技能范围比青背龙大，除非攻击频率跟不上青背龙不然稳赢的
手持4090满血版笑而不语
尾后刀
地对空
不空救我！！
对
莲眼在劫波旁边发波呢
数值正是成为王的理由
[oHHH]
赤髯龙属于五岳四渎之一，级别比亢金龙高
小西天拳皇
不空：请打开麦克风交流
多少带点个人情绪
蓟县！
上局肯定是寅虎啊 都有台词了
精彩！
真红眼黑龙vs青眼白龙
帅
帅
八十！八十！八十！
琴音就能单吃
冰面上刮起沙尘的屑
全是努力和汗水
小西天拳王谁人能敌！
好
闹够了没有
数值怪！
小龙娘!
哈哈哈
兄友弟恭
这个分身斩，我看到了一位出生
青背龙：我的数值在你之上
还是迪厅老板厉害
开电刀了
对对对，就是这个就是这个！
忆昔当年泪不干
符合人设
固拉多：666
赤髯龙尾巴上还有个刀呢，玩了三个周目了不知道
0
精彩！！！！！！！
[前方高能]
无想の一刀
走了兄弟们
并非真龙
小西天谁最能打？我啊！不然黄眉啊！
小馋龙
别刷数值了 用屁股想想都知道平衡过了
感谢金主
这个转身有胡仙峰的感觉了
忆昔当年泪不干
为何不避
果然还是天上的龙厉害
不空最仗义的一次
开背包就能躲小骊龙的技能了
两边都雷抗叠满了
秒杀怪来辣
等青背龙上雷小骊龙就死定了
一寸短一寸险～
220w？4060ti？
帅！
马保国
精彩！！！
有一种R1的美
没办法这是雪地，如果是草地胜负难料哈哈
這一招直接秒猴子分身
黄眉有三阶段
燕雲十六聲？
这一刀我欠他两管血
亢金龙呢
啊？！！
现在知道我怎么死的了
6+5的美
核爆雷神？
极限反杀
无有因，手足相残何故
我必须马上开始吃饭！
我买青背龙
悟空的动作系统看bvb好爽
不能还击
我被满血秒过。但我以为这招秒我就是极限。
别唧唧歪歪的天天喊数值，平衡过的
黄眉：若不分输赢，还证什么赛博蛐蛐
左边对波要输呀
看不到弹幕
青背龙:前面十分的容忍都只为带来一分的精彩
已下单，敏感肌也适用
一个数值高一个韧性强，专业对口
视觉盛宴的一期
神 龙 摆 尾 ！
伤害不高，连招很赖皮
小骊龙开始认真了！！
在哪里领呢？
离谱
青背龙是数值怪
双剑滑斩
好家伙，数值怪伤害就是高！
不要我4090
一把抓住，顷刻炼化
特效十分，伤害一分
八戒VS紫蛛儿 ！
丸辣
帅
依稀当年萝卜干
泾河内战
有种数值的美
帅
不能：机制怪
好看
符合黄眉人设:自己做局自己嬴！赢麻了属于是
[ohhhh]
啊？ 我打青背龙都没怎么见过附魔 还有这招
这么一看，马猴好像玛莲妮亚啊hhh
啊？能开背包躲的？
赛博斗蛐蛐！
斗蛐蛐儿的火终于还是烧到这边了
？
双龙会
哇
青背龙：数值好看吗？韧性换的
兄弟阋墙
双龙会
this is my house！
亢金龙伤害高的投技用不出来正常
小骊龙:锤核心已连线，电音锤转交给小骊龙
亢金龙
青背龙:剑核心已连线，雷电刀控制权转交龙人
别再说数值问题了，数值调过的
期待大圣打所有
也被这招秒过
啊？
你要是金主，你给个1070他都可以这么吹，嚷嚷啥呢
逗逗你的呀
2000去买4060吧
亢金龙就只是能飞，打不到，不然根本打不过
分身在干嘛
价格还是7800香
讲个笑话打了三十八次
雷霆万钧
赛博斗蛐蛐
八极拳的刚猛表现得非常亮眼
卍解
显卡买了，主板CPU内存条哪里领
死二∶赤髯龙，从明天开始你就是火影了
幸好我是4090。
星宿（xiu）
不是，咱多大仇
联名联了个寂寞
啊？
这就是大锤打虫棍
啊？
你这数值绝对有问题
一个数值怪一个机制怪
我老师 送我
不是，说没差别的，你真的不用去医院看看吗？
空间扭曲的一刀！！！
亢金龙妹妹！
且听龙吟！
赤髯龙还有三个太阳炉
？
肘击！
不空说不能让我来，想了想还是不来了
结晶人锤法
不愧是能让黄眉破防的男人
起来呀！赤髯龙！
尾刀挺狠的
欺负赤髯龙不会飞
打假赛是吧
好涩哦
？
黄眉：私人恩怨请直说
220V 供电形显卡可直插家用电
索贝克VS库库尔坎
帅啊
不咋地 刚打的窝
数值，小子
身法!
我起了，秒了，有什么好说的
帅
最符合人设的一集，忘了怎么飞
啊？
怎么看着跟赤髯龙想骑上亢金龙教培一样
青背龙：熟知的力量，哥哥
UP主↓
击败不空！
WC这什么招，我打的时候咋没见过
二阶段终结比赛
跳绳大赛，开始！
青背龙伤害比小骊龙高太多了
登峰造极？！
想起了那个采访哈哈哈
小西天第一高手
[ohhhhh]
没错发过机制。硬锤锤死的。
隔着你的烟雾特效是跟着自己来的呀，我以为是就地取得财没想到你才是沙漠化的本身
贴图就想赚钱
有仇报仇，有怨报怨
[ohhhhh]
太鼓达人
Vs
教培？
不能踹屁股
感觉小骊龙BVB会很强
好一个金刚伏魔拳
三个香炉狠狠给亢金龙压力！
没有招式，只有数值
黄眉喝醉了
我也被这个秒过
赤髯龙他能打吗，没这个实力知道吧
真是太有操作辣
？
来了，开数值了，青背龙
亢金星君！！
开光追亮到瞎眼，建议别开
亢金龙好刮痧啊
数值龙名不虚传
帅啊
精彩！
上一次看电子都去取，还是在怪物猎人冰原
他們看起來感情很好
丸辣
贺强回来
我感觉妙音就能单杀黄眉
两个boss不是一章节的数值差距
晦月魔君vs王灵官
龙娘胜
[前方高能]
还是弟弟厉害
最大快人心的一集
黄眉:倒反天罡！
无想的一刀
所以我就好奇为啥蛐蛐渭河支流就能和西海联姻
扎眼睛了老弟
青背龙：我会飞
四龙越像人的越nb
数值最高的一集
这就是数值
二十八星宿，小子
谢谢赛事赞助商（
70s 2K画质拉满开dlss有70帧的
哈哈哈哈哈哈哈
赤髯龙配赢？
精彩精彩
不空：雪村群猴欺我老无力，公然抱我入竹去
她真好看
殴打黄眉深的我心
赤髯龙已经忘记了飞行的技能了
会飞的vs忘记怎么飞的
雷伤魅力时刻
有没有可能“四不”VS“四渎”
青背龙：没事儿，我溜达
丸辣
致命节奏
给我看爽了
我特么，这招这么牛的吗
玩家初见的话沙尘暴那下就是直接秒
南村群徒欺我老无力
啊？
小骊龙的招式好看啊
所有龙都有雷抗免疫雷蛰
数值差太多了
20多岁空挣了几十个件显卡，可曾得他这一件
20多岁空挣了几十个件显卡，可曾得他这一件
哈哈哈哈哈
来世，莫再欺负弱小!
开光追洞里黑的啥也看不见
召唤师大战
附魔後就沒得打了
二十八星宿排位是t2，t3档神仙，除去天花板级别的就数他们大。五岳四渎都排到t6之后了
漂亮
晋西北都乱成一锅粥了
小西天拳皇
草
你是龙，比我更龙
？？
又到了我最爱的赛博斗蛐蛐环节
很明显青背龙没开雷刀伤害都已经碾压了
感谢向右十四郎
开饭开饭！
我嘞个神啊
精彩
影神图里赤髯龙只是忘记了怎么飞，结果被黑熊精坑了
哈哈哈哈哈哈哈哈哈哈哈
谁家涅斐丽露？
哈哈哈哈哈哈
不杂出入
这香炉不行啊
可是这俩都很水三遍过…
猪八戒地位怎么会比星宿高，你猪八戒是要给昴日鸡行礼的
不能我初见过的，感觉没想象的难
帅啊
给小张太子报仇是吧
啊？秒了？？
要打罐子的么，我打他都没注意
哈哈哈哈哈
自古对波左必输
贴个图
马猴韧性没不空高
呜呜呜呜呜！！亢金龙！！！！
越接近人形，修为越高
青背龙！
你要考研？
啊？？！
黄眉大王:诶呀我靠我要回家啊啊啊啊我靠啊！？～
黄眉大王:诶呀我靠我要回家啊啊啊啊我靠啊！？～
黄眉大王:诶呀我靠我要回家啊啊啊啊我靠啊！？～
黄眉大王:诶呀我靠我要回家啊啊啊啊我靠啊！？～
返回背包能躲过去 哈哈哈
他不是会飞么
天羽屠龙舞！！！
终于还是来了
非常合理
胜利结算
卧槽个数值怪
坠龙
完了
精彩
青背龙:你好，我是数值怪。
沙锤弄出沙尘暴很合理，音乐人的事情不要多问
别怪我们以多欺少，我们还以大欺小
数值，是成为王的理由
我测 这不是拉塔恩的虚空六连斩吗
黄眉：谁踹我屁股
顶上战争的老沙
啊？
还得龙娘
】
脚下一滑真实引擎
钓鱼不戴安全帽真的没事吗
卧槽？
《开了个眼儿》
爽！
一尾巴打炉子上了
漂亮
真的漂亮！
好涩
佐助大战我爱罗
姐们
好一个神龙摆尾
我爱罗表示很合理
220w吧
索泰的
啊
就等这招了，这招可是把我的石头人直接给秒了的
支持亢金星君
既见未来，为何不buy！
感谢金主催更
????
什么黑剑
丸辣
谈笑间不空被打飞到雪地
这刀真的秒人
70s不输3080，性能很顶的
小骊龙的一生之敌是他身边的那几块石头
体型都不一样啊
小西天拳皇
必须为这一尾巴的大逼兜贡献一枚金币！
上期老虎赢了吧
太鼓达人VS钓鱼佬
这么好的显卡得50块吧
准备下单
不能肯定赢
有区别吗 好好做联名可以吗
啊？这刀真的是秒杀招？
啊？
赤髯龙不打弱点贼肉
姐们儿，姐们儿/
卧槽
啊？
青背龙反复被硬直，飞不起来
黄眉：这多大仇阿
？
飞不起笑死
真精彩
体型差这么大吗
亢金龙衰就衰在韧性低
青背龙挺好打的，招式就那几招，会闪避会破棍随便过
Man!
？
不空：我来助你！
两个体修里混进来一个修仙的
老婆真棒
多少米？现在
阿弥陀佛
man！
和我打的时候差不多哦，二师兄对真身，我对分身
东南亚拳王
黑剑天主与教父
不愧是我老婆
青背龙就那三板斧，其余的都是数值
冰沙暴
不能的招式挺有禅意的 少林武术不能的招式挺有禅意的 少林武术
这招用了以后，青背龙的雷电buff就没了
不！！！！！！！！！
这是被黄眉虐了多少次才能有的怨气
woc精彩啊！
啊？
这画面太好了
不要了，不要了！别烧，别烧啊！
最后这个神龙摆尾太帅了，恭喜亢金龙小姐姐！
阿婆主改减肥药
我们不止以强欺弱，我们还以多欺少
这俩体型差这么大吗，我一直以为俩同体型
青背龙放水啊
牛逼
黑剑是吧
精彩！
居然场景不是人种袋里啊
青背龙出师不利，青背龙落入下风，昏招频出，濒临赛点，青背龙败局已定，青背龙发表胜利感言
